basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
Occurrence,Woodlice,Percentage of sealed area,Inferred from field survey of domestic gardens along a rural–urban gradient.,ns,,individual,,both,adult,,,,,,,,,,,
Occurrence,Woodlice,Vegetated garden area,Direct measurement of the grassland area in each garden,ns,,individual,,both,adult,,,,,,,,,,,
Occurrence,Woodlice,Native plant richness,,-,,individual,,both,adult,,,,,,,,,,,
Occurrence,Woodlice,Habitat richness,,ns,,individual,,both,adult,,,,,,,,,,,
LivingSpecimen,Woodlice,Structural diversity,Measuring the height of the vegetation at intervals of 2 m along the transect lines to calculate structural diversity.,ns,,individual,,both,adult,,,,,,,,,,,
HumanObservation,Ants,Distance to city center,Geographical distance calculation based on the location of the gardens relative to the city center.,ns,,individual,,both,adult,worker,,,,,,,,,,
Occurrence,Ants,Percentage of sealed area,Inferred from field survey of domestic gardens along a rural–urban gradient.,ns,,individual,,both,adult,worker,,,,,,,,,,
Occurrence,Ants,Vegetated garden area,Direct measurement of the grassland area in each garden,ns,,individual,,both,adult,worker,,,,,,,,,,
Occurrence,Ants,Native plant richness,,ns,,individual,,both,adult,worker,,,,,,,,,,
Occurrence,Ants,Habitat richness,,-,,individual,,both,adult,worker,,,,,,,,,,
LivingSpecimen,Ants,Structural diversity,Measuring the height of the vegetation at intervals of 2 m along the transect lines to calculate structural diversity.,ns,,individual,,both,adult,worker,,,,,,,,,,
