cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Hamearis lucina,Forewing Length,15.2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Coenonympha tullia,Forewing Length,18.9,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Issoria lathonia,Forewing Length,21.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia comma,Forewing Length,15.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris rapae,Forewing Length,24.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis tages,Forewing Length,13.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plebeius idas,Forewing Length,13.8,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris napi,Forewing Length,22.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria aquilonaris,Forewing Length,19.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis aglaja,Forewing Length,29.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ochlodes sylvanus,Forewing Length,15.1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Callophrys rubi,Forewing Length,13.8,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polygonia c-album,Forewing Length,23.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plebeius optilete,Forewing Length,13.1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Heteropterus morpheus,Forewing Length,15.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cupido minimus,Forewing Length,10.6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis adippe,Forewing Length,27.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris brassicae,Forewing Length,29.8,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyrgus armoricanus,Forewing Length,12.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus semiargus,Forewing Length,15.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria dia,Forewing Length,17.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphantopus hyperantus,Forewing Length,21.2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Neozephyrus quercus,Forewing Length,16.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pararge aegeria,Forewing Length,21.9,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea athalia,Forewing Length,19.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria euphrosyne,Forewing Length,21.3,,,,moderate,the trait was not extracted for this species
