cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Ceratina nanula,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Xylocopa tabaniformis,Lecty,Polylectic,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anthidium utahense,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Diadasia bituberculata,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Triepeolus timberlakeii,Intertegular distance,1.71,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia glauca,Flight season median date,119,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile parallela,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. F,Flight season median date,83,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Lasioglossum) titusi,Flight season median date,135.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Halictus tripartitus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Dialictus) sp. B,Flight season median date,189.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Melissodes robustior,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Ceratina nanula,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xylocopa tabaniformis,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthidium utahense,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Panurginus nigrellus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Perdita heliotropii,Flight season median date,206.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Habropoda tristissima,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Halictus tripartitus,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melissodes robustior,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthophora curta,Flight season median date,214,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. E,Flight season median date,124,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Megachile rotundata,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthophora urbana,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Calliopsis fracta,Flight season median date,133,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena suavis,Flight season median date,64.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 1,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile rotundata,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile apicalis,Flight season median date,189,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena semipunctata,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Anthophora urbana,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus verticalis,Flight season median date,120,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Evylaeus) sp. B,Flight season median date,66,,Lasioglossum (Evylaeus) sp. C,0.96,severe,species not extracted at all
"species present, trait missing",Andrena semipunctata,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena anisochlora,Flight season median date,72,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hylaeus rudbeckiae,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Dufourea sp. 2,Nesting location ,below,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Evylaeus) sp. B,Sociality/ parasitic,social,,Lasioglossum (Evylaeus) sp. C,0.96,severe,species not extracted at all
"species+trait present, value differs",Andrena cercocarpi,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Nomada sp. 3,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 2,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Bombus vosnesenskii,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hoplitis sambuci,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
species not in prediction,Lasioglossum (Dialictus) sp. E,Sociality/ parasitic,social,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species+trait present, value differs",Andrena nigrocaerulea,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena cuneilabris,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena subaustralis,Flight season median date,98,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina punctigena,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Megachile angelarum,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Bombus vosnesenskii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hoplitis sambuci,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthidiellum notatum,Flight season median date,230,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Eucera (Synhalonia) lunata,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum (Lasioglossum) mellipes,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena nigrocaerulea,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Diadasia enavata,Flight season median date,225,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Eucera (Synhalonia) lunata,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Lasioglossum) mellipes,Nesting location ,below,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Evylaeus) sp. B,Intertegular distance,1.44,,Lasioglossum (Evylaeus) sp. C,0.96,severe,species not extracted at all
"species+trait present, value differs",Lasioglossum (Dialictus) tegulariforme,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Osmia nigrifrons,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum (Evylaeus) sp. G,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus calvus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena chlorogaster,Flight season median date,91.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena misella,Flight season median date,88,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. C,Flight season median date,97.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena auricoma,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Dialictus) tegulariforme,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia nigrifrons,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. G,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Osmia regulina,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Megachile montivaga,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
species not in prediction,Lasioglossum (Dialictus) sp. E,Intertegular distance,1.12,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species present, trait missing",Dianthidium ulkei,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina sequoiae,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Osmia atrocyanea,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
species not in prediction,Lasioglossum (Dialictus) incompletum,Flight season median date,171,,Lasioglossum (Dialictus) sp. B,0.72,severe,species not extracted at all
"species present, trait missing",Hylaeus calvus,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hoplitis albifrons,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Eucera (Synhalonia) actuosa,Flight season median date,117,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia regulina,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile montivaga,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia atrocyanea,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hoplitis albifrons,Nesting location ,above,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) incompletum,Sociality/ parasitic,social,,Lasioglossum (Dialictus) sp. B,0.72,severe,species not extracted at all
"species present, trait missing",Andrena hypoleuca,Nesting location ,below,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Evylaeus) sp. B,Nesting behaviour,excavate,,Lasioglossum (Evylaeus) sp. C,0.96,severe,species not extracted at all
"species present, trait missing",Megachile gentilis,Flight season median date,243.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Peponapis pruinosa,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Megachile onobrychidis,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Evylaeus) sp. I,Flight season median date,82,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena angustitarsata,Flight season median date,92,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) sp. E,Nesting behaviour,excavate,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species+trait present, value differs",Osmia glauca,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing","Lasioglossum (Evylaeus) sp. ""red abd.""",Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasioglossum (Evylaeus) sp. F,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Megachile onobrychidis,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile frugalis,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Eucera (Synhalonia) stretchii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena candida,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Osmia glauca,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. F,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Dialictus) sp. B,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anthophora curta,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Stelis montana,Flight season median date,134.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xeromelecta californica,Flight season median date,182.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia montana,Flight season median date,137,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) incompletum,Intertegular distance,0.94,,Lasioglossum (Dialictus) sp. B,0.72,severe,species not extracted at all
"species+trait present, value differs",Lasioglossum (Evylaeus) sp. E,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena candida,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena sp. 1,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia cara,Flight season median date,133,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anthophora pacifica,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Perdita heliotropii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Bombus crotchii,Flight season median date,140.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthophora curta,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Bombus melanopygus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Evylaeus) sp. E,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 4,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthophora pacifica,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hoplitis grinnelli,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Hoplitis fulgida,Flight season median date,100.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xeromelecta californica,Sociality/ parasitic,parasite,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Megachile apicalis,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Anthophora californica,Flight season median date,123,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melissodes tepida,Flight season median date,200,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia aglaia,Flight season median date,139,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena suavis,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Bombus melanopygus,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena subtilis,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Hoplitis grinnelli,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile apicalis,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena cressonii,Flight season median date,111,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina dallatorreana,Flight season median date,174,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Evylaeus) sp. B,Nesting location ,below,,Lasioglossum (Evylaeus) sp. C,0.96,severe,species not extracted at all
"species present, trait missing",Megachile coquilletti,Flight season median date,218,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena pensilis,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena subtilis,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Habropoda tristissima,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Sphecodes sp.,Flight season median date,143,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) incompletum,Nesting behaviour,excavate,,Lasioglossum (Dialictus) sp. B,0.72,severe,species not extracted at all
"species present, trait missing",Andrena anisochlora,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena pensilis,Nesting location ,below,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) sp. E,Nesting location ,below,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species+trait present, value differs",Hoplitis howardi,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Osmia nemoris,Flight season median date,128.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xeromelecta californica,Intertegular distance,2.15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melecta edwardsii,Flight season median date,98,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hoplitis howardi,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hesperapis ilicifoliae,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthidiellum notatum,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus californicus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Evylaeus) sp. A,Flight season median date,143,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena subaustralis,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperapis ilicifoliae,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthidiellum notatum,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Bombus californicus,Nesting location ,mix,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Dufourea sp. 2,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ashmeadiella aridula,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Diadasia enavata,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena subchalybea,Flight season median date,116,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena atypica,Flight season median date,98,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Heriades occidentalis,Flight season median date,158,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile parallela,Flight season median date,218,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena piperi,Flight season median date,92,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena misella,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum (Evylaeus) sp. C,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Melissodes lupina,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Ceratina nanula,Flight season median date,167,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina acantha,Flight season median date,142,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xylocopa tabaniformis,Flight season median date,128.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Halictus tripartitus,Flight season median date,169,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena chlorogaster,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena misella,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasioglossum (Evylaeus) sp. C,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Eucera (Synhalonia) amsinckiae,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Melissodes lupina,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena cuneilabris,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ceratina punctigena,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Melissodes robustior,Flight season median date,221,,,,moderate,the trait was not extracted for this species
species not in prediction,Triepeolus sp. 1,Sociality/ parasitic,parasite,,Triepeolus timberlakeii,0.58,severe,species not extracted at all
"species present, trait missing",Protosmia rubifloris,Flight season median date,113,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Panurginus nigrellus,Flight season median date,95,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia coloradensis,Flight season median date,136,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xylocopa tabaniformis,Sociality/ parasitic,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) incompletum,Nesting location ,below,,Lasioglossum (Dialictus) sp. B,0.72,severe,species not extracted at all
"species present, trait missing",Eucera (Synhalonia) amsinckiae,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Eucera (Synhalonia) actuosa,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina arizonensis,Flight season median date,159,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Eucera (Synhalonia) frater,Flight season median date,126,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Agapostemon texanus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthophora edwardsii,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena semipunctata,Flight season median date,89,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Agapostemon texanus,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena angustitarsata,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Osmia cyanella,Nesting location ,above,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) sp. F,Flight season median date,179.5,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species+trait present, value differs",Dianthidium ulkei,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ceratina sequoiae,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasioglossum (Evylaeus) sp. I,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthophora edwardsii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Triepeolus timberlakeii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 2,Flight season median date,133,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena angustitarsata,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus rudbeckiae,Flight season median date,136,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) sp. C,Flight season median date,113,,Lasioglossum (Dialictus) sp. B,0.96,severe,species not extracted at all
"species present, trait missing",Xylocopa tabaniformis,Intertegular distance,5.84,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Ceratina sp.,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
species not in prediction,Lasioglossum (Dialictus) sp. F,Sociality/ parasitic,social,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species+trait present, value differs",Halictus farinosus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena cercocarpi,Flight season median date,113.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melissodes stearnsi,Flight season median date,216,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina sp.,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hoplitis hypocrita,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Halictus farinosus,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Bombus vosnesenskii,Flight season median date,142,,,,moderate,the trait was not extracted for this species
species not in prediction,Lasioglossum (Dialictus) sp. C,Sociality/ parasitic,social,,Lasioglossum (Dialictus) sp. B,0.96,severe,species not extracted at all
"species present, trait missing",Xeromelecta californica,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Chelostoma phaceliae,Flight season median date,133,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Peponapis pruinosa,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hoplitis fulgida,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Hoplitis hypocrita,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile angelarum,Flight season median date,161,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Osmia aglaia,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Eucera (Synhalonia) lunata,Flight season median date,79.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs","Lasioglossum (Evylaeus) sp. ""red abd.""",Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Halictus ligatus,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Megachile frugalis,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Anthidiellum ehrhorni,Flight season median date,150,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hoplitis fulgida,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena cerasifolii,Flight season median date,113,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthophora californica,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Eucera (Synhalonia) stretchii,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ceratina dallatorreana,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Melissodes tepida,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osmia aglaia,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xylocopa tabaniformis,Nesting behaviour,excavate,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Andrena pallidifovea,Flight season median date,128,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Halictus ligatus,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasioglossum (Lasioglossum) titusi,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
species not in prediction,Lasioglossum (Dialictus) sp. F,Intertegular distance,1.02,,Lasioglossum (Dialictus) sp. B,0.93,severe,species not extracted at all
"species present, trait missing",Lasioglossum (Dialictus) tegulariforme,Flight season median date,172,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasioglossum (Dialictus) sp. B,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum (Evylaeus) sp.,Lecty,Polylectic,poly,,,moderate,predicted a different value for this trait
"species present, trait missing",Andrena cressonii,Nesting location ,below,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina dallatorreana,Nesting location ,above,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Perdita heliotropii,Lecty,Oligolectic,oligo,,,moderate,predicted a different value for this trait
