cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Dolichoderus sp. B,Weber’s length,2.17,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Iridomyrmex sp. B,Eye position ,0.36,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Paratrechina sp. A,Head length,0.64,0.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. A,Pronotum width,0.58,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. G,Pronotum width,0.45,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Prolasius sp. B,Femur length,1.14,1.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Tetramorium sp. C,Weber’s length,0.96,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica lugubris,Eye position ,0.49,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Camponotus cinctellus,Weber’s length,2.21,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica lugubris,Pronotum width,1.31,1.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus cinctellus,Eye position ,0.34,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. B,Pronotum width,4.01,1.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Paratrechina sp. A,Weber’s length,0.82,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. E,Weber’s length,1.21,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Prolasius sp. B,Head length,0.82,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Technomyrmex sp. A,Femur length,0.57,0.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyrhachis sp. A,Weber’s length,2.85,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Cardiocondyla sp. A,Head length,0.37,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Rhytidoponera metallica gp sp. A,Femur length,1.67,1.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Polyrhachis sp. A,Eye position ,0.59,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmica sulcinodis,Femur length,1.39,1.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmecia sp. A,Head width between the eyes,2.75,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Rhytidoponera metallica gp sp. B,Femur length,11.01,1.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Femur length,1.35,1.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Femur length,0.43,1.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. AA,Femur length,1.67,1.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. D,Head length,0.44,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lepisiota sp. A,Femur length,0.67,0.6,,,moderate,predicted a different value for this trait
"species present, trait missing",Notoncus sp. A,Weber’s length,1.53,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Monomorium sp. B,Femur length,0.16,0.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. B,Femur length,0.28,0.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmecia sp. A,Weber’s length,6.82,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica sulcinodis,Head width between the eyes,1.01,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Dolichoderus sp. A,Head length,0.94,0.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia sp. A,Eye position ,7.01,1.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. A,Head length,0.81,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. A,Head length,0.79,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Monomorium sp. A,Weber’s length,0.78,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. A,Weber’s length,0.52,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melophorus sp. B,Weber’s length,5.01,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Monomorium sp. A,Eye position ,0.11,0.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. A,Eye position ,0.09,0.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmicaria natalensis,Weber’s length,2.17,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Technomyrmex sp. A,Pronotum width,0.35,0.3,,,moderate,predicted a different value for this trait
species not in prediction,Ochetellus sp. A,Femur length,0.51,,Ochetellussp. A,0.96,severe,species not extracted at all
"species present, trait missing",Tetramorium sp. D,Weber’s length,0.6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. F,Head width between the eyes,0.48,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmica sulcinodis,Pronotum width,0.76,0.7,,,moderate,predicted a different value for this trait
species not in prediction,Ochetellus sp. A,Head width behind the eyes,0.54,,Ochetellussp. A,0.96,severe,species not extracted at all
"species+trait present, value differs",Camponotus herculeanus,Femur length,2.52,2.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. B,Head length,0.34,0.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Plagiolepis sp. B,Weber’s length,0.37,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Rhytidoponera metallica gp sp. B,Pronotum width,0.74,0.7,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Pronotum width,0.48,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Pronotum width,0.26,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax acervorum,Head width between the eyes,0.68,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Plagiolepis sp. B,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pachycondyla sp. B,Head length,1.33,1.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Formica lemani,Head width between the eyes,0.83,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sp. A,Head width between the eyes,0.27,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. B,Head width between the eyes,0.43,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepisiota sp. A,Pronotum width,0.37,0.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole sp. F,Weber’s length,0.77,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus sp. A,Femur length,1.89,1.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. A,Femur length,1.72,1.7,,,moderate,predicted a different value for this trait
"species present, trait missing",Camponotus herculeanus,Head width between the eyes,1.51,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pheidole sp. F,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmica ruginodis,Head width behind the eyes,5.01,1.05,,,moderate,predicted a different value for this trait
species not in prediction,Ochetellus sp. A,Head length,0.59,,Ochetellussp. A,0.96,severe,species not extracted at all
"species+trait present, value differs",Iridomyrmex sp. B,Femur length,8.01,1.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Tetramorium sp. B,Weber’s length,0.6,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica lemani,Eye position ,0.37,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tapinoma sp. A,Eye position ,0.17,0.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. B,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Odontomachus sp. A,Head length,2.39,2.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leptothorax acervorum,Pronotum width,0.44,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Formica lemani,Pronotum width,0.91,0.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tapinoma sp. A,Pronotum width,0.29,0.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Formica lugubris,Femur length,5.02,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Iridomyrmex sp. B,Head width between the eyes,0.43,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmica ruginodis,Head length,1.27,1.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus cinctellus,Femur length,2.29,2.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. C,Head length,0.63,0.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus herculeanus,Pronotum width,1.52,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Dolichoderus sp. B,Head width between the eyes,2.01,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pheidole sp. G,Head length,0.63,0.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. A,Head length,4.01,1.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole megacephala,Head width between the eyes,0.51,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster sp. A,Head width between the eyes,0.8,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. E,Weber’s length,0.7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. C,Head width between the eyes,0.61,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica aquilonia,Weber’s length,2.02,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontomachus sp. A,Weber’s length,2.83,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus sp. A,Pronotum width,1.47,1.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Camponotus cinctellus,Head width between the eyes,0.86,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica aquilonia,Eye position ,0.43,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Lepisiota sp. B,Weber’s length,0.76,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica lobicornis,Weber’s length,1.49,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole megacephala,Weber’s length,0.74,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepisiota sp. B,Eye position ,0.09,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. B,Pronotum width,0.51,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. B,Head length,0.92,0.9,,,moderate,predicted a different value for this trait
"species present, trait missing",Crematogaster sp. A,Weber’s length,1.01,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. B,Weber’s length,0.35,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. B,Weber’s length,0.74,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmica lobicornis,Eye position ,0.09,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole megacephala,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dolichoderus sp. B,Pronotum width,9.01,1.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Crematogaster sp. A,Eye position ,0.06,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. B,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. B,Eye position ,0.04,0.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Paratrechina sp. A,Head width between the eyes,0.43,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plagiolepis sp. A,Weber’s length,0.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. E,Head width between the eyes,0.82,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tetramorium sp. C,Pronotum width,0.48,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Pachycondyla sp. A,Weber’s length,1.59,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Plagiolepis sp. A,Eye position ,0.09,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pachycondyla sp. A,Eye position ,0.26,0.2,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyrhachis sp. A,Head width between the eyes,1.23,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus cinctellus,Pronotum width,0.95,0.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notoncus sp. A,Femur length,4.01,1.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Paratrechina sp. A,Eye position ,0.08,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia sp. A,Femur length,9.06,6.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Paratrechina sp. A,Pronotum width,0.41,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Iridomyrmex sp. C,Head width between the eyes,0.42,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Notoncus sp. A,Head width between the eyes,0.84,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Polyrhachis sp. A,Pronotum width,1.43,1.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Cardiocondyla sp. A,Head width between the eyes,0.25,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. A,Head width between the eyes,0.49,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. A,Head width between the eyes,0.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melophorus sp. B,Head width between the eyes,0.6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Iridomyrmex sp. C,Weber’s length,1.01,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prolasius sp. B,Weber’s length,1.23,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Prolasius sp. A,Femur length,1.16,1.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. C,Eye position ,0.29,0.2,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmicaria natalensis,Head width between the eyes,1.38,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Prolasius sp. B,Eye position ,0.23,0.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Technomyrmex sp. A,Head length,0.56,0.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Cardiocondyla sp. A,Weber’s length,0.4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. D,Head width between the eyes,0.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. D,Head width between the eyes,0.53,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Notoncus sp. A,Pronotum width,0.82,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Rhytidoponera metallica gp sp. A,Head length,1.43,1.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. F,Femur length,0.68,0.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Cardiocondyla sp. A,Eye position ,0.07,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia sp. A,Pronotum width,2.51,2.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Melophorus sp. B,Eye position ,0.19,0.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Plagiolepis sp. B,Head width between the eyes,0.24,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax acervorum,Femur length,0.76,0.7,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmica sulcinodis,Head length,1.25,1.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Formica lemani,Femur length,1.81,1.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmicaria natalensis,Eye position ,0.47,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tapinoma sp. A,Femur length,0.52,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Rhytidoponera metallica gp sp. B,Head length,9.01,1.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. A,Pronotum width,0.38,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. A,Pronotum width,0.25,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Head length,0.84,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. A,Head length,0.45,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. B,Femur length,0.47,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. AA,Head length,11.01,1.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Monomorium sp. D,Weber’s length,0.46,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmicaria natalensis,Pronotum width,3.01,1.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Formica lemani,Head width behind the eyes,2.01,1.20,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. D,Eye position ,0.05,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. D,Eye position ,0.12,0.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lepisiota sp. A,Head length,0.37,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. D,Pronotum width,0.39,0.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Dolichoderus sp. A,Weber’s length,1.45,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Meranoplus sp. A,Weber’s length,0.41,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Meranoplus sp. A,Weber’s length,0.76,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Rhytidoponera metallica gp sp. A,Weber’s length,1.91,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus herculeanus,Head width behind the eyes,2.02,2.20,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. A,Eye position ,0.01,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. A,Eye position ,0.05,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dolichoderus sp. A,Pronotum width,0.54,0.5,,,moderate,predicted a different value for this trait
