cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Pteropera verrucigena,latero-ventral sclerite,"broad, subtriangular",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,rami,not bend,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,rami of cingulum,not angular,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,hind tibiae,wine-colored,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,width of hind femur,3.73 ± 0.01,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,width of hind femur,3.10 ± 0.21,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,Length of the pronotum in the midline,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,Length of the pronotum in the midline,4.58 ± 0.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,oval sclerite,large,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,posterior margins of pronotum,with or without incipient pale spots,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,anterior apodemes,"thin, acute",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,outer area of hind femora,with three pale spots,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,apodemes of the cingulum,"long, reaching the apex of the endophallic apodemes",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,lower ectophallic sheath,"broad, capping the base of rami",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,dorsal arch of cingulum,"rounded, almost firm, at the level of the ejaculatory sac, leaving endophallic sclerites almost entirely free, very divergent anteriorly",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,dorsal arch of the cingulum,"U-shaped, close, apodemes only reaching the apex of the endophallic sclerites but not exceeding them",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,male cerci,with a short inner lobe,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,Meso- and metathoracic episternites color,yellow in their center,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,apex of aedeagus,with a ridge-like expansions,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,width of hind femur,1.91 ± 0.11,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,width of hind femur,1.61 ± 0.21,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,posterior basal spot,"posterior basal spot on the lateral lobes of pronotum narrow, not reaching the lower edge",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,upper eadeagus valve,widened into a transverse blade,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,lower ectophallic sheath,not covering or enveloping the base of the rami,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,both diverticula ,of different diameters,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,end of the lower tip,and the end of the lower tip capping the upper tip,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,prozona,longer than metazona,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,subgenital plate,"short conical, gradually tapering towards rounded apex",,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,body length,21.24 ± 0.58,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,body length,21.24 ± 0.58,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,wings,less developed,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of head,4.54 ± 1.04,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of head,4.54 ± 1.04,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,interocular distance,0.68 ± 0.03,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,interocular distance,0.55 ± 0.12,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,lophi,slender.,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,outer and inner sides of hind femora,"pale, greenish yellow with apical third gradually darkening towards the pregenicular black ring",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,subocellar facial spot,large,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,ancorae,"small, close together and with acute apex",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,upper ectophallic sheath,"tight, short, slightly curved, with acute apex",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,pronotum width,4.52 ± 0.56,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,pronotum width,3.81 ± 0.40,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,lower margin of elytra color,shiny black,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,copulatory bursa,"almost straight, gradually narrowing towards the front",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,copulatory bursa,above the basivalvar sclerites with a thick ventral gutter and membranous roof,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,bridge,"narrow, arched",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,egg-guide,thin and long,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,spermathecal ampulla,narrowed at apex,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,anterior projections,triangular,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,apodemes,reaching apex of endophallic sclerites,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,habitat,"Dense evergreen forest in the Congo Basin, in the forest along the Dja River",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,anterior margin of mesosternum,broadly projected medially,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,recurrent distal trunk of the lateral spermathecal diverticulum,3× longer than the proximal trunk,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,rami,"not bent, its lower part short",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,bridge,arched,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,hind tibia length,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,hind tibia length,10.64 ± 0.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,anterior projections,"prominent, triangular",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,Epiphallus,large,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,posterior margin of the pronotum slightly,indented,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,habiat,shrubs in palm plantations,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,distal end,pointed,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,body length,27.65 ± 0.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,body length,21.24 ± 0.58,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of head,5.33 ± 1.85,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of head,4.54 ± 1.04,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,width of hind femur,3.67 ± 0.23,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,width of hind femur,3.10 ± 0.15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,integument,moderately rugous dorsally and smooth ventrally,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,anterior apodemes,"short, narrow, with projecting posterior margin",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,anterior apodemes,narrow and short,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of antenna,11.62 ± 0.50,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of antenna,11.62 ± 0.50,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,male subgenital plate,truncated,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,body length,25.35 ± 2.20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,body length,19.92 ± 1.26,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,Distribution,"At present, the species is known only from Somalomo in the Dja Biosphere Reserve, Cameroon",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,length of head,2.34 ± 0.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,length of head,1.95 ± 0.15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,length of antenna,10.22 ± 0.69,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,length of antenna,9.64 ± 0.66,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,arolium,large,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,dorsal and ventral area of abdomen,yellowish,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,upper carina,widely spread,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,lower inner area,brownish,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,subocellar facial spot,"the large subocellar facial spot interrupted at the facial furrow, sometimes extending to the cheeks",,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of tegmina,4.17 ± 0.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,length of tegmina,4.17 ± 0.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,Distribution,Cameroon; Central African Republic; Gabon; Congo,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,prozona,longer than the metazona,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,maximum length of the hind femur,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,maximum length of the hind femur,12.83 ± 0.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,outer area of the hind femora,green with pale spots,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,subgenital plate,pentagonal,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,male cerci,with small internal preapical lobule,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,upper ectophallic sheath,short,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,"front legs, ventral area of hind femora color",yellow-green,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,interocular distance,0.77 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,interocular distance,0.55 ± 0.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,ancorae,"well developed, curved inwards and with an obtuse apex",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,length of antenna,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,length of antenna,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,Length of the pronotum in the midline,4.27 ± 0.07,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,Length of the pronotum in the midline,4.27 ± 0.07,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,width of head,3.61 ± 0.20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,width of head,2.99 ± 0.10,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,antennae,"thin, filiform, longer than head and pronotum together, with 21 segments",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,anterior projections,"narrow, triangular; lophi broadly lobiform, slightly curved anteriorly",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,meso- and metathoracic episternites,entirely yellow,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,middle area of male supra-anal plate,with a transverse groove and tubercles on the sides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,external upper area of hind femur,pale brown,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,habitat,"Dense evergreen forest in the Congo Basin, Dja Biosphere Reserve, south Cameroon",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,distribuition,"Cameroon, Somalomo in the Dja Biosphere Reserve and Deng-Deng National Park",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,anterior margin of lateral lobes of pronotum,two incipient pale spots on the anterior margin of lateral lobes of pronotum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,membranous apex of aedeagus,"outside endophallic sheaths, supported by a longitudinal division of upper valve, short, broad",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,membranous apex of aedeagus,"subtriangular, down-curved in lateral view",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,hind tibiae,green,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,spermathecal ampulla,elongate,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,length of tegmina,5.91,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,length of tegmina,3.70 ± 0.28,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,pronotum width,4.38 ± 0.24,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,pronotum width,3.54 ± 0.38,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,internal sclerite of the copulatory bursa,short,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,copulatory bursa,straight,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,copulatory bursa,tapering to mid-height,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,Epiphallus,"small, bridge narrow, arched;",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,elytra ,vestigial or lobiform,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,axial diverticle of the spermatheca,almost as long as the lateral diverticulum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,egg-guide,thin and long,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,front and middle legs,pale green,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of tegmina,5.53 ± 0.81,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of tegmina,4.17 ± 0.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,lower ectophallic sheath,not capping base of rami,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,cerci,"conical, curved inward and without preapical lobule",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,body length,23.08 ± 1.69,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,body length,18.15 ± 1.71,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,length of head,3.07 ± 0.11,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,length of head,2.77 ± 0.24,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,rami,bent at an obtuous angle,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,membranous tips,two membranous tips at the end of the aedeagus belonging to the upper valve,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,length of tegmina,4.43 ± 0.47,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,length of tegmina,3.58 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,knee,dark orange,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,Length of the pronotum in the midline,5.58,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,Length of the pronotum in the midline,4.46 ± 0.45,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,pronotum,"without lateral carinae and with straight median carina, crossed by three sulci, its anterior and
posterior margins rounded and incised in the middle",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,width of hind femur,1.98 ± 0.10,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,width of hind femur,1.65 ± 0.16,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,Length of the pronotum in the midline,5.47 ± 0.11,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,Length of the pronotum in the midline,4.27 ± 0.07,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,ventral pockets of the vaginal floor,large,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,anterior apodemes,narrow and short,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,Dorsal arch of cingulum,"closed, U-shaped, its apical 2/3 overlapping with endophallic sclerites",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,basivalvar sclerites,"broad, slightly fused, almost perpendicular to each other",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,eyes,prominent and globose,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,Length of the pronotum in the midline,5.02 ± 0.13,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,Length of the pronotum in the midline,4.32 ± 0.25,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,hind tibia length,11.59 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",karschi zenkeri,hind tibia length,11.59 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,lateral plates,broad and rounded,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,subocellar facial spot,large subocellar facial spot fused in a single spot,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,dorsal arch of cingulum,U-shaped,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,hind tibia length,12.11 ± 0.55,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,hind tibia length,12.11 ± 0.55,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,oval sclerites,smaller,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,upper margins of hind femora,with fine teeth,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of elytra,4.95–6.10,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,length of elytra,3.90–4.63,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera carnapi,dorsal area of the body and upper areas of hind femora color,more or less dark brown,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,prozona,longer than metazona,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,subgenital plate,"subrectangular, with straight anterior margins",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,subgenital plate,obtusely rounded in dorsal view,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,lower outer areas of hind femora,"dark, wine-colored",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,antennae,"thin, filiform, longer than head and pronotum together; pronotum dark brown",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,meso- and metathoracic episternites,dark brown,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,pale spot,rounded and small,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,aedeagus,"curved upward, straight, oblique in lateral view",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,membranous apex of aedeagus,"outside sheaths without sclerites, never filiform, and without ridge-like expansion",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,membranous apex of aedeagus,"outside sheaths, without sclerites, enlarged into a broad transverse lamina, never angular, never rolled up on itself; the dorsal arch of cingulum V-shaped, its apex acute, curved inwards",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,posterior edge of the subgenital plate,projecting,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,ancorae,"smaller, incurved",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,interocular distance,-,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera uniformis,interocular distance,0.44 ± 0.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,distal half of hind tibiae,"widened, basal ring present",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera descampsi,lower part of body,very pale on living specimen,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera augustini,Female subgenital plate,pentagonal,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,habitat,Ebo forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,habitat,Dense evergreen forests in the Ebo forest; degraded forests and along the forest edges,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,length of tegmina,4.26 ± 0.56,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera kennei,length of tegmina,3.80 ± 0.29,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera karschi zenkeri,median carina,"straight median carina crossed by three furrows and with rounded posterior margin slightly indented in the middle,",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera matzkei,spines on the hind tibiae,varying from seven to eight in both external and internal sides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera missoupi,dark longitudinal median band on pronotum disc,absent,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,hind tibia length,14.72,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pteropera verrucigena,hind tibia length,11.30 ± 0.80,,,,moderate,the trait was not extracted for this species
