cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
species not in prediction,Crematogaster sp. 5,Forage strategy,Generalist forager,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Brachystomellidae sp.1,Body length,0.56,,Poduromorpha Brachystomellidae sp.1,0.77,severe,species not extracted at all
species not in prediction,Entomobryidae sp.49,Habitat position,Litter-dweller,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Neanuridae sp.2,Habitat position,Soil-dweller,,Poduromorpha Neanuridae sp.2,0.70,severe,species not extracted at all
species not in prediction,Probolomyrmex sp. 2,Habitat position,Litter-dweller,,Probolomyrme x sp. 2,0.92,severe,species not extracted at all
species not in prediction,Bothroponera sp. 3,Habitat position,Litter-dweller,,Bothroponerasp. 3,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.9,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.68,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 3,Femur length,2.50,,Polyrhachissp. 3,0.97,severe,species not extracted at all
species not in prediction,Sminthuridae sp.3,Habitat position,Vegetation-dweller,,Symphypleona Sminthuridae sp.3,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.48,Furca development,Long,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.28,Eye size,Large,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.45,Body length,1.13,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Neanuridae sp.3,Eye size,Large,,Poduromorpha Neanuridae sp.3,0.70,severe,species not extracted at all
species not in prediction,Isotomidae sp.4,Body length,0.75,,Lepisiota sp. 4,0.69,severe,species not extracted at all
species not in prediction,Entomobryidae sp.35,Body length,1.40,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Neanuridae sp.4,Body length,0.60,,Poduromorpha Neanuridae sp.4,0.70,severe,species not extracted at all
species not in prediction,Katiannidae sp.10,Body length,0.50,,Symphypleona Katiannidae sp.10,0.72,severe,species not extracted at all
species not in prediction,Discothyrea sp. 1,Forage strategy,Predator,,Discothyreasp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.30,Furca development,Long,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.24,Body length,0.92,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.5,Furca development,Long,,Entomobryomorpha Isotomidae sp.5,0.72,severe,species not extracted at all
species not in prediction,Camponotus sp. 16,Body length,3.00,,Camponotus sp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.11,Eye size,Large,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 1,Forage strategy,Predator,,Bothroponerasp. 1,0.97,severe,species not extracted at all
species not in prediction,Neanuridae sp.1,Body length,0.54,,Poduromorpha Neanuridae sp.1,0.70,severe,species not extracted at all
species not in prediction,Sminthuridae sp.4,Feeding strategy,Chewing mandibles,,Symphypleona Sminthuridae sp.4,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.27,Furca development,Long,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.6,Eye size,Large,,Symphypleona Katiannidae sp.6,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.4,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.4,0.72,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 3,Colour value,26,,Polyrhachissp. 3,0.97,severe,species not extracted at all
species not in prediction,Bothroponera sp. 3,Body length,3.00,,Bothroponerasp. 3,0.97,severe,species not extracted at all
species not in prediction,Crematogaster sp. 5,Eye size,Moderate,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Sminthurididae sp.1,Eye size,Large,,Symphypleona Sminthurididae sp.1,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.4,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.4,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.39,Eye size,Large,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.3,Feeding strategy,Chewing mandibles,,Symphypleona Dicyrtomidae sp.3,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.16,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Crematogaster sp. 9,Forage strategy,Generalist forager,,Crematogastersp. 9,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.26,Eye size,Large,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 2,Habitat position,Soil-dweller,,Polyrhachissp. 2,0.97,severe,species not extracted at all
species not in prediction,Discothyrea sp. 1,Eye size,Small,,Discothyreasp. 1,0.97,severe,species not extracted at all
species not in prediction,Sminthuridae sp.1,Furca development,Long,,Symphypleona Sminthuridae sp.1,0.72,severe,species not extracted at all
species not in prediction,Crematogaster sp. 11,Habitat position,Soil-dweller,,Crematogastersp. 11,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.7,Eye size,Large,,Symphypleona Katiannidae sp.7,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 1,Eye size,Small,,Bothroponerasp. 1,0.97,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.3,Habitat position,Vegetation-dweller,,Symphypleona Dicyrtomidae sp.3,0.72,severe,species not extracted at all
species not in prediction,Paratrechina sp. 1,Body length,1.00,,Paratrechinasp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.16,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.28,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.36,Furca development,Long,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.8,Furca development,Long,,Symphypleona Katiannidae sp.8,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.50,Eye size,Large,,Entomobryomorpha Isotomidae sp.5,0.71,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 1,Forage strategy,Generalist forager,,Polyrhachissp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.28,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Camponotus sp. 16,Femur length,2.00,,Camponotus sp. 1,0.97,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 3,Forage strategy,Generalist forager,,Polyrhachissp. 3,0.97,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.6,Body length,1.1,,Symphypleona Dicyrtomidae sp.6,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.11,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.4,Body length,1.50,,Entomobryomorpha Isotomidae sp.4,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.44,Eye size,Large,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.12,Body length,1.00,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.7,Furca development,Short,,Poduromorpha Hypogastruridae sp.7,0.75,severe,species not extracted at all
species not in prediction,Crematogaster sp. 3,Eye size,Moderate,,Crematogastersp. 3,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.8,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.68,severe,species not extracted at all
species not in prediction,Sminthuridae sp.2,Furca development,Long,,Symphypleona Sminthuridae sp.2,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.11,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 3,Femur length,2.50,,Bothroponerasp. 3,0.97,severe,species not extracted at all
species not in prediction,Isotomidae sp.1,Furca development,Moderate,,Lepisiota sp. 1,0.69,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 2,Body length,3.00,,Polyrhachissp. 2,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.6,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.6,0.71,severe,species not extracted at all
species not in prediction,Isotomidae sp.3,Eye size,Moderate,,Lepisiota sp. 3,0.69,severe,species not extracted at all
species not in prediction,Entomobryidae sp.40,Body length,1.38,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Isotomidae sp.2,Eye size,Large,,Lepisiota sp. 2,0.69,severe,species not extracted at all
species not in prediction,Crematogaster sp. 9,Eye size,Moderate,,Crematogastersp. 9,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.19,Eye size,Large,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.6,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.6,0.71,severe,species not extracted at all
species not in prediction,Sminthurididae sp.1,Feeding strategy,Chewing mandibles,,Symphypleona Sminthurididae sp.1,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.43,Furca development,Long,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.51,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.14,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.4,Eye size,Large,,Poduromorpha Hypogastruridae sp.4,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.39,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Meranoplus sp. 1,Colour value,33,,Meranoplussp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.28,Body length,1.13,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.2,Body length,0.88,,Symphypleona Dicyrtomidae sp.2,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.7,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.68,severe,species not extracted at all
species not in prediction,Crematogaster sp. 5,Habitat position,Soil-dweller,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 1,Eye size,Large,,Polyrhachissp. 1,0.97,severe,species not extracted at all
species not in prediction,Neanuridae sp.3,Body length,0.36,,Poduromorpha Neanuridae sp.3,0.70,severe,species not extracted at all
species not in prediction,Entomobryidae sp.26,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.33,Furca development,Long,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Sminthurididae sp.1,Habitat position,Vegetation-dweller,,Symphypleona Sminthurididae sp.1,0.75,severe,species not extracted at all
species not in prediction,Paratrechina sp. 1,Femur length,1.00,,Paratrechinasp. 1,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.7,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.7,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.39,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.18,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.11,Body length,0.90,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Probolomyrmex sp. 2,Colour value,77,,Probolomyrme x sp. 2,0.92,severe,species not extracted at all
species not in prediction,Bothroponera sp. 3,Colour value,24,,Bothroponerasp. 3,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.26,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.5,Furca development,Long,,Symphypleona Dicyrtomidae sp.5,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.31,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.7,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.7,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 1,Habitat position,Litter-dweller,,Bothroponerasp. 1,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.6,Body length,0.50,,Symphypleona Katiannidae sp.6,0.71,severe,species not extracted at all
species not in prediction,Onychiuridae sp.1,Feeding strategy,Chewing mandibles,,Poduromorpha Onychiuridae sp.1,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.44,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Crematogaster sp. 5,Body length,1.50,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.13,Body length,1.50,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 2,Femur length,2.50,,Polyrhachissp. 2,0.97,severe,species not extracted at all
species not in prediction,Meranoplus sp. 1,Forage strategy,Generalist forager,,Meranoplussp. 1,0.97,severe,species not extracted at all
species not in prediction,Onychiuridae sp.1,Habitat position,Soil-dweller,,Poduromorpha Onychiuridae sp.1,0.72,severe,species not extracted at all
species not in prediction,Crematogaster sp. 11,Femur length,0.50,,Crematogastersp. 11,0.97,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.2,Furca development,Short,,Poduromorpha Hypogastruridae sp.2,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.44,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.39,Body length,0.24,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Isotomidae sp.2,Feeding strategy,Chewing mandibles,,Lepisiota sp. 2,0.69,severe,species not extracted at all
species not in prediction,Crematogaster sp. 3,Habitat position,Soil-dweller,,Crematogastersp. 3,0.97,severe,species not extracted at all
species not in prediction,Isotomidae sp.5,Furca development,Moderate,,Lepisiota sp. 5,0.69,severe,species not extracted at all
species not in prediction,Sminthurididae sp.2,Furca development,Long,,Symphypleona Sminthurididae sp.2,0.75,severe,species not extracted at all
species not in prediction,Discothyrea sp. 1,Body length,1.00,,Discothyreasp. 1,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.5,Eye size,Large,,Symphypleona Katiannidae sp.5,0.71,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.6,Eye size,Large,,Poduromorpha Hypogastruridae sp.6,0.75,severe,species not extracted at all
species not in prediction,Katiannidae sp.7,Body length,0.80,,Symphypleona Katiannidae sp.7,0.71,severe,species not extracted at all
species not in prediction,Probolomyrmex sp. 2,Forage strategy,Predator,,Probolomyrme x sp. 2,0.92,severe,species not extracted at all
species not in prediction,Isotomidae sp.2,Habitat position,Litter-dweller,,Lepisiota sp. 2,0.69,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.4,Feeding strategy,Chewing mandibles,,Poduromorpha Hypogastruridae sp.4,0.75,severe,species not extracted at all
species not in prediction,Crematogaster sp. 9,Habitat position,Soil-dweller,,Crematogastersp. 9,0.97,severe,species not extracted at all
species not in prediction,Bothroponera sp. 1,Body length,1.50,,Bothroponerasp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.2,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.2,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.9,Eye size,Large,,Symphypleona Katiannidae sp.9,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.25,Furca development,Long,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.50,Body length,1.3,,Entomobryomorpha Isotomidae sp.5,0.71,severe,species not extracted at all
species not in prediction,Crematogaster sp. 7,Forage strategy,Generalist forager,,Crematogastersp. 7,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.41,Furca development,Long,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.4,Habitat position,Litter-dweller,,Poduromorpha Hypogastruridae sp.4,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.2,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.2,0.72,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 1,Habitat position,Soil-dweller,,Polyrhachissp. 1,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.12,Eye size,Large,,Symphypleona Katiannidae sp.12,0.72,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 2,Colour value,28,,Polyrhachissp. 2,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.34,Eye size,Large,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Crematogaster sp. 11,Colour value,30,,Crematogastersp. 11,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.6,Eye size,Moderate,,Entomobryomorpha Isotomidae sp.1,0.68,severe,species not extracted at all
species not in prediction,Crematogaster sp. 12,Eye size,Moderate,,Crematogastersp. 12,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.10,Body length,0.80,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.44,Body length,1.05,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.3,Eye size,Large,,Symphypleona Katiannidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Crematogaster sp. 3,Body length,1.50,,Crematogastersp. 3,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.3,Furca development,Long,,Entomobryomorpha Isotomidae sp.3,0.72,severe,species not extracted at all
species not in prediction,Entomobryidae sp.52,Furca development,Long,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 4,Eye size,Small,,Bothroponerasp. 4,0.97,severe,species not extracted at all
species not in prediction,Isotomidae sp.3,Body length,0.90,,Lepisiota sp. 3,0.69,severe,species not extracted at all
species not in prediction,Katiannidae sp.4,Furca development,Long,,Symphypleona Katiannidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.21,Body length,1.3,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Isotomidae sp.2,Body length,0.70,,Lepisiota sp. 2,0.69,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.3,Furca development,Short,,Poduromorpha Hypogastruridae sp.3,0.75,severe,species not extracted at all
species not in prediction,Sminthurididae sp.3,Furca development,Long,,Symphypleona Sminthurididae sp.3,0.75,severe,species not extracted at all
species not in prediction,Crematogaster sp. 5,Femur length,1.00,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Crematogaster sp. 9,Body length,1.00,,Crematogastersp. 9,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.19,Body length,0.80,,Entomobryomorpha Isotomidae sp.1,0.71,severe,species not extracted at all
species not in prediction,Neanuridae sp.2,Eye size,Absent,,Poduromorpha Neanuridae sp.2,0.70,severe,species not extracted at all
species not in prediction,Entomobryidae sp.46,Eye size,Large,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.22,Eye size,Large,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Probolomyrmex sp. 2,Eye size,Absent,,Probolomyrme x sp. 2,0.92,severe,species not extracted at all
species not in prediction,Sminthuridae sp.3,Eye size,Large,,Symphypleona Sminthuridae sp.3,0.72,severe,species not extracted at all
species not in prediction,Crematogaster sp. 2,Habitat position,Soil-dweller,,Crematogastersp. 2,0.97,severe,species not extracted at all
species not in prediction,Crematogaster sp. 7,Eye size,Moderate,,Crematogastersp. 7,0.97,severe,species not extracted at all
species not in prediction,Polyrhachis sp. 1,Body length,3.00,,Polyrhachissp. 1,0.97,severe,species not extracted at all
species not in prediction,Dicyrtomidae sp.1,Eye size,Large,,Symphypleona Dicyrtomidae sp.1,0.72,severe,species not extracted at all
species not in prediction,Discothyrea sp. 1,Femur length,0.25,,Discothyreasp. 1,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.23,Eye size,Large,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Katiannidae sp.5,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.5,0.71,severe,species not extracted at all
species not in prediction,Bothroponera sp. 1,Femur length,1.00,,Bothroponerasp. 1,0.97,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.6,Feeding strategy,Chewing mandibles,,Poduromorpha Hypogastruridae sp.6,0.75,severe,species not extracted at all
species not in prediction,Crematogaster sp. 11,Forage strategy,Generalist forager,,Crematogastersp. 11,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.11,Eye size,Large,,Symphypleona Katiannidae sp.11,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.9,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.9,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.1,Eye size,Large,,Entomobryomorpha Isotomidae sp.1,0.72,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.5,Furca development,Short,,Poduromorpha Hypogastruridae sp.5,0.75,severe,species not extracted at all
species not in prediction,Brachystomellidae sp.1,Furca development,Short,,Poduromorpha Brachystomellidae sp.1,0.77,severe,species not extracted at all
species not in prediction,Crematogaster sp. 5,Colour value,49,,Crematogastersp. 5,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.5,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.5,0.71,severe,species not extracted at all
species not in prediction,Hypogastruridae sp.6,Habitat position,Litter-dweller,,Poduromorpha Hypogastruridae sp.6,0.75,severe,species not extracted at all
species not in prediction,Entomobryidae sp.32,Body length,0.93,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Sminthuridae sp.4,Eye size,Large,,Symphypleona Sminthuridae sp.4,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.12,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.12,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.9,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.9,0.71,severe,species not extracted at all
species not in prediction,Paratrechina sp. 2,Colour value,35,,Paratrechinasp. 2,0.97,severe,species not extracted at all
species not in prediction,Katiannidae sp.2,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.45,Furca development,Long,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.47,Eye size,Large,,Entomobryomorpha Isotomidae sp.4,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.34,Feeding strategy,Chewing mandibles,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Isotomidae sp.4,Furca development,Moderate,,Lepisiota sp. 4,0.69,severe,species not extracted at all
species not in prediction,Katiannidae sp.3,Feeding strategy,Chewing mandibles,,Symphypleona Katiannidae sp.3,0.71,severe,species not extracted at all
species not in prediction,Neanuridae sp.4,Furca development,Short,,Poduromorpha Neanuridae sp.4,0.70,severe,species not extracted at all
species not in prediction,Crematogaster sp. 3,Femur length,1.00,,Crematogastersp. 3,0.97,severe,species not extracted at all
species not in prediction,Entomobryidae sp.27,Eye size,Large,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Odontellidae sp.1,Eye size,Large,,Poduromorpha Odontellidae sp.1,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.10,Furca development,Long,,Symphypleona Katiannidae sp.10,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.12,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.12,0.72,severe,species not extracted at all
species not in prediction,Katiannidae sp.2,Habitat position,Vegetation-dweller,,Symphypleona Katiannidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.24,Furca development,Long,,Entomobryomorpha Isotomidae sp.2,0.71,severe,species not extracted at all
species not in prediction,Entomobryidae sp.34,Habitat position,Vegetation-dweller,,Entomobryomorpha Isotomidae sp.3,0.71,severe,species not extracted at all
