cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing","Coelioxys (Glyptocoelioxys) chacoensis Holmberg, 1903",Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Megachile (Austromegachile) facialis Vachal, 1909",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Monoeca xanthopyga Harter-Marques, Cunha & Moure, 2001",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Lanthanomelissa betinae Urban, 1995",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Coelioxys (Neocoelioxys) sp. 01,Social Behaviour,cleptoparasitic,,Coelioxys (Glyptocoelioxys) sp. 01,0.88,severe,species not extracted at all
species not in prediction,Dialictus sp. 18,Social Behaviour,primitively eussocial,,Dialictussp. 18,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 05,Nesting site,ground,,Dialictussp. 05,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 07,Social Behaviour,primitively eussocial,,Dialictussp. 07,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 17,Social Behaviour,primitively eussocial,,Dialictussp. 17,0.97,severe,species not extracted at all
"species present, trait missing","Ceratina (Neoclavicera) richardsoniae Schrottky, 1909",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Austrosphecodes sp. 03,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Xylocopa (Neoxylocopa) frontalis (Olivier, 1789)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochloropsis (Paraugochloropsis) iris (Schrottky, 1902)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 18,Nesting site,ground,,Dialictussp. 18,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 08,Social Behaviour,primitively eussocial,,Dialictussp. 08,0.97,severe,species not extracted at all
"species present, trait missing","Augochloropsis (Paraugochloropsis) cleopatra (Schrottky, 1902)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlora (Augochlora) perimelas Cockerell, 1900",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlora (Augochlora) esox (Vachal, 1911)",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 07,Nesting site,ground,,Dialictussp. 07,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 17,Nesting site,ground,,Dialictussp. 17,0.97,severe,species not extracted at all
"species present, trait missing",Rhophitulus sp. 4,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Gaesischia (Gaesischia) undulata Urban, 1989",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Eulonchopria psaenythioides Brèthes, 1909",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 08,Nesting site,ground,,Dialictussp. 08,0.97,severe,species not extracted at all
"species present, trait missing","Thygater (Nectarodiaeta) sordidipenis Moure, 1941",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Megachile sp. 01,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Coelioxys (Neocoelioxys) praetextata Haliday, 1836",Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Coelioxys (Neocoelioxys) praetextata Haliday, 1836",Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 01,Feeding habit,generalist,,Dialictussp. 01,0.97,severe,species not extracted at all
"species present, trait missing","Ptilothrix relata (Holmberg, 1903)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Colletes argentinus Friese, 1908",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Augochloropsis (Augochloropsis) sp. 11,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Melissoptila aureocincta Urban, 1968",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina (Crewella) sp. 03,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 4,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Megachile (Austromegachile) susurrans Haliday, 1836",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Leptorachis) sp. 01,Feeding habit,generalist,,Megachile sp. 01,0.71,severe,species not extracted at all
"species present, trait missing",Rhophitulus sp. 3,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Dialictus phaedrus (Schrottky, 1910)",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Osiris sp. 03,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 01,Social Behaviour,primitively eussocial,,Dialictussp. 01,0.97,severe,species not extracted at all
"species present, trait missing",Coelioxys (Cyrtocoelioxys) sp. 02,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 12,Feeding habit,generalist,,Dialictussp. 12,0.97,severe,species not extracted at all
"species present, trait missing","Habralictus macrospilophorus Moure, 1941",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina (Ceratinula) sp. 02,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Pseudagapostemon (Neagapostemon) cyanomelas Cure, 1989",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Trigona spinipes (Fabricius, 1793)",Social Behaviour,highly eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlora (Augochlora) seitzi Cockerell, 1929",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Rhophitulus sp. 7,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Leptorachis) sp. 01,Social Behaviour,solitary,,Megachile sp. 01,0.71,severe,species not extracted at all
"species present, trait missing","Coelioxys (Acrocoelioxys) tolteca Cresson, 1878",Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Anthodioctes claudii Urban, 1999",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Coelioxys (Cyrtocoelioxys) sp. 01,Feeding habit,not specified,,Coelioxys (Cyrtocoelioxys) sp. 02,0.97,severe,species not extracted at all
"species present, trait missing",Brachynomada sp. 01,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Acamptopoeum prini (Holmberg, 1884)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Leptorachina) sp. 01,Feeding habit,generalist,,Megachile sp. 01,0.70,severe,species not extracted at all
"species present, trait missing","Lestrimelitta sulina Marchi & Melo, 2006",Social Behaviour,highly eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnosoma sp. 02,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Leptorachis) sp. 01,Nesting site,above ground,,Megachile sp. 01,0.71,severe,species not extracted at all
"species present, trait missing","Lophopedia pygmaea (Schrottky, 1902)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 14,Feeding habit,generalist,,Dialictussp. 14,0.97,severe,species not extracted at all
"species present, trait missing","Caenohalictus tesselatus (Moure, 1940)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Ceratina (Neoclavicera) asunciana Strand, 1910",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Scaptotrigona postica (Latreille, 1807)",Social Behaviour,highly eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Caenohalictus curticeps (Vachal, 1903)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Rhophitulus politus (Schlindwein & Moure, 1998)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Melissoptila larocai Urban, 1998",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Bombus (Fervidobombus) pauloensis Friese, 1913",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
species not in prediction,Augochloropsis (Paraugochloropsis) sp. 11,Social Behaviour,solitary,,Augochloropsis (Paraugochloropsis) sp. 10,0.97,severe,species not extracted at all
"species present, trait missing","Tetragonisca fiebrigi (Schwarz, 1938)",Social Behaviour,highly eussocial,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Leptorachina) sp. 01,Social Behaviour,solitary,,Megachile sp. 01,0.70,severe,species not extracted at all
"species present, trait missing","Colletes michenerianus Moure, 1956",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Dicranthidium sp. 01,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 14,Social Behaviour,primitively eussocial,,Dialictussp. 14,0.97,severe,species not extracted at all
"species present, trait missing","Augochlropsis (Paraugochloropsis) cupreola (Cockerell, 1900)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Rhophitulus sp. 8,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Augochloropsis (Paraugochloropsis) sp. 11,Nesting site,ground,,Augochloropsis (Paraugochloropsis) sp. 10,0.97,severe,species not extracted at all
"species present, trait missing","Peponapis fervens (Smith, 1879)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochloropsis (Glyptobasia) chloera (Moure, 1940)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 03,Social Behaviour,primitively eussocial,,Dialictussp. 03,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 09,Social Behaviour,primitively eussocial,,Dialictussp. 09,0.97,severe,species not extracted at all
"species present, trait missing","Eulaema (Apeulaema) nigrita Lepeletier, 1841",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Exomalopsis (Phanomalopsis) aureosericea Friese, 1899",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Melissoptila setigera Urban, 1998",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Ceratina (Ceratinula) sp. 03,Social Behaviour,solitary,,Ceratina (Ceratinula) sp. 01,0.96,severe,species not extracted at all
"species present, trait missing","Bicolletes tauraphilus Laroca & Almeida, 2005",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Trophocleptria variolosa Holmberg, 1886",Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Anthrenoides araucariae Urban, 2005 ",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Centris (Centris) varia (Erichson, 1849)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Megachile (Melanosarus) aff. brasiliensis Dalla Torre, 1896",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus sp. 03,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 03,Nesting site,ground,,Dialictussp. 03,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 09,Nesting site,ground,,Dialictussp. 09,0.97,severe,species not extracted at all
"species present, trait missing",Temnosoma sp. 03,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nomada sp. 6,Social Behaviour,cleptoparasitic,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus sp. 09,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Anthrenoides larocai Urban, 2005",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlorella acarinata Coelho, 2004",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
species not in prediction,Ceratina (Ceratinula) sp. 03,Nesting site,above ground,,Ceratina (Ceratinula) sp. 01,0.96,severe,species not extracted at all
"species present, trait missing",Rhophitulus sp. 1,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Exomalopsis (Phanomalopsis) trifasciata Brèthes, 1910",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Hylaeus (Hylaeopsis) cecidonastes Moure, 1972",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Rhophitulus sp. 9,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus sp. 08,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Neocorynura codion (Vachal, 1904)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Chilicola (Prosopoides) cfr. prosopoides (Ducke, 1907)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Melipona (Eomelipona) bicolor Lepeletier, 1836",Social Behaviour,highly eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Ceratina (Crewella) asuncionis Strand, 1910",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Melissoptila buzzii Urban, 1998",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ceratina (Ceratinula) sp. 01,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 19,Social Behaviour,primitively eussocial,,Dialictussp. 19,0.97,severe,species not extracted at all
"species present, trait missing",Rhophitulus sp. 6,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 18,Feeding habit,generalist,,Dialictussp. 18,0.97,severe,species not extracted at all
"species present, trait missing","Ceratina (Rhysoceratina) volitans Schrottky, 1907",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlora (Augochlora) nausicaa (Schrottky, 1909)",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Anthrenoides corrugatus Urban, 2005",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus sp. 07,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 07,Feeding habit,generalist,,Dialictussp. 07,0.97,severe,species not extracted at all
species not in prediction,Dialictus sp. 17,Feeding habit,generalist,,Dialictussp. 17,0.97,severe,species not extracted at all
"species present, trait missing",Chilicola (Oediscelisca) sp. 02,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Trigonopedia sp. 01,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Thygater (Nectarodiaeta) paranaensis Urban, 1967 ",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Austromegachile) sp. 01,Social Behaviour,solitary,,"Megachile (Austromegachile) susurrans Haliday, 1836",0.73,severe,species not extracted at all
species not in prediction,Dialictus sp. 19,Nesting site,ground,,Dialictussp. 19,0.97,severe,species not extracted at all
"species present, trait missing",Exomalopsis (Exomalopsis) analis Spinola 1853,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Dialictus sp. 08,Feeding habit,generalist,,Dialictussp. 08,0.97,severe,species not extracted at all
"species present, trait missing","Augochloropsis (Paraugochloropsis) sparsilis (Vachal, 1903)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Ceratina (Ceratinula) melanochroa (Moure, 1941)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Dicranthidium aff. soniae Urban, 1993",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Pseudagapostemon (Pseudagapostemon) pruinosus Moure & Sakagami, 1984",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Gaesischia (Gaesischiopsis) aurea Urban, 1968",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Gaesischia (Gaesischia) fulgurans (Holmberg, 1903)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Agapostemon (Notagapostemon) semimelleus Cockerell, 1900",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Pseudagapostemon (Pseudagapostemon) cyaneus Moure & Sakagami, 1984",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Austromegachile) sp. 01,Nesting site,above ground,,"Megachile (Austromegachile) susurrans Haliday, 1836",0.73,severe,species not extracted at all
"species present, trait missing","Neocorynura roxane (Schrottky, 1909)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Exomalopsis (Exomalopsis) sp. 01,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Paroxystoglossa andromache (Schrottky, 1909)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Augochlorella ephyra (Schrottky, 1910)",Social Behaviour,primitively eussocial,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Ceratina (Rhysoceratina) stilbonota Moure, 1941",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing","Anthrenoides rodrigoi Urban, 2005",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylaeus sp. 05,Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
species not in prediction,Megachile (Acentron) sp. 01,Nesting site,above ground,,Megachile sp. 01,0.77,severe,species not extracted at all
"species present, trait missing","Pseudaugochlora graminea (Fabricius, 1804)",Social Behaviour,solitary,,,,moderate,the trait was not extracted for this species
