cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Leptogenys sp. 1,Critical Thermal maximum,43.80,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Euponera sharpi,Critical Thermal maximum,44.69,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 3,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontomachus sp. 1,Critical Thermal maximum,43.22,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lepisiota sp. cf rothneyi,Weber’s length,0.83,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ectomomyrmex astutus,Weber’s length,4.14,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aenictus parahuonicus,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontoponera denticulata,Critical Thermal maximum,46.50,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontoponera denticulata,Critical Thermal maximum,47.60,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tetramorium sp. 2 obesum group,Relative eye width corrected by body size,0.21,0.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carebara sp. 2,Relative hind femur length corrected by body size,0.60,0.99,,,moderate,predicted a different value for this trait
"species present, trait missing",Camponotus sp. 1 brown,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anochetus graeffei,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carebara sp. 2,Critical Thermal maximum,47.90,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aenictus sp. cf parahuonicus,Critical Thermal maximum,43.60,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. 1 obesum group,Critical Thermal maximum,46.40,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tetramorium sp. 2 obesum group,Relative hind femur length corrected by body size,0.76,0.7,,,moderate,predicted a different value for this trait
"species present, trait missing",Diacamma sp. rugosum complex,Weber’s length,3.42,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepisiota sp. cf rothneyi,Relative mandible size,0.51,0.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Tetramorium sp. 2 obesum group,Weber’s length,0.70,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus sp. 1 brown,Weber’s length,2.65,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptogenys sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 2,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Euponera sharpi,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anoplolepis gracilipes,Weber’s length,1.71,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anoplolepis gracilipes,Weber’s length,1.71,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stictoponera sp.,Critical Thermal maximum,46.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Euprenolepis sp. cf procera,Critical Thermal maximum,45.70,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontomachus sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus sp. 2 dark,Critical Thermal maximum,50.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nylanderia sp. 1,Critical Thermal maximum,46.20,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tetramorium sp. 2 obesum group,Relative scape length corrected by body size,0.63,0.6,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole sp. 2,Weber’s length,0.63,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontoponera denticulata,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontoponera denticulata,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster sp. 1,Critical Thermal maximum,51.70,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tetramorium sp. 2 obesum group,Relative mandible size,0.47,0.4,,,moderate,predicted a different value for this trait
"value present, extra GT copies not reproduced",Odontoponera denticulata,Relative eye position,0.23,0.23,,,minor,value is present; GT simply has more copies of it
"species present, trait missing",Lophomyrmex bedoti,Critical Thermal maximum,44.20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carebara sp. 2,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aenictus sp. cf parahuonicus,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 1,Critical Thermal maximum,45.58,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. 1 obesum group,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stictoponera sp. cf binghamii,Weber’s length,1.55,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepisiota sp. cf rothneyi,Relative hind femur length corrected by body size,0.85,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Aenictus sp. cf parahuonicus,Weber’s length,1.25,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. 1 obesum group,Weber’s length,0.74,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stictoponera sp.,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Euprenolepis sp. cf procera,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carebara sp. 1,Weber’s length,0.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ectomomyrmex astutus,Critical Thermal maximum,47.00,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus sp. 2 dark,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Stictoponera sp.,Relative eye position,0.19,0.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole sp. 3,Weber’s length,0.47,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nylanderia sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. 1,Weber’s length,0.42,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aenictus parahuonicus,Weber’s length,1.21,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus sp. 2 dark,Weber’s length,2.62,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lophomyrmex bedoti,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Diacamma sp. rugosum complex,Critical Thermal maximum,51.29,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 1,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 4,Critical Thermal maximum,45.20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetramorium sp. 2 obesum group,Critical Thermal maximum,44.90,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anochetus graeffei,Weber’s length,1.30,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster sp. 1,Weber’s length,0.49,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anoplolepis gracilipes,Critical Thermal maximum,48.60,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anoplolepis gracilipes,Critical Thermal maximum,49.32,,,,moderate,the trait was not extracted for this species
"value present, extra GT copies not reproduced",Odontoponera denticulata,Relative eye width corrected by body size,0.12,0.12,,,minor,value is present; GT simply has more copies of it
"species present, trait missing",Ectomomyrmex astutus,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 2,Critical Thermal maximum,41.83,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptogenys sp. 1,Weber’s length,2.47,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Euponera sharpi,Weber’s length,1.55,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepisiota sp. cf rothneyi,Relative eye position,0.34,0.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Odontomachus sp. 1,Weber’s length,3.08,,,,moderate,the trait was not extracted for this species
"value present, extra GT copies not reproduced",Odontoponera denticulata,Relative hind femur length corrected by body size,0.68,0.68,,,minor,value is present; GT simply has more copies of it
"species present, trait missing",Odontoponera denticulata,Weber’s length,3.55,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontoponera denticulata,Weber’s length,3.55,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stictoponera sp. cf binghamii,Critical Thermal maximum,46.07,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Diacamma sp. rugosum complex,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. 4,Habitat,forest,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Stictoponera sp.,Relative eye width corrected by body size,0.15,0.1,,,moderate,predicted a different value for this trait
"species present, trait missing",Tetramorium sp. 2 obesum group,Habitat,plantation,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Carebara sp. 1,Relative hind femur length corrected by body size,0.99,0.60,,,moderate,predicted a different value for this trait
"species present, trait missing",Carebara sp. 2,Weber’s length,0.95,,,,moderate,the trait was not extracted for this species
