cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Cupido alcetas,Associated ants,"Formica nr. cinerea, Tapinoma sp.",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Cupido lacturnus,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Aloeides barklyi,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Deudorix smilis,Associated ants,"Oecophylla smaragdina, Crematogaster sp.",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Polyommatus (Agrodiaetus) admetus,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Arhopala abseus,Associated ants,Dolichoderus sp.,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Chrysoritis beaufortius,Associated ants,Crematogaster peringueyi,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Thereus lomalarga,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Arhopala leander,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Arhopala buddha,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Yasoda pita,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pseudophilotes baton,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Anthene lycaenoides,Associated ants,"Oecophylla smaragdina, Nylanderia bourbonica, Technomyrmex nr. albipes, Crematogaster spp., Opisthopsis rufithorax, Odontomachus ruficeps, Iridomyrmex sp., Iridomyrmex nr. anceps, Iridomyrmex rufoniger pallidus, Camponotus nr. novaehollandiae, Ochetellus glaber",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Theclinesthes sulpitius,Associated ants,Iridomyrmex sp.,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Arhopala pseudocentaurus,Associated ants,Oecophylla smaragdina,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Plebejus subsolanus,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Philotes sonorensis,Associated ants,"Crematogaster mormonum, Tapinoma sessile, Formica obtusipilosa",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Drupadia theda,Associated ants,"Crematogaster difformis, Crematogaster (Paracrema) modiglianii, Camponotus sp.",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium fuliginosum,Associated ants,"Formica nr. rufa, F. nr. microgyna, Camponotus vicinus",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plautella cossaea,Associated ants,"Myrmicaria sp., Crematogaster sp., Technomyrmex sp., Camponotus sp., Polyrhachis sp., ",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aloeides depicta,Associated ants,Lepisiota capensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Chilades lajus,Associated ants,"Camponotus compressus, Camponotus nicobarensis, Polyrhachis sp.",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Chrysoritis pan,Associated ants,"Crematogaster liengmei, Crematogaster peringueyi",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lachides galba,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Pithecops fulgens,Associated ants,"Camponotus (Myrmanblys) sp., Nylanderia flavipes",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lycaena rubidus,Associated ants,Formica altipetens,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Jalmenus eichhorni,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Hypochrysops miskini,Associated ants,Anonychomyrma gilberti,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Phengaris alcon,Associated ants,"Myrmica ruginodis, M. rubra, M. scabrinodis, Myrmica salina, Myrmica vandeli, Myrmica schencki",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Arhopala amphimuta,Associated ants,"Crematogaster borneensis, Crematogaster spp.",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Iolaus maesa,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Kretania martini,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Arhopala asopia,Associated ants,Monomorium destructor,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Prosotas nora,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tomares nogelii,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Hypochrysops arronica,Associated ants,Anonychomyrma scrutator,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Ostrinotes empusa,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Hypochrysops piceatus,Associated ants,Anonychomyrma nr. itinerans,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Catochrysops panormus,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Zizeeria karsandra,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Acrodipsas aurata,Associated ants,Crematogaster sp.,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erysichton lineata,Associated ants,Polyrhachis (Cyrtomyrma) pilosa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cigaritis phanes,Associated ants,Crematogaster castanea,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus (Agrodiaetus) nephohiptamenos,Associated ants,Plagiolepis vindobonensis,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Theclinesthes miskini,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Icaricia icarioides,Associated ants,"Camponotus vicinus, Camponotus modoc, Formica integra, Formica neogagates, Formica fusca, Formica integroides, Formica oreas, Formica perpilosa, Formica lasioides, Lasius neoniger, Lasius alienus, Prenolepis imparis, Brachymyrmex depilis, Dorymyrmex pyramicus, Liometopum occidentale, Tapinoma sessile, Tetramorium immigrans, Aphaenogaster occidentalis",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Hemiargus hanno,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Arhopala muta,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Panthiades bitias,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Pseudolucia chilensis,Associated ants,"Dorymyrmex tener, Tapinoma antarcticum, Brachymyrmex laevis, Solenopsis gayi",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Aphnaeus adamsi,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Hypolycaena sipylus,Associated ants,Polyrhachis sp.,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Satyrium ilicis,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Phasis pringlei,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Nesolycaena caesia,Associated ants,Iridomyrmex sp.,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Surendra florimel,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Theclinesthes albocincta,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Chrysoritis lyncurium,Associated ants,Crematogaster liengmei,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lepidochrysops (Orachrysops) ariadne,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Favonius quercus,Associated ants,"Lasius emarginatus, Lasius niger, Formica gerardi, Pheidole pallidula",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Trimenia malagrida,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Phengaris arionides,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrina subornata,Associated ants,"Pheidole megacephala (as ""rotundata"")",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Arawacus lincoides,Associated ants,"Ectatomma tuberculatum, E. ruidum, Pheidole sp., Crematogaster brevispinosa, C. nigropilosa, ",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Jamides caeruleus,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyommatus (Agrodiaetus) fabressei,Associated ants,"Camponotus piceus, Plagiolepis sp., Tapinoma sp.",,,,moderate,the trait was not extracted for this species
"species present, trait missing",Strymon martialis,Associated ants,"Camponotus floridanus, Camponotus planatus",,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tarucus thespis,Obligate myrmecophile,No,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Niphanda fusca,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Phengaris nausithous,Obligate myrmecophile,Yes,1,,,moderate,predicted a different value for this trait
