basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
PreservedSpecimen,Andrena sp. 1,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 1,Proboscis,,1.6,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 1,Body,Total body length,9,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 1,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 2,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 2,Proboscis,,1.45,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 2,Body,Total body length,9,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 2,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 3,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 3,Proboscis,,1.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 3,Body,Total body length,8,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 3,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 4,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 4,Proboscis,,1.03,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 4,Body,Total body length,6.75,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 4,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 5,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 5,Proboscis,,1.15,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 5,Body,Total body length,10,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 5,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 6,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 6,Proboscis,,1.2,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 6,Body,Total body length,10,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 6,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 7,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 7,Proboscis,,1.25,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena sp. 7,Body,Total body length,8,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena sp. 7,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena subopaca,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena subopaca,Proboscis,,1,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena subopaca,Body,Total body length,5.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena subopaca,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena wilkella,Family,Expert identification of collected specimens,Andrenidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena wilkella,Proboscis,,1.95,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena wilkella,Body,Total body length,9.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Andrena wilkella,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidiellum strigatum,Family,Expert identification of collected specimens,Megachilidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidiellum strigatum,Proboscis,,3.2,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidiellum strigatum,Body,Total body length,7,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthidiellum strigatum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium florentinum,Family,Expert identification of collected specimens,Megachilidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium florentinum,Proboscis,,4,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium florentinum,Body,Total body length,13,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthidium florentinum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium oblongatum,Family,Expert identification of collected specimens,Megachilidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium oblongatum,Proboscis,,2.7,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium oblongatum,Body,Total body length,7,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthidium oblongatum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium punctatum,Family,Expert identification of collected specimens,Megachilidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium punctatum,Proboscis,,3.3,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium punctatum,Body,Total body length,8,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthidium punctatum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora balneorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora balneorum,Proboscis,,12,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora balneorum,Body,Total body length,15,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora balneorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora furcata,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora furcata,Proboscis,,8.25,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora furcata,Body,Total body length,11,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora furcata,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora plumipes,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora plumipes,Proboscis,,9,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora plumipes,Body,Total body length,14,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora plumipes,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora salviae,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora salviae,Proboscis,,6,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora salviae,Body,Total body length,12,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora salviae,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Apis mellifera,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Apis mellifera,Proboscis,,5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Apis mellifera,Body,Total body length,12,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Apis mellifera,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Argogorytes mystaceus,Family,Expert identification of collected specimens,Crabronidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Argogorytes mystaceus,Proboscis,,1.1,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Argogorytes mystaceus,Body,Total body length,13,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Argogorytes mystaceus,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Athalia rosae,Family,Expert identification of collected specimens,Tenthredinidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Athalia rosae,Proboscis,,0.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Athalia rosae,Body,Total body length,6.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Athalia rosae,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Billaea triangulifera,Family,Expert identification of collected specimens,Tachinidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Billaea triangulifera,Proboscis,,2.3,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Billaea triangulifera,Body,Total body length,10,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Billaea triangulifera,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus argillaceus,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus argillaceus,Proboscis,,10.7,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus argillaceus,Body,Total body length,15.67,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus argillaceus,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus barbutellus,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus barbutellus,Proboscis,,7.15,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus barbutellus,Body,Total body length,17,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus barbutellus,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus bohemicus,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus bohemicus,Proboscis,,6.35,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus bohemicus,Body,Total body length,17.75,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus bohemicus,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus campestris,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus campestris,Proboscis,,6.2,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus campestris,Body,Total body length,15,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus campestris,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus gerstaeckeri,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus gerstaeckeri,Proboscis,,16,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus gerstaeckeri,Body,Total body length,18,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus gerstaeckeri,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hortorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hortorum,Proboscis,,12.53,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hortorum,Body,Total body length,16.83,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hortorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus humilis,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus humilis,Proboscis,,8.33,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus humilis,Body,Total body length,15,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus humilis,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hypnorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hypnorum,Proboscis,,7.25,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hypnorum,Body,Total body length,13.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hypnorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus inexspectatus,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus inexspectatus,Proboscis,,7,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus inexspectatus,Body,Total body length,15,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus inexspectatus,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lapidarius,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lapidarius,Proboscis,,7.27,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lapidarius,Body,Total body length,15.33,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus lapidarius,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lucorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lucorum,Proboscis,,5.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lucorum,Body,Total body length,16,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus lucorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mendax,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mendax,Proboscis,,9.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mendax,Body,Total body length,16,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus mendax,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mesomelas,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mesomelas,Proboscis,,8.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus mesomelas,Body,Total body length,15.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus mesomelas,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus monticola,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus monticola,Proboscis,,5.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus monticola,Body,Total body length,13,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus monticola,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pascuorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pascuorum,Proboscis,,8.25,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pascuorum,Body,Total body length,15,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pascuorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pratorum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pratorum,Proboscis,,7.67,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pratorum,Body,Total body length,14.67,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pratorum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pyrenaeus,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pyrenaeus,Proboscis,,5.13,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pyrenaeus,Body,Total body length,13.33,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pyrenaeus,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus ruderarius,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus ruderarius,Proboscis,,7.13,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus ruderarius,Body,Total body length,13.25,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus ruderarius,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus rupestris,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus rupestris,Proboscis,,7.4,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus rupestris,Body,Total body length,18,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus rupestris,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sichelii,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sichelii,Proboscis,,6.75,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sichelii,Body,Total body length,15.5,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sichelii,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus soroeensis,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus soroeensis,Proboscis,,6.35,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus soroeensis,Body,Total body length,17,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus soroeensis,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvarum,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvarum,Proboscis,,8.8,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvarum,Body,Total body length,16,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvarum,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvestris,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvestris,Proboscis,,6.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvestris,Body,Total body length,16,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvestris,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus terrestris,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus terrestris,Proboscis,,6.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus terrestris,Body,Total body length,14.67,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus terrestris,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus vestalis,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus vestalis,Proboscis,,8.4,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus vestalis,Body,Total body length,22,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus vestalis,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus wurflenii,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus wurflenii,Proboscis,,7.75,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus wurflenii,Body,Total body length,17,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Bombus wurflenii,Foraging,,Central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Callicera aurata,Family,Expert identification of collected specimens,Syrphidae,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Callicera aurata,Proboscis,,1.5,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Callicera aurata,Body,Total body length,12,mm,range,,both,adult,,,,,,,,,,,
HumanObservation,Callicera aurata,Foraging,,Non-central-place forager,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Ceratina chalybaea,Family,Expert identification of collected specimens,Apidae,mm,mode,,both,adult,,,,,,,,,,,
