basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
HumanObservation,Canthon quinquemaculatus,Pear/Ball Nest,Binary observation of the presence (1) or absence (0) of ball or pear-shaped nest structures.,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Canthon quinquemaculatus,Daily activity,"Classification of temporal variation (nocturnal, diurnal, or mixed) based on existing literature.",diurnal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus bonariensis,Size,,28.76,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus bonariensis,Wing load,Ratio of wing area and size/length,14.28,,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus bonariensis,Anterior Tibiae Area,Direct measurement of the area of the anterior tibia,28.5,mm²,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus bonariensis,Protorax Height,Direct measurement of the prothorax height,10.02,,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus bonariensis,Tibial Ratio,Ratio of apical middle tibia width to middle tibia length,0.37,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus bonariensis,Generalism,"Levin's niche breadth index (Krebs, 1989)",na,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus bonariensis,Horizontal Displacement,,no,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus bonariensis,Nest,,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus bonariensis,Pear/Ball Nest,Binary observation of the presence (1) or absence (0) of ball or pear-shaped nest structures.,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus bonariensis,Daily activity,"Classification of temporal variation (nocturnal, diurnal, or mixed) based on existing literature.",diurnal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus milon,Size,,22.77,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus milon,Wing load,Ratio of wing area and size/length,9.45,,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus milon,Anterior Tibiae Area,Direct measurement of the area of the anterior tibia,13.37,mm²,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus milon,Protorax Height,Direct measurement of the prothorax height,10.7,,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Coprophanaeus milon,Tibial Ratio,Ratio of apical middle tibia width to middle tibia length,0.37,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus milon,Generalism,"Levin's niche breadth index (Krebs, 1989)",2792.645248,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus milon,Horizontal Displacement,,no,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus milon,Nest,,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus milon,Pear/Ball Nest,Binary observation of the presence (1) or absence (0) of ball or pear-shaped nest structures.,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Coprophanaeus milon,Daily activity,"Classification of temporal variation (nocturnal, diurnal, or mixed) based on existing literature.",nocturnal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Deltochilum elongatum,Size,,16.29,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Deltochilum elongatum,Wing load,Ratio of wing area and size/length,5.88,,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Deltochilum elongatum,Anterior Tibiae Area,Direct measurement of the area of the anterior tibia,2.74,mm²,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Deltochilum elongatum,Protorax Height,Direct measurement of the prothorax height,4.98,,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Deltochilum elongatum,Tibial Ratio,Ratio of apical middle tibia width to middle tibia length,0.2,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Deltochilum elongatum,Generalism,"Levin's niche breadth index (Krebs, 1989)",106929.0,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Deltochilum elongatum,Horizontal Displacement,,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Deltochilum elongatum,Nest,,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Deltochilum elongatum,Pear/Ball Nest,Binary observation of the presence (1) or absence (0) of ball or pear-shaped nest structures.,yes,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Deltochilum elongatum,Daily activity,"Classification of temporal variation (nocturnal, diurnal, or mixed) based on existing literature.",nocturnal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Dichotomius bos,Size,,16.91,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Dichotomius bos,Wing load,Ratio of wing area and size/length,13.12,,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Dichotomius bos,Anterior Tibiae Area,Direct measurement of the area of the anterior tibia,10.24,mm²,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Dichotomius bos,Protorax Height,Direct measurement of the prothorax height,8.18,,mean,,both,adult,,,,,,,,,,,
