basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
Occurrence,Araschnia levana,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis adippe,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis adippe,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis adippe,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Egg,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Argynnis adippe,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis adippe,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis adippe,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,4,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis aglaja,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis aglaja,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis aglaja,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Argynnis aglaja,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis aglaja,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis aglaja,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis niobe,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis niobe,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis niobe,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Egg,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Argynnis niobe,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis niobe,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis niobe,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis paphia,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis paphia,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Argynnis paphia,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Argynnis paphia,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis paphia,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Argynnis paphia,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia agestis,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia agestis,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia agestis,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Aricia agestis,Voltinism,,2.5,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia agestis,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia agestis,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia artaxerxes,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia artaxerxes,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia artaxerxes,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Aricia artaxerxes,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia artaxerxes,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia artaxerxes,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia eumedon,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia eumedon,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Aricia eumedon,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Aricia eumedon,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia eumedon,Habitat breadth,,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aricia eumedon,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,6,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria dia,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria dia,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria dia,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Boloria dia,Voltinism,,2.5,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria dia,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria dia,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria eunomia,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria eunomia,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Monophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria eunomia,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Boloria eunomia,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria eunomia,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria eunomia,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria euphrosyne,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria euphrosyne,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria euphrosyne,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Boloria euphrosyne,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria euphrosyne,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria euphrosyne,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria selene,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria selene,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Narrowing oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria selene,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Boloria selene,Voltinism,,1.5,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria selene,Habitat breadth,,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria selene,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,5,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria titania,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria titania,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Boloria titania,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Boloria titania,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria titania,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Boloria titania,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Brenthis ino,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Brenthis ino,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Brenthis ino,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Egg,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Brenthis ino,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Brenthis ino,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Brenthis ino,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Callophrys rubi,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Callophrys rubi,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Callophrys rubi,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Pupa,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Callophrys rubi,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Callophrys rubi,Habitat breadth,,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Callophrys rubi,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,5,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carcharodus alceae,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,3,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Carcharodus alceae,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Carcharodus alceae,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Carcharodus alceae,Voltinism,,2,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carcharodus alceae,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carcharodus alceae,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,4,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carterocephalus palaemon,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Carterocephalus palaemon,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Carterocephalus palaemon,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Carterocephalus palaemon,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carterocephalus palaemon,Habitat breadth,,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Carterocephalus palaemon,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,6,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Celastrina argiolus,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Celastrina argiolus,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Celastrina argiolus,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Pupa,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Celastrina argiolus,Voltinism,,2.5,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Celastrina argiolus,Habitat breadth,,1,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Celastrina argiolus,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha arcania,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha arcania,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha arcania,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Coenonympha arcania,Voltinism,,1.5,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha arcania,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha arcania,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,4,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha glycerion,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1.5,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha glycerion,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha glycerion,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Coenonympha glycerion,Voltinism,,1,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha glycerion,Habitat breadth,,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha glycerion,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,2,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha pamphilus,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,2,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha pamphilus,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Oligophagous,,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha pamphilus,Overw. stage,1500 m transect survey (Pollard walk) with a 5 m recording range on each side of the observer,Larva,,single observation,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,Coenonympha pamphilus,Voltinism,,3,generations/year,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha pamphilus,Habitat breadth,,3,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha pamphilus,number of used habitat subtypes,Calculation of the number of used habitat subtypes based on the Fauna Indicativa (FI) database.,5,count,single observation,,both,adult,,,,,,,,,,,
Occurrence,Coenonympha tullia,Mobility,Derived from the four-level habitat fidelity fuzzy variable of the Fauna Indicativa (FI) database.,1,score,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Coenonympha tullia,Larval diet,"Fauna Indicativa (FI) database (Klaiber et al., 2017a, 2017b)",Polyphagous,,single observation,,both,adult,,,,,,,,,,,
