cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Satyrium spini,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium acaciae,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Nymphalis antiopa,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Apatura iris,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea alcon XER,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais io,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Cupido argiades,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Jordanita globulariae,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena viciae,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria selene,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia ligea,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyrgus malvae,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis aglaja,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carcharodus alceae,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pyrgus malvae,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Lycaena phlaeas,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Araschnia levana,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasiommata maera,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea nausithous,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea didyma,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Limenitis camilla,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pyrgus armoricanus,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Coenonympha pamphilus,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ochlodes sylvanus,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Boloria selene,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Callophrys rubi,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thecla betulae,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Aricia artaxerxes,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Nymphalis polychloros,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Polyommatus bellargus,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Adscita geryon,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Boloria dia,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyommatus thersites,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Apatura ilia,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Glaucopsyche alexis,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria eunomia,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plebeius argyrognomon,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia meolans,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Vanessa atalanta,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polygonia c-album,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus coridon,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias croceus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pararge aegeria,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Coenonympha arcania,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Boloria selene,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Anthocharis cardamines,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Coenonympha glycerion,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Aricia agestis,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Erebia aethiops,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea cinxia,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina argiolus,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia medusa,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carterocephalus palaemon,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Aporia crataegi,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Melanargia galathea,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Thecla betulae,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Hamearis lucina,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena ephialtes,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Coenonympha tullia,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lycaena hippothoe,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Celastrina argiolus,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Issoria lathonia,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cupido minimus,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Nymphalis antiopa,Voltinism,1.05,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Argynnis adippe,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lycaena tityrus,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Zygaena lonicerae,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Apatura iris,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Pieris rapae,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus daphnis,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena trifolii,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea britomartis,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris brassicae,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyrgus armoricanus,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Melitaea aurelia,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyommatus semiargus,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus bellargus,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena loti,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Adscita statices,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria dia,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris napi,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias hyale,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium spini,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium w-album,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium acaciae,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphantopus hyperantus,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea teleius,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Araschnia levana,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Aricia eumedon,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais io,Overwintering stage,Adult,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia meolans,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena purpuralis,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pararge aegeria,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias alfacariensis,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria selene,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea athalia,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria euphrosyne,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium pruni,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Nymphalis polychloros,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Argynnis aglaja,Overwintering stage,Larva ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus icarus,Number of Subhabitats,7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carcharodus alceae,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Apatura ilia,Mobility,2.05,2.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Plebeius argus,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Thymelicus sylvestris,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis paphia,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maniola jurtina,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasiommata maera,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea nausithous,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Limenitis populi,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena transalpina,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea didyma,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ochlodes sylvanus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Polyommatus coridon,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Callophrys rubi,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasiommata megera,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Zygaena carniolica,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thecla betulae,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais urticae,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Plebeius argyrognomon,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Coenonympha glycerion,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Pyronia tithonus,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea alcon XER,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nymphalis antiopa,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena viciae,Number of Subhabitats,6,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptidea sp.,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Papilio machaon,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polygonia c-album,Overwintering stage,Adult,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cupido argiades,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Erebia meolans,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Lycaena dispar,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lycaena phlaeas,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea diamina,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lycaena phlaeas,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Limenitis camilla,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina argiolus,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Adscita geryon,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus thersites,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aricia artaxerxes,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena ephialtes,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Jordanita globulariae,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena filipendulae,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cupido minimus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Araschnia levana,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Colias croceus,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis adippe,Overwintering stage,Egg,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lycaena hippothoe,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Plebeius argus,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Satyrium w-album,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Zygaena lonicerae,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris brassicae,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyrgus armoricanus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Nymphalis polychloros,Voltinism,1.05,1,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasiommata megera,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Apatura ilia,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Polyommatus semiargus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aricia agestis,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus bellargus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lycaena tityrus,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Plebeius argus,Mobility,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Boloria dia,Overwintering stage,Larva ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Gonepteryx rhamni,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis niobe,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Vanessa atalanta,Voltinism,3.05,3.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Thymelicus lineola,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphantopus hyperantus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea teleius,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hamearis lucina,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea aurelia,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptidea sp.,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria titania,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aporia crataegi,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia meolans,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Coenonympha arcania,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Coenonympha tullia,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena purpuralis,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pararge aegeria,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Aricia eumedon,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Issoria lathonia,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea athalia,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria euphrosyne,Overwintering stage,Larva ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brenthis ino,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lycaena dispar,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Spialia sertorius,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Melitaea cinxia,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Pieris rapae,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus daphnis,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena trifolii,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis paphia,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea britomartis,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis tages,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zygaena transalpina,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Apatura iris,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Erynnis tages,Voltinism,1.05,1.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Limenitis populi,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Zygaena carniolica,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Jordanita globulariae,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erebia ligea,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pieris napi,Number of Subhabitats,8,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais urticae,Overwintering stage,Adult,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium spini,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium acaciae,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyrgus malvae,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyronia tithonus,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nymphalis antiopa,Overwintering stage,Adult,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Araschnia levana,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria selene,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio machaon,Overwintering stage,Pupa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cupido argiades,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Coenonympha pamphilus,Number of Habitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Argynnis aglaja,Number of Subhabitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Carcharodus alceae,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Nymphalis polychloros,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea diamina,Overwintering stage,Larva,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasiommata maera,Number of Subhabitats,4,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Maculinea nausithous,Number of Subhabitats,1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lycaena dispar,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Apatura ilia,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Glaucopsyche alexis,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Melitaea didyma,Number of Subhabitats,3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Boloria eunomia,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Colias hyale,Voltinism,2.05,2.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lycaena phlaeas,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Ochlodes sylvanus,Number of Subhabitats,7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Callophrys rubi,Number of Subhabitats,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Vanessa atalanta,Number of Habitats,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Limenitis camilla,Larval diet,Narrowly Oligophagous,Narrowing oligophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Argynnis niobe,Number of Habitats,1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polyommatus coridon,Number of Habitats,2,,,,moderate,the trait was not extracted for this species
