cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",B. muscorum,Relative Tonghe Length,1.49,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Dasypoda hirtipes (Fabricius 1793),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena chrysosceles (Kirby 1802),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena viridescens Viereck 1916,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus hortorum (Linnaeus 1761),Foraging preference,species known to collect pollen from Fabaceae ,,Bombus terrestris (Linnaeus 1758) complex,0.62,severe,species not extracted at all
species not in prediction,Bombus ruderarius (Müller 1765),Foraging preference,species known to collect pollen from Fabaceae ,,Bombus terrestris (Linnaeus 1758) complex,0.62,severe,species not extracted at all
species not in prediction,Bombus ruderarius (Müller 1765),Sociality,Social species,,Bombus terrestris (Linnaeus 1758) complex,0.62,severe,species not extracted at all
"species+trait present, value differs",Chelostoma rapunculi (Lepeletier 1841),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum leucozonium (Schrank 1781),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus communis Nylander 1852,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus hypnorum (Linnaeus 1758),Foraging preference,species known to collect pollen from Fabaceae ,,Bombus terrestris (Linnaeus 1758) complex,0.65,severe,species not extracted at all
species not in prediction,Bombus lapidarius (Linnaeus 1758),Sociality,Social species,,Chelostoma florisomne (Linnaeus 1758),0.64,severe,species not extracted at all
species not in prediction,Bombus hypnorum (Linnaeus 1758),Sociality,Social species,,Bombus terrestris (Linnaeus 1758) complex,0.65,severe,species not extracted at all
species not in prediction,Bombus pascuorum (Scopoli 1763),Foraging preference,species known to collect pollen from Fabaceae ,,Lasioglossum calceatum (Scopoli 1763),0.62,severe,species not extracted at all
species not in prediction,Bombus ruderarius (Müller 1765),Intertegular Distance,3.42,,Bombus terrestris (Linnaeus 1758) complex,0.62,severe,species not extracted at all
"species+trait present, value differs",Andrena helvola (Linnaeus 1758),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus pascuorum (Scopoli 1763),Sociality,Social species,,Lasioglossum calceatum (Scopoli 1763),0.62,severe,species not extracted at all
"species+trait present, value differs",Hylaeus styriacus Förster 1871,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus lapidarius (Linnaeus 1758),Intertegular Distance,3.70,,Chelostoma florisomne (Linnaeus 1758),0.64,severe,species not extracted at all
species not in prediction,Bombus hypnorum (Linnaeus 1758),Intertegular Distance,3.64,,Bombus terrestris (Linnaeus 1758) complex,0.65,severe,species not extracted at all
"species+trait present, value differs",Andrena fulva (Müller 1766),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus pascuorum (Scopoli 1763),Intertegular Distance,4.02,,Lasioglossum calceatum (Scopoli 1763),0.62,severe,species not extracted at all
"species+trait present, value differs",Andrena coitana (Kirby 1802),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus sylvarum (Linnaeus 1761),Foraging preference,species known to collect pollen from Fabaceae ,,Osmia bicornis (Linnaeus 1758),0.63,severe,species not extracted at all
species not in prediction,Bombus sylvarum (Linnaeus 1761),Sociality,Social species,,Osmia bicornis (Linnaeus 1758),0.63,severe,species not extracted at all
"species+trait present, value differs",Lasioglossum fulvicorne (Kirby 1802),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum calceatum (Scopoli 1763),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
species not in prediction,Bombus pratorum (Linnaeus 1761),Foraging preference,species known to collect pollen from Fabaceae ,,Halictus tumulorum (Linnaeus 1758),0.66,severe,species not extracted at all
"species present, trait missing",B. hypnorum,Relative Tonghe Length,1.20,,,,moderate,the trait was not extracted for this species
species not in prediction,Bombus pratorum (Linnaeus 1761),Sociality,Social species,,Halictus tumulorum (Linnaeus 1758),0.66,severe,species not extracted at all
species not in prediction,Bombus sylvarum (Linnaeus 1761),Intertegular Distance,3.20,,Osmia bicornis (Linnaeus 1758),0.63,severe,species not extracted at all
species not in prediction,Bombus pratorum (Linnaeus 1761),Intertegular Distance,3.60,,Halictus tumulorum (Linnaeus 1758),0.66,severe,species not extracted at all
"species present, trait missing",B. ruderarius,Relative Tonghe Length,1.49,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Andrena fucata Smith 1847,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthophora furcata (Panzer 1798),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Osmia adunca (Panzer 1798),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species present, trait missing",B. pascuorum,Relative Tonghe Length,1.47,,,,moderate,the trait was not extracted for this species
species not in prediction,Bombus lapidarius (Linnaeus 1758),Foraging preference,species known to collect pollen from Fabaceae ,,Chelostoma florisomne (Linnaeus 1758),0.64,severe,species not extracted at all
"species+trait present, value differs",Melitta haemorrhoidalis (Fabricius 1775),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena proxima (Kirby 1802),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena haemorrhoa (Fabricius 1781),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus gredleri Förster 1871,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Chelostoma campanularum (Kirby 1802),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Halictus simplex Blüthgen 1923,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena cineraria (Linnaeus 1758),Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Colletes daviesanus Smith 1846,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena labiata Fabricius 1781,Foraging preference,species not known to collect pollen from Fabaceae ,species not known to exploit Fabaceae,,,moderate,predicted a different value for this trait
