basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
Occurrence,Andrena lathyri Alfken 1899,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena minutula (Kirby 1802),density,,13,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena minutula (Kirby 1802),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,1.38,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena minutula (Kirby 1802),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena minutula (Kirby 1802),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nigroaenea (Kirby 1802),density,,28,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena nigroaenea (Kirby 1802),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.98,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nigroaenea (Kirby 1802),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena nigroaenea (Kirby 1802),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nitida (Müller 1776),density,,7,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena nitida (Müller 1776),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.90,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nitida (Müller 1776),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena nitida (Müller 1776),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nitidiuscula Schenck 1853,density,,2,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena nitidiuscula Schenck 1853,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,NA,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena nitidiuscula Schenck 1853,foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena nitidiuscula Schenck 1853,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena ovatula (Kirby 1802),density,,7,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena ovatula (Kirby 1802),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.20,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena ovatula (Kirby 1802),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena ovatula (Kirby 1802),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena proxima (Kirby 1802),density,,5,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena proxima (Kirby 1802),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,1.90,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena proxima (Kirby 1802),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena proxima (Kirby 1802),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena viridescens Viereck 1916,density,,2,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Andrena viridescens Viereck 1916,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,1.55,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Andrena viridescens Viereck 1916,foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Andrena viridescens Viereck 1916,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthidium manicatum (Linnaeus 1758),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthidium manicatum (Linnaeus 1758),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.50,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthidium manicatum (Linnaeus 1758),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Anthidium manicatum (Linnaeus 1758),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora furcata (Panzer 1798),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora furcata (Panzer 1798),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.40,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora furcata (Panzer 1798),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Anthophora furcata (Panzer 1798),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora plumipes (Pallas 1772),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthophora plumipes (Pallas 1772),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.70,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Anthophora plumipes (Pallas 1772),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Anthophora plumipes (Pallas 1772),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus bohemicus (Seidl 1837),density,,10,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus bohemicus (Seidl 1837),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,NA,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus bohemicus (Seidl 1837),foraging preference,,NA,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus bohemicus (Seidl 1837),sociality,Extracted from literature (Westrich 2018),NA,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hortorum (Linnaeus 1761),density,,29,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hortorum (Linnaeus 1761),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,4.20,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hortorum (Linnaeus 1761),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus hortorum (Linnaeus 1761),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hypnorum (Linnaeus 1758),density,,10,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus hypnorum (Linnaeus 1758),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.64,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus hypnorum (Linnaeus 1758),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus hypnorum (Linnaeus 1758),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus lapidarius (Linnaeus 1758),density,,164,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus lapidarius (Linnaeus 1758),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.70,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus lapidarius (Linnaeus 1758),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus lapidarius (Linnaeus 1758),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus muscorum (Linnaeus 1758),density,,18,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus muscorum (Linnaeus 1758),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.84,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus muscorum (Linnaeus 1758),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus muscorum (Linnaeus 1758),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pascuorum (Scopoli 1763),density,,328,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pascuorum (Scopoli 1763),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,4.02,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pascuorum (Scopoli 1763),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus pascuorum (Scopoli 1763),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pratorum (Linnaeus 1761),density,,36,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus pratorum (Linnaeus 1761),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.60,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus pratorum (Linnaeus 1761),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus pratorum (Linnaeus 1761),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus ruderarius (Müller 1765),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus ruderarius (Müller 1765),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.42,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus ruderarius (Müller 1765),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus ruderarius (Müller 1765),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus rupestris (Fabricius 1793),density,,8,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus rupestris (Fabricius 1793),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,NA,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus rupestris (Fabricius 1793),foraging preference,,NA,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus rupestris (Fabricius 1793),sociality,Extracted from literature (Westrich 2018),NA,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvarum (Linnaeus 1761),density,,10,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvarum (Linnaeus 1761),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.20,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvarum (Linnaeus 1761),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus sylvarum (Linnaeus 1761),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvestris (Lepeletier 1832),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus sylvestris (Lepeletier 1832),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,NA,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus sylvestris (Lepeletier 1832),foraging preference,,NA,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus sylvestris (Lepeletier 1832),sociality,Extracted from literature (Westrich 2018),NA,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus terrestris (Linnaeus 1758) complex,density,,399,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bombus terrestris (Linnaeus 1758) complex,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.90,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Bombus terrestris (Linnaeus 1758) complex,foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Bombus terrestris (Linnaeus 1758) complex,sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma campanularum (Kirby 1802),density,,4,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Chelostoma campanularum (Kirby 1802),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,NA,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma campanularum (Kirby 1802),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Chelostoma campanularum (Kirby 1802),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma florisomne (Linnaeus 1758),density,,4,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Chelostoma florisomne (Linnaeus 1758),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.05,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma florisomne (Linnaeus 1758),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Chelostoma florisomne (Linnaeus 1758),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma rapunculi (Lepeletier 1841),density,,2,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Chelostoma rapunculi (Lepeletier 1841),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,1.65,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Chelostoma rapunculi (Lepeletier 1841),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Chelostoma rapunculi (Lepeletier 1841),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Colletes daviesanus Smith 1846,density,,2,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Colletes daviesanus Smith 1846,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.30,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Colletes daviesanus Smith 1846,foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Colletes daviesanus Smith 1846,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Dasypoda hirtipes (Fabricius 1793),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Dasypoda hirtipes (Fabricius 1793),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.90,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Dasypoda hirtipes (Fabricius 1793),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Dasypoda hirtipes (Fabricius 1793),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Eucera longicornis Linnaeus 1758,density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Eucera longicornis Linnaeus 1758,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.60,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Eucera longicornis Linnaeus 1758,foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Eucera longicornis Linnaeus 1758,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Eucera nigrescens Perez 1879,density,,2,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Eucera nigrescens Perez 1879,intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,3.45,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Eucera nigrescens Perez 1879,foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Eucera nigrescens Perez 1879,sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Halictus quadricinctus (Fabricius 1776),density,,1,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Halictus quadricinctus (Fabricius 1776),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.85,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Halictus quadricinctus (Fabricius 1776),foraging preference,,Not known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Halictus quadricinctus (Fabricius 1776),sociality,Extracted from literature (Westrich 2018),Solitary species,,mean,,both,adult,,,,,,,,,,,
HumanObservation,Halictus rubicundus (Christ 1791),density,,4,individuals / (250 m² * 5 min),mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Halictus rubicundus (Christ 1791),intertegular distance,Measurement using a connected microscope and Labscope Imaging Software (ZEISS) to determine intertegular distance (ITD).,2.12,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Halictus rubicundus (Christ 1791),foraging preference,,Species known to collect pollen from Fabaceae,,mean,,both,adult,,,,,,,,,,,
Occurrence,Halictus rubicundus (Christ 1791),sociality,Extracted from literature (Westrich 2018),Social species,,mean,,both,adult,,,,,,,,,,,
