cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Ontherus aff carinifrons,Biomass,39.6,58.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Trichillum sp 1,Functional Guild,Endocoprid,Dwellers that live and reproduce inside the food source,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium sp 5,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Onthophagus aff buculus,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Homocopris sp 2,Biomass,40.4,69.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Onthophagus aff hirculus,Biomass,9.07,,,,moderate,no value was predicted for this trait
"species+trait present, value differs",Uroxys sp 2,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Digitonthophagus gazella,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agamopus unguicularis,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Genieridium cryptops,Functional Guild,Endocoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Oxysternon palaemon,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthon sp 1,Biomass,5.09,5.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Uroxys sp 1,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ontherus aff carinifrons,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Onthophagus aff hirculus,Functional Guild,Paracoprid,,,,moderate,no value was predicted for this trait
"species+trait present, value differs",Canthidium sp 6,Biomass,11.08,11.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Coprophanaeus ensifer,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium sp 10,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Phanaeus dzidoi,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthon aff podagricus,Biomass,6.04,6.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dichotomius bos,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Uroxys sp 5,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Homocopris sp 3,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Homocopris sp 1,Biomass,79.2,40.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Sulcophanaeus menelas,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Phanaeus kirbyi ledezmai,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Uroxys sp 3,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium aff barbacenicum,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Eurysternus nigrovirens,Biomass,8.07,6.6,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Coprophanaeus cyanescens,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Homocopris sp 1,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Genieridium bidens,Functional Guild,Endocoprid,Dwellers that live and reproduce inside the food source,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ontherus appendiculatus,Biomass,58.2,11.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dichotomius glaucus,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium sp 1,Biomass,6.08,6.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Eurysternus nigrovirens,Functional Guild,Endocoprid,Dwellers that live and reproduce inside the food source,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Uroxys sp 4,Biomass,2.02,2.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Homocopris sp 2,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dichotomius depressicollis,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dichotomius nisus,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anomiopus virescens,Biomass,11.02,11.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agamopus viridis,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium sp 1,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ateuchus vividus,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dichotomius luctuosus,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Uroxys sp 4,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Coprophanaeus jasius,Functional Guild,Paracoprid,Tunnelers that dig tunnels directly beneath the food source where they will store their dung balls,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Canthidium sp 5,Biomass,7.02,7.2,,,moderate,predicted a different value for this trait
