cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Pterostichus ovoideus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus niger,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Microlestes minutulus,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion quadrimaculatum,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calathus ambiguus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara familiaris,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Trichotichnus laevicollis,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pseudoophonus griseus,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Nebria brevicollis,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion obtusum,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species present, trait missing",Chlaenius nitidulus,Body size, 11–21.9 ,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Amara cursitans,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion quadrimaculatum,Humidity affinity,Eurytopic,Adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara aulica,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus distinguendus,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara eurynota,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Platynus assimilis,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum gracilipes,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion guttula,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion properans,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus caspius roubali,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Nebria brevicollis,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Zabrus tenebrioides,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion obtusum,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species present, trait missing",Harpalus signaticornis,Body size,6–10.9,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Amara littorea,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara apricaria,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Abax parallelus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara ovata,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus crepitans,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calathus fuscipes,Humidity affinity,Xerophilous,Preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leistus ferrugineus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion femoratum,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Zabrus tenebrioides,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus psophia,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus explodens,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara tibialis,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus scheidleri,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara ovata,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ophonus azureus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notiophilus pusillus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species present, trait missing",Chlaenius nitidulus,Habitat affinity,Open biotopes,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anisodactylus signatus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara similata,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus cupreus,Humidity affinity,Eurytopic,Adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus lepidus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species present, trait missing",Dolichus halensis,Body size, 11–21.9 ,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Harpalus smaragdinus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum muelleri,Humidity affinity,Hygrophilous,Preferring moist places,,,moderate,predicted a different value for this trait
"species present, trait missing",Dolichus halensis,Food specialization,Carnivorous,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Harpalus signaticornis,Habitat affinity,Open biotopes,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Amara similata,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion illigeri,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus sericeus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara aenea,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus strenuus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara consularis,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Badister bullatus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus affinis,Humidity affinity,Eurytopic,Adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus hortensis,Body size, ˃22,>22 mm,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasiotrechus discus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus granulatus,Habitat affinity,Silvicolous,Preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Badister unipustulatus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus sericeus,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion biguttatum,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus strenuus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus versicolor,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Acupalpus meridianus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ophonus nitidulus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus vernalis,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara nitida,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species present, trait missing",Chlaenius nitidulus,Breeding period,Spring,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Bembidion biguttatum,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Poecilus versicolor,Humidity affinity,Hygrophilous,Preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calosoma auropunctatum,Body size, ˃22,>22 mm,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum versutum,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Trechus quadristriatus,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anchomenus dorsalis,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara cursitans,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Microlestes maurus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anisodactylus binotatus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus hortensis,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calathus melanocephalus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus violaceus,Body size, ˃22,>22 mm,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara eurynota,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pseudoophonus rufipes,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Platynus assimilis,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus honestus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anisodactylus binotatus,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notiophilus aquaticus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notiophilus palustris,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus melas,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara littorea,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus rubripes,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus crepitans,Humidity affinity,Xerophilous,Preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leistus ferrugineus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Badister lacertosus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion femoratum,Humidity affinity,Mesophilous,"preferring intermediate or moderate environmental conditions, avoiding extremes of moisture or dryness",,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calathus erratus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus honestus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calosoma auropunctatum,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus psophia,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notiophilus aquaticus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus explodens,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus melanarius,Habitat affinity,Eurytopic,Adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Stomis pumicatus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pterostichus ovoideus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Badister lacertosus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Notiophilus pusillus,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus ganglbaueri,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Calathus erratus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Microlestes minutulus,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species present, trait missing",Chlaenius nitidulus,Humidity affinity,Hygrophilous,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anisodactylus signatus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Loricera pilicornis,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus scheidleri,Body size, ˃22,>22 mm,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus violaceus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara familiaris,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Trichotichnus laevicollis,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pseudoophonus griseus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus smaragdinus,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum sexpunctatum,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Brachinus ganglbaueri,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species present, trait missing",Harpalus signaticornis,Humidity affinity,Xerophilous,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Amara aulica,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus distinguendus,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara aenea,Humidity affinity,Xerophilous,preferring dry environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion lampros,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Loricera pilicornis,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara consularis,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Badister bullatus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus violaceus,Humidity affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum gracilipes,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasiotrechus discus,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion guttula,Habitat affinity,Eurytopic,adaptable to various environmental conditions,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bembidion properans,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Carabus granulatus,Humidity affinity,Hygrophilous,Preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Harpalus caspius roubali,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Agonum sexpunctatum,Humidity affinity,Hygrophilous,preferring moist places,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Clivina fossor,Habitat affinity,Open biotopes,Preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Amara apricaria,Habitat affinity,Open biotopes,preferring open areas,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Abax parallelus,Habitat affinity,Silvicolous,preferring woodlands,,,moderate,predicted a different value for this trait
