cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Pyramica ohioensis,Latitude,38.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ohioensis,Latitude,29.68,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ohioensis,Latitude,8.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Latitude,35.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Latitude,27.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Latitude,8.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Latitude,45.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Latitude,30.63,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Latitude,14.94,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Elevation,511,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Elevation,511,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica clypeata,Elevation,0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Elevation,941,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus pennsylvanicus,Elevation,562,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus subbarbatus,Latitude,40.93,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus subbarbatus,Latitude,37.67,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus subbarbatus,Latitude,3.26,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Latitude,38.98,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Latitude,27.26,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Latitude,11.72,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Elevation,511,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Elevation,440,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ornata,Elevation,71,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Latitude,40.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Latitude,24.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Latitude,2.16,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Latitude,45.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Latitude,32.54,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Latitude,3.13,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus americanus,Elevation,277,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Latitude,39.02,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Latitude,27.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Latitude,11.84,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Elevation,1742,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Elevation,440,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma diecki,Elevation,1302,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Elevation,1342,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Elevation,963,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Elevation,253,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Elevation,462,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Elevation,462,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Proceratium pergandei,Elevation,0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Latitude,45.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Latitude,35.21,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Latitude,10.36,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Elevation,941,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Elevation,538,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Elevation,1231,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Elevation,440,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax longispinosus,Elevation,791,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Latitude,39.87,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Latitude,30.64,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Latitude,9.23,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Latitude,30.13,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Latitude,15.26,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Elevation,1231,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium minimum,Elevation,512,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius umbratus,Elevation,316,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Latitude,24.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Latitude,20.91,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Latitude,46.69,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Latitude,8.29,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lasius alienus,Latitude,17.61,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Elevation,1456,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ponera pennsylvanica,Elevation,1077,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Latitude,41.87,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Latitude,32.25,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus chromaiodes,Latitude,9.62,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Latitude,33.24,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Latitude,12.16,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Latitude,42.05,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Latitude,28.72,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Prenolepis imparis,Latitude,13.33,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Elevation,1342,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Elevation,786,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma brevicorne,Elevation,556,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasius umbratus,Body size,9.01,1.09,,,moderate,predicted a different value for this trait
"species present, trait missing",Paratrechina faisonensis,Latitude,39.79,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Paratrechina faisonensis,Latitude,24.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Paratrechina faisonensis,Latitude,15.31,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Latitude,33.17,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Latitude,12.23,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Paratrechina faisonensis,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Paratrechina faisonensis,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Paratrechina faisonensis,Elevation,277,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Elevation,1419,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma schmitti,Elevation,700,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Latitude,45.6,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Latitude,33.17,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Latitude,12.43,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Latitude,45.57,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Latitude,35.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Latitude,7.1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Latitude,46.69,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Latitude,7.27,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Latitude,18.99,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax curvispinosus,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax curvispinosus,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Temnothorax curvispinosus,Elevation,340,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Latitude,50.1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Latitude,27.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Latitude,22.92,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica subsericea,Elevation,253,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Latitude,39.03,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Latitude,30.83,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Latitude,2.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Elevation,1742,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma impar,Elevation,1086,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Elevation,511,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,Elevation,145,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Latitude,43.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Latitude,27.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Latitude,9.15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Elevation,1443,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Elevation,941,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Brachymyrmex depilis,Elevation,502,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica rostrata,Elevation,340,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Latitude,42.56,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Latitude,24.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Latitude,7.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Latitude,24.48,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Latitude,20.91,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Elevation,1530,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Amblyopone pallipes,Elevation,1151,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster minutissima,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster minutissima,Elevation,403,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster minutissima,Elevation,0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Elevation,1530,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecina americana,Elevation,1151,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Elevation,1707,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster rudis,Elevation,1328,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ohioensis,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ohioensis,Elevation,379,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pyramica ohioensis,Elevation,340,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Latitude,45.39,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Latitude,27.18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Latitude,18.21,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Latitude,41.65,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Latitude,6.28,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Latitude,5.13,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Latitude,38.53,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Latitude,33.45,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Latitude,8.05,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Elevation,461,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus nearcticus,Elevation,258,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica latifrons,Latitude,43.68,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica latifrons,Latitude,32.24,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica latifrons,Latitude,11.44,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Elevation,719,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Elevation,462,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aphaenogaster fulva,Elevation,257,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma meridionale,Latitude,45,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma meridionale,Latitude,35.46,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma meridionale,Latitude,9.54,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Elevation,656,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Elevation,511,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmica spatulata,Elevation,145,,,,moderate,the trait was not extracted for this species
