cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Andrena semilaevis,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Eristalis nemorum,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum leucopus,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena bimaculata,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena helvola,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena dorsata,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Heriades truncorum,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Xylota segnis ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Halictus submediterraneus,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus ruderarius,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Megachile willughbiella,Nesting behavior,hypergeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Megachile willughbiella,Nesting behavior,endogeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena flavipes,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Eristalis arbustorum ,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena haemorrhoa,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Panurgus calcaratus,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Melanostoma mellinum ,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Halictus tumulorum,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dasysyrphus albostriatus ,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Adrena nigrospina,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus lapidarius,Nesting behavior,hypergeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus lapidarius,Nesting behavior,endogeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum setulosum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena nitida,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus confusus,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Osmia mustelina,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum pauxillum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum laticeps,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena tibialis,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum brevicorne,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus sinuatus,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus punctatus,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus communis,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Halictus sexcinctus,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus pascuorum,Nesting behavior,endogeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus pascuorum,Nesting behavior,hypergeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Ferdinandea cuprea ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Volucella inanis,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena argentata,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Cheilosia vernalis ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthophora furcata,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Helophilus pendulus,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylaeus brevicornis,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myathropa florea ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Melanostoma scalare ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Osmia bicolor,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Andrena denticulata,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum quadrinotatum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetraloniella dentata,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Chrysotoxum festivum ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum calceatum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum monstrificum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus hortorum,Nesting behavior,hypergeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus hortorum,Nesting behavior,endogeic,Belowground nesting / Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Heriades crenulatus,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasioglossum aeratum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Bombus lucorum,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Didea intermedia ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Episyrphus balteatus ,Migratory status ,yes,1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Systropha curvicornis,Nesting behavior,endogeic,Belowground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hoplitis anthocopoides,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Osmia brevicornis,Nesting behavior,hypergeic,Aboveground nesting,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Eristalinus sepulchralis ,Migratory status ,no,0,,,moderate,predicted a different value for this trait
