basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
HumanObservation,wilkella,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,abruptaSay,Body length,Measurement of body length on collected bee specimens,14.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,abruptaSay,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,abruptaSay,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,abruptaSay,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,terminalisCresson,Body length,Measurement of body length on collected bee specimens,12.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,terminalisCresson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,terminalisCresson,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,terminalisCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,melliferaL.,Body length,Measurement of body length on collected bee specimens,12.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,melliferaL.,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,melliferaL.,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,melliferaL.,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,pura,Body length,Measurement of body length on collected bee specimens,8.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pura,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pura,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,pura,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,aurata,Body length,Measurement of body length on collected bee specimens,5.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,aurata,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,aurata,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,aurata,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,metallica,Body length,Measurement of body length on collected bee specimens,9.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,metallica,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,metallica,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,metallica,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,auricomus,Body length,Measurement of body length on collected bee specimens,19.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,auricomus,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,auricomus,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,auricomus,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,bimaculatusCresson,Body length,Measurement of body length on collected bee specimens,13.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,bimaculatusCresson,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,bimaculatusCresson,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,bimaculatusCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,griseocollis,Body length,Measurement of body length on collected bee specimens,13.75,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,griseocollis,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,griseocollis,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,griseocollis,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,impatiensCresson,Body length,Measurement of body length on collected bee specimens,12.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,impatiensCresson,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,impatiensCresson,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,impatiensCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,andreniformisSmith,Body length,Measurement of body length on collected bee specimens,7.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,andreniformisSmith,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,andreniformisSmith,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,andreniformisSmith,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,calcarataRobertson,Body length,Measurement of body length on collected bee specimens,7.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,calcarataRobertson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,calcarataRobertson,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,calcarataRobertson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,dupla Say,Body length,Measurement of body length on collected bee specimens,7.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,dupla Say,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,dupla Say,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,dupla Say,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,mikmaqiRehan & Sheffield,Body length,Measurement of body length on collected bee specimens,7.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mikmaqiRehan & Sheffield,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mikmaqiRehan & Sheffield,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,mikmaqiRehan & Sheffield,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,strenuaSmith,Body length,Measurement of body length on collected bee specimens,5.75,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,strenuaSmith,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,strenuaSmith,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,strenuaSmith,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,hamata,Body length,Measurement of body length on collected bee specimens,16.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,hamata,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,hamata,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,hamata,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,ligatusSay,Body length,Measurement of body length on collected bee specimens,9.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,ligatusSay,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,ligatusSay,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,ligatusSay,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,carinataCresson,Body length,Measurement of body length on collected bee specimens,7.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,carinataCresson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,carinataCresson,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,carinataCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,variolosa,Body length,Measurement of body length on collected bee specimens,6.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,variolosa,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,variolosa,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,variolosa,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,pilosifrons,Body length,Measurement of body length on collected bee specimens,7.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pilosifrons,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pilosifrons,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,pilosifrons,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,producta,Body length,Measurement of body length on collected bee specimens,8.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,producta,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,producta,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,producta,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,spoliata,Body length,Measurement of body length on collected bee specimens,11.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,spoliata,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,spoliata,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,spoliata,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,affinis,Body length,Measurement of body length on collected bee specimens,5.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,affinis,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,affinis,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,affinis,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,mesillae,Body length,Measurement of body length on collected bee specimens,4.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mesillae,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mesillae,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,mesillae,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,birkmanni,Body length,Measurement of body length on collected bee specimens,6.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,birkmanni,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,birkmanni,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,birkmanni,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,cattellae,Body length,Measurement of body length on collected bee specimens,5.34,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cattellae,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cattellae,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,cattellae,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,cinctipes,Body length,Measurement of body length on collected bee specimens,8.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cinctipes,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cinctipes,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,cinctipes,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,coeruleum,Body length,Measurement of body length on collected bee specimens,6.18,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,coeruleum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,coeruleum,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,coeruleum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,coriaceum,Body length,Measurement of body length on collected bee specimens,9.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,coriaceum,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,coriaceum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,coriaceum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,cressonii,Body length,Measurement of body length on collected bee specimens,6.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cressonii,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,cressonii,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,cressonii,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,fuscipenne,Body length,Measurement of body length on collected bee specimens,9.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,fuscipenne,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,fuscipenne,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,fuscipenne,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,hitchensiGibbs,Body length,Measurement of body length on collected bee specimens,5.19,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,hitchensiGibbs,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,hitchensiGibbs,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,hitchensiGibbs,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,illinoense,Body length,Measurement of body length on collected bee specimens,4.70,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,illinoense,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,illinoense,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,illinoense,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,imitatum,Body length,Measurement of body length on collected bee specimens,4.18,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,imitatum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,imitatum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,imitatum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,obscurum,Body length,Measurement of body length on collected bee specimens,5.37,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,obscurum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,obscurum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,obscurum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,oceanicum,Body length,Measurement of body length on collected bee specimens,6.72,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,oceanicum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,oceanicum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,oceanicum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,smilacinae,Body length,Measurement of body length on collected bee specimens,6.60,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,smilacinae,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,smilacinae,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,smilacinae,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,subviridatum,Body length,Measurement of body length on collected bee specimens,5.28,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,subviridatum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,subviridatum,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,subviridatum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,timothyi Gibbs,Body length,Measurement of body length on collected bee specimens,6.10,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,timothyi Gibbs,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,timothyi Gibbs,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,timothyi Gibbs,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,truncatum,Body length,Measurement of body length on collected bee specimens,7.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,truncatum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,truncatum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,truncatum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,versatum,Body length,Measurement of body length on collected bee specimens,5.92,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,versatum,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,versatum,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,versatum,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,weemsi,Body length,Measurement of body length on collected bee specimens,4.57,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,weemsi,Sociality,,Social,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,weemsi,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,weemsi,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,gemulaCresson,Body length,Measurement of body length on collected bee specimens,13.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,gemulaCresson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,gemulaCresson,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,gemulaCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,mendicaCresson,Body length,Measurement of body length on collected bee specimens,12.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mendicaCresson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,mendicaCresson,Nest location,,Aboveground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,mendicaCresson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,agilisCresson,Body length,Measurement of body length on collected bee specimens,12.75,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,agilisCresson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,agilisCresson,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,agilisCresson,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,bimaculatus,Body length,Measurement of body length on collected bee specimens,14.00,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,bimaculatus,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,bimaculatus,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,bimaculatus,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,comptoidesRobertson,Body length,Measurement of body length on collected bee specimens,12.75,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,comptoidesRobertson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,comptoidesRobertson,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,comptoidesRobertson,Lecty,,Polylectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,desponsusSmith,Body length,Measurement of body length on collected bee specimens,12.75,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,desponsusSmith,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,desponsusSmith,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,desponsusSmith,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,trinodisRobertson,Body length,Measurement of body length on collected bee specimens,11.50,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,trinodisRobertson,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,trinodisRobertson,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,trinodisRobertson,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,pruinosa,Body length,Measurement of body length on collected bee specimens,13.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pruinosa,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,pruinosa,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,pruinosa,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,obliqua,Body length,Measurement of body length on collected bee specimens,15.25,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,obliqua,Sociality,,Solitary,mm,single observation,,both,adult,,,,,,,,,,,
Occurrence,obliqua,Nest location,,Belowground,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,obliqua,Lecty,,Oligolectic,mm,single observation,,both,adult,,,,,,,,,,,
