cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
species not in prediction,Lasioglossum birkmanni,Lecty,Polylectic,,birkmanni,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum smilacinae,Body length,6.60,,smilacinae,0.61,severe,species not extracted at all
species not in prediction,Hoplitis producta,Body length,8.00,,producta,0.64,severe,species not extracted at all
species not in prediction,Anthophora terminalis,Lecty,Polylectic,,,0.53,severe,species not extracted at all
species not in prediction,Lasioglossum oceanicum,Sociality,Social,,oceanicum,0.58,severe,species not extracted at all
species not in prediction,Melissodes bimaculatus,Lecty,Polylectic,,bimaculatusCresson,0.75,severe,species not extracted at all
species not in prediction,Ceratina dupla,Sociality,Solitary,,,0.45,severe,species not extracted at all
species not in prediction,Melissodes comptoides,Sociality,Solitary,,comptoidesRobertson,0.65,severe,species not extracted at all
species not in prediction,Megachile gemula,Lecty,Polylectic,,,0.48,severe,species not extracted at all
species not in prediction,Apis mellifera,Body length,12.00,,melliferaL.,0.75,severe,species not extracted at all
species not in prediction,Ceratina mikmaqi,Body length,7.00,,,0.42,severe,species not extracted at all
species not in prediction,Lasioglossum coeruleum,Sociality,Social,,coeruleum,0.58,severe,species not extracted at all
species not in prediction,Andrenaii,Body length,11.00,,andreniformisSmith,0.59,severe,species not extracted at all
species not in prediction,Andrenaii,Body length,9.00,,andreniformisSmith,0.59,severe,species not extracted at all
species not in prediction,Lasioglossum cattellae,Body length,5.34,,cattellae,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum subviridatum,Lecty,Polylectic,,subviridatum,0.65,severe,species not extracted at all
species not in prediction,Lasioglossum truncatum,Body length,7.00,,truncatum,0.58,severe,species not extracted at all
species not in prediction,Hylaeus affinis,Nest location,Aboveground,,affinis,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum timothyi,Sociality,Social,,timothyi Gibbs,0.57,severe,species not extracted at all
species not in prediction,Bombus bimaculatus,Lecty,Polylectic,,bimaculatus,0.76,severe,species not extracted at all
species not in prediction,Megachile mendica,Body length,12.00,,,0.54,severe,species not extracted at all
species not in prediction,Lasioglossum versatum,Lecty,Polylectic,,versatum,0.55,severe,species not extracted at all
species not in prediction,Peponapis pruinosa,Nest location,Belowground,,pruinosa,0.62,severe,species not extracted at all
species not in prediction,Lasioglossum weemsi,Body length,4.57,,,0.48,severe,species not extracted at all
species not in prediction,Heriades carinata,Lecty,Polylectic,,carinataCresson,0.69,severe,species not extracted at all
species not in prediction,Andrena wilkella,Sociality,Solitary,,wilkella,0.67,severe,species not extracted at all
species not in prediction,Lasioglossum imitatum,Lecty,Polylectic,,imitatum,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum illinoense,Nest location,Belowground,,illinoense,0.61,severe,species not extracted at all
species not in prediction,Lasioglossum obscurum,Sociality,Social,,obscurum,0.55,severe,species not extracted at all
species not in prediction,Hoplitis pilosifrons,Sociality,Solitary,,pilosifrons,0.71,severe,species not extracted at all
species not in prediction,Andrena imitatrix,Sociality,Solitary,,andreniformisSmith,0.57,severe,species not extracted at all
species not in prediction,Augochloropsis metallica,Sociality,Social,,,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum oceanicum,Body length,6.72,,oceanicum,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum smilacinae,Nest location,Belowground,,smilacinae,0.61,severe,species not extracted at all
species not in prediction,Hoplitis producta,Nest location,Aboveground,,producta,0.64,severe,species not extracted at all
species not in prediction,Melissodes agilis,Sociality,Solitary,,agilisCresson,0.67,severe,species not extracted at all
species not in prediction,Augochlorella aurata,Nest location,Belowground,,,0.46,severe,species not extracted at all
species not in prediction,Apis mellifera,Nest location,Aboveground,,melliferaL.,0.75,severe,species not extracted at all
species not in prediction,Hylaeus mesillae,Nest location,Aboveground,,mesillae,0.67,severe,species not extracted at all
species not in prediction,Lasioglossum timothyi,Body length,6.10,,timothyi Gibbs,0.57,severe,species not extracted at all
species not in prediction,Lasioglossum cattellae,Nest location,Belowground,,cattellae,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum truncatum,Nest location,Belowground,,truncatum,0.58,severe,species not extracted at all
species not in prediction,Calliopsis andreniformis,Lecty,Polylectic,,andreniformisSmith,0.67,severe,species not extracted at all
species not in prediction,Svastra obliqua,Lecty,Oligolectic,,obliqua,0.64,severe,species not extracted at all
species not in prediction,Andrena commoda,Nest location,Belowground,,,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum hitchensi,Nest location,Belowground,,hitchensiGibbs,0.56,severe,species not extracted at all
species not in prediction,Megachile mendica,Nest location,Aboveground,,,0.54,severe,species not extracted at all
species not in prediction,Andrena wilkella,Body length,11.00,,wilkella,0.67,severe,species not extracted at all
species not in prediction,Lasioglossum weemsi,Nest location,Belowground,,,0.48,severe,species not extracted at all
species not in prediction,Hylaeus affinis,Sociality,Solitary,,affinis,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum obscurum,Body length,5.37,,obscurum,0.55,severe,species not extracted at all
species not in prediction,Halictus ligatus,Nest location,Belowground,,,0.54,severe,species not extracted at all
species not in prediction,Andrena imitatrix,Body length,10.00,,andreniformisSmith,0.57,severe,species not extracted at all
species not in prediction,Lasioglossum smilacinae,Lecty,Polylectic,,smilacinae,0.61,severe,species not extracted at all
species not in prediction,Peponapis pruinosa,Sociality,Solitary,,pruinosa,0.62,severe,species not extracted at all
species not in prediction,Eucera hamata,Sociality,Solitary,,hamata,0.63,severe,species not extracted at all
species not in prediction,Lasioglossum oceanicum,Nest location,Belowground,,oceanicum,0.58,severe,species not extracted at all
species not in prediction,Melissodes agilis,Body length,12.75,,agilisCresson,0.67,severe,species not extracted at all
species not in prediction,Ceratina mikmaqi,Lecty,Polylectic,,,0.42,severe,species not extracted at all
species not in prediction,Andrenaii,Lecty,Polylectic,,andreniformisSmith,0.59,severe,species not extracted at all
species not in prediction,Andrenaii,Lecty,Polylectic,,andreniformisSmith,0.59,severe,species not extracted at all
species not in prediction,Bombus impatiens,Sociality,Social,,impatiensCresson,0.56,severe,species not extracted at all
species not in prediction,Melissodes desponsus,Body length,12.75,,desponsusSmith,0.65,severe,species not extracted at all
species not in prediction,Lasioglossum illinoense,Sociality,Social,,illinoense,0.61,severe,species not extracted at all
species not in prediction,Lasioglossum fuscipenne,Sociality,Solitary,,fuscipenne,0.61,severe,species not extracted at all
species not in prediction,Augochlorella aurata,Sociality,Social,,,0.46,severe,species not extracted at all
species not in prediction,Andrena wilkella,Nest location,Belowground,,wilkella,0.67,severe,species not extracted at all
species not in prediction,Hylaeus mesillae,Sociality,Solitary,,mesillae,0.67,severe,species not extracted at all
species not in prediction,Bombus auricomus,Lecty,Polylectic,,auricomus,0.72,severe,species not extracted at all
species not in prediction,Bombus griseocollis,Body length,13.75,,griseocollis,0.77,severe,species not extracted at all
species not in prediction,Hylaeus affinis,Body length,5.50,,affinis,0.64,severe,species not extracted at all
species not in prediction,Ceratina strenua,Nest location,Aboveground,,carinataCresson,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum obscurum,Nest location,Belowground,,obscurum,0.55,severe,species not extracted at all
species not in prediction,Andrena commoda,Sociality,Solitary,,,0.55,severe,species not extracted at all
species not in prediction,Peponapis pruinosa,Body length,13.25,,pruinosa,0.62,severe,species not extracted at all
species not in prediction,Andrena imitatrix,Nest location,Belowground,,andreniformisSmith,0.57,severe,species not extracted at all
species not in prediction,Lasioglossum hitchensi,Sociality,Social,,hitchensiGibbs,0.56,severe,species not extracted at all
species not in prediction,Eucera hamata,Body length,16.50,,hamata,0.63,severe,species not extracted at all
species not in prediction,Ceratina dupla,Lecty,Polylectic,,,0.45,severe,species not extracted at all
species not in prediction,Melissodes comptoides,Lecty,Polylectic,,comptoidesRobertson,0.65,severe,species not extracted at all
species not in prediction,Megachile gemula,Sociality,Solitary,,,0.48,severe,species not extracted at all
species not in prediction,Lasioglossum coeruleum,Lecty,Polylectic,,coeruleum,0.58,severe,species not extracted at all
species not in prediction,Augochlora pura,Sociality,Solitary,,,0.42,severe,species not extracted at all
species not in prediction,Bombus impatiens,Body length,12.25,,impatiensCresson,0.56,severe,species not extracted at all
species not in prediction,Lasioglossum illinoense,Body length,4.70,,illinoense,0.61,severe,species not extracted at all
species not in prediction,Halictus ligatus,Sociality,Social,,,0.54,severe,species not extracted at all
species not in prediction,Melissodes desponsus,Nest location,Belowground,,desponsusSmith,0.65,severe,species not extracted at all
species not in prediction,Lasioglossum timothyi,Lecty,Polylectic,,timothyi Gibbs,0.57,severe,species not extracted at all
species not in prediction,Hoplitis spoliata,Sociality,Solitary,,spoliata,0.64,severe,species not extracted at all
species not in prediction,Hoplitis spoliata,Lecty,Polylectic,,spoliata,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum fuscipenne,Body length,9.00,,fuscipenne,0.61,severe,species not extracted at all
species not in prediction,Augochlorella aurata,Body length,5.50,,,0.46,severe,species not extracted at all
species not in prediction,Andrena wilkella,Lecty,Oligolectic,,wilkella,0.67,severe,species not extracted at all
species not in prediction,Hylaeus mesillae,Body length,4.25,,mesillae,0.67,severe,species not extracted at all
species not in prediction,Melissodes trinodis,Body length,11.50,,,0.44,severe,species not extracted at all
species not in prediction,Lasioglossum coriaceum,Sociality,Solitary,,coriaceum,0.58,severe,species not extracted at all
species not in prediction,Bombus griseocollis,Nest location,Belowground,,griseocollis,0.77,severe,species not extracted at all
species not in prediction,Hoplitis pilosifrons,Lecty,Polylectic,,pilosifrons,0.71,severe,species not extracted at all
species not in prediction,Augochloropsis metallica,Lecty,Polylectic,,,0.55,severe,species not extracted at all
species not in prediction,Andrena commoda,Body length,11.00,,,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum hitchensi,Body length,5.19,,hitchensiGibbs,0.56,severe,species not extracted at all
species not in prediction,Eucera hamata,Nest location,Belowground,,hamata,0.63,severe,species not extracted at all
species not in prediction,Megachile gemula,Body length,13.50,,,0.48,severe,species not extracted at all
species not in prediction,Melissodes agilis,Lecty,Oligolectic,,agilisCresson,0.67,severe,species not extracted at all
species not in prediction,Ceratina calcarata,Nest location,Aboveground,,calcarataRobertson,0.72,severe,species not extracted at all
species not in prediction,Anthophora abrupta,Sociality,Solitary,,abruptaSay,0.57,severe,species not extracted at all
species not in prediction,Augochlora pura,Body length,8.00,,,0.42,severe,species not extracted at all
species not in prediction,Halictus ligatus,Body length,9.00,,,0.54,severe,species not extracted at all
species not in prediction,Bombus impatiens,Nest location,Belowground,,impatiensCresson,0.56,severe,species not extracted at all
species not in prediction,Ceratina strenua,Sociality,Solitary,,carinataCresson,0.58,severe,species not extracted at all
species not in prediction,Calliopsis andreniformis,Nest location,Belowground,,andreniformisSmith,0.67,severe,species not extracted at all
species not in prediction,Agapostemon sericeus,Sociality,Solitary,,sericeus,0.57,severe,species not extracted at all
species not in prediction,Agapostemon virescens,Nest location,Belowground,,virescens,0.60,severe,species not extracted at all
species not in prediction,Calliopsis andreniformis,Sociality,Solitary,,andreniformisSmith,0.67,severe,species not extracted at all
species not in prediction,Svastra obliqua,Sociality,Solitary,,obliqua,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum fuscipenne,Nest location,Belowground,,fuscipenne,0.61,severe,species not extracted at all
species not in prediction,Lasioglossumii,Sociality,Social,,,0.52,severe,species not extracted at all
species not in prediction,Melissodes desponsus,Sociality,Solitary,,desponsusSmith,0.65,severe,species not extracted at all
species not in prediction,Hylaeus affinis,Lecty,Polylectic,,affinis,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum coriaceum,Body length,9.00,,coriaceum,0.58,severe,species not extracted at all
species not in prediction,Peponapis pruinosa,Lecty,Oligolectic,,pruinosa,0.62,severe,species not extracted at all
species not in prediction,Eucera hamata,Lecty,Polylectic,,hamata,0.63,severe,species not extracted at all
species not in prediction,Anthophora terminalis,Nest location,Aboveground,,,0.53,severe,species not extracted at all
species not in prediction,Melissodes bimaculatus,Nest location,Belowground,,bimaculatusCresson,0.75,severe,species not extracted at all
species not in prediction,Anthophora abrupta,Body length,14.50,,abruptaSay,0.57,severe,species not extracted at all
species not in prediction,Megachile gemula,Nest location,Aboveground,,,0.48,severe,species not extracted at all
species not in prediction,Bombus impatiens,Lecty,Polylectic,,impatiensCresson,0.56,severe,species not extracted at all
species not in prediction,Lasioglossum illinoense,Lecty,Polylectic,,illinoense,0.61,severe,species not extracted at all
species not in prediction,Augochlora pura,Nest location,Aboveground,,,0.42,severe,species not extracted at all
species not in prediction,Ceratina strenua,Body length,5.75,,carinataCresson,0.58,severe,species not extracted at all
species not in prediction,Bombus griseocollis,Sociality,Social,,griseocollis,0.77,severe,species not extracted at all
species not in prediction,Lasioglossum subviridatum,Nest location,Aboveground,,subviridatum,0.65,severe,species not extracted at all
species not in prediction,Bombus bimaculatus,Nest location,Belowground,,bimaculatus,0.76,severe,species not extracted at all
species not in prediction,Agapostemon sericeus,Body length,10.00,,sericeus,0.57,severe,species not extracted at all
species not in prediction,Hoplitis producta,Lecty,Polylectic,,producta,0.64,severe,species not extracted at all
species not in prediction,Calliopsis andreniformis,Body length,7.00,,andreniformisSmith,0.67,severe,species not extracted at all
species not in prediction,Svastra obliqua,Body length,15.25,,obliqua,0.64,severe,species not extracted at all
species not in prediction,Lasioglossum fuscipenne,Lecty,Polylectic,,fuscipenne,0.61,severe,species not extracted at all
species not in prediction,Ceratina calcarata,Sociality,Solitary,,calcarataRobertson,0.72,severe,species not extracted at all
species not in prediction,Augochlorella aurata,Lecty,Polylectic,,,0.46,severe,species not extracted at all
species not in prediction,Melissodes trinodis,Sociality,Solitary,,,0.44,severe,species not extracted at all
species not in prediction,Lasioglossumii,Body length,6.00,,,0.52,severe,species not extracted at all
species not in prediction,Apis mellifera,Lecty,Polylectic,,melliferaL.,0.75,severe,species not extracted at all
species not in prediction,Heriades carinata,Nest location,Aboveground,,carinataCresson,0.69,severe,species not extracted at all
species not in prediction,Hylaeus mesillae,Lecty,Polylectic,,mesillae,0.67,severe,species not extracted at all
species not in prediction,Bombus auricomus,Sociality,Social,,auricomus,0.72,severe,species not extracted at all
species not in prediction,Lasioglossum cattellae,Lecty,Polylectic,,cattellae,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum truncatum,Lecty,Polylectic,,truncatum,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum imitatum,Nest location,Belowground,,imitatum,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum coriaceum,Nest location,Belowground,,coriaceum,0.58,severe,species not extracted at all
species not in prediction,Megachile mendica,Lecty,Polylectic,,,0.54,severe,species not extracted at all
species not in prediction,Andrena commoda,Lecty,Polylectic,,,0.55,severe,species not extracted at all
species not in prediction,Lasioglossum hitchensi,Lecty,Polylectic,,hitchensiGibbs,0.56,severe,species not extracted at all
species not in prediction,Agapostemon virescens,Sociality,Solitary,,virescens,0.60,severe,species not extracted at all
species not in prediction,Lasioglossum weemsi,Lecty,Polylectic,,,0.48,severe,species not extracted at all
species not in prediction,Lasioglossum cinctipes,Sociality,Social,,cinctipes,0.58,severe,species not extracted at all
species not in prediction,Augochlora pura,Lecty,Polylectic,,,0.42,severe,species not extracted at all
species not in prediction,Anthophora abrupta,Nest location,Belowground,,abruptaSay,0.57,severe,species not extracted at all
species not in prediction,Halictus ligatus,Lecty,Polylectic,,,0.54,severe,species not extracted at all
species not in prediction,Heriades variolosa,Sociality,Solitary,,variolosa,0.67,severe,species not extracted at all
species not in prediction,Lasioglossum birkmanni,Sociality,Solitary,,birkmanni,0.58,severe,species not extracted at all
species not in prediction,Lasioglossum oceanicum,Lecty,Polylectic,,oceanicum,0.58,severe,species not extracted at all
species not in prediction,Anthophora terminalis,Sociality,Solitary,,,0.53,severe,species not extracted at all
species not in prediction,Ceratina calcarata,Body length,7.25,,calcarataRobertson,0.72,severe,species not extracted at all
species not in prediction,Melissodes bimaculatus,Sociality,Solitary,,bimaculatusCresson,0.75,severe,species not extracted at all
species not in prediction,Svastra obliqua,Nest location,Belowground,,obliqua,0.64,severe,species not extracted at all
