basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
Occurrence,Lithraeus sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Lithraeus egenus,length (mm) ± standard deviation,,1.78 ± 0.01,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Lithraeus egenus,Body weight (mg)a,,0.2,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Lithraeus egenus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Lithraeus egenus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Acanthoscelides obtectus,length (mm) ± standard deviation,,3.87 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Acanthoscelides obtectus,Body weight (mg)a,,1.07,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Acanthoscelides obtectus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Acanthoscelides obtectus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthaxia concinna,length (mm) ± standard deviation,,5.22 ± 0.19,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthaxia concinna,Body weight (mg)a,,2.04,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Anthaxia concinna,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Anthaxia concinna,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal/Flower,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Conognatha sagittaria,length (mm) ± standard deviation,,16.61 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Conognatha sagittaria,Body weight (mg)a,,25.01,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Conognatha sagittaria,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Xylophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Conognatha sagittaria,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal/Flower,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthaxia cupriceps,length (mm) ± standard deviation,,4.24 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Anthaxia cupriceps,Body weight (mg)a,,1.3,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Anthaxia cupriceps,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Xylophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Anthaxia cupriceps,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal/Flower,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cantharis variabilis,length (mm) ± standard deviation,,5.62 ± 0.11,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cantharis variabilis,Body weight (mg)a,,2.39,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Cantharis variabilis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Pollinivorous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cantharis variabilis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal/Flower,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Pterostichus aerea,length (mm) ± standard deviation,,14.76 ± 2.04,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Pterostichus aerea,Body weight (mg)a,,19.38,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Pterostichus aerea,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Pterostichus aerea,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetragonoderus viridis,length (mm) ± standard deviation,,5.41 ± 0.03,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetragonoderus viridis,Body weight (mg)a,,2.2,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Tetragonoderus viridis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Tetragonoderus viridis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetragonoderus sp.,length (mm) ± standard deviation,,5.71 ± 0.22,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetragonoderus sp.,Body weight (mg)a,,2.48,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Tetragonoderus sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Tetragonoderus sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Metius sp.,length (mm) ± standard deviation,,10.19 ± 0.52,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Metius sp.,Body weight (mg)a,,8.68,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Metius sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Metius sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bradycellus chilensis,length (mm) ± standard deviation,,4.29 ± 0.4,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Bradycellus chilensis,Body weight (mg)a,,1.33,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Bradycellus chilensis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Bradycellus chilensis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Creobius sp.,length (mm) ± standard deviation,,6.44 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Creobius sp.,Body weight (mg)a,,3.21,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Creobius sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Creobius sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Ceroglossus chilensis,length (mm) ± standard deviation,,23.24 ± 0.12,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Ceroglossus chilensis,Body weight (mg)a,,51.75,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Ceroglossus chilensis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Ceroglossus chilensis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Creobius eydouxii,length (mm) ± standard deviation,,17.98 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Creobius eydouxii,Body weight (mg)a,,29.7,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Creobius eydouxii,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Creobius eydouxii,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Mimodromites nigrotestaceus,length (mm) ± standard deviation,,5.72 ± 0.62,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Mimodromites nigrotestaceus,Body weight (mg)a,,2.48,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Mimodromites nigrotestaceus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Mimodromites nigrotestaceus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus unistriatus,length (mm) ± standard deviation,,8.03 ± 0.95,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus unistriatus,Body weight (mg)a,,5.18,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus unistriatus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus unistriatus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Paramecus laevigatus,length (mm) ± standard deviation,,8.23 ± 0.72,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Paramecus laevigatus,Body weight (mg)a,,5.47,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Paramecus laevigatus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Paramecus laevigatus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus sp.,length (mm) ± standard deviation,,15.62 ± 0.98,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus sp.,Body weight (mg)a,,21.88,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Calosoma vagans,length (mm) ± standard deviation,,20.98 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Calosoma vagans,Body weight (mg)a,,41.49,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Calosoma vagans,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Calosoma vagans,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Parhypates bonelli,length (mm) ± standard deviation,,10.8 ± 1,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Parhypates bonelli,Body weight (mg)a,,9.85,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Parhypates bonelli,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Parhypates bonelli,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus chalceus,length (mm) ± standard deviation,,14.02 ± 1.17,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus chalceus,Body weight (mg)a,,17.33,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus chalceus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus chalceus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus aerea,length (mm) ± standard deviation,,19.6 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Trirammatus aerea,Body weight (mg)a,,35.8,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus aerea,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Trirammatus aerea,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Metius giga,length (mm) ± standard deviation,,9.7 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Metius giga,Body weight (mg)a,,7.8,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Metius giga,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Metius giga,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Allendia chilensis,length (mm) ± standard deviation,,9.69 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Allendia chilensis,Body weight (mg)a,,7.78,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Allendia chilensis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Allendia chilensis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Chaectonema sp.,length (mm) ± standard deviation,,2.45 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Chaectonema sp.,Body weight (mg)a,,0.4,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Chaectonema sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Chaectonema sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Kuschelina decorata,length (mm) ± standard deviation,,5.24 ± 0.09,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Kuschelina decorata,Body weight (mg)a,,2.05,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Kuschelina decorata,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Kuschelina decorata,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal/ Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Aulondera darwini,length (mm) ± standard deviation,,2.24 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Aulondera darwini,Body weight (mg)a,,0.33,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aulondera darwini,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Aulondera darwini,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Lexiphanes variabilis,length (mm) ± standard deviation,,2.76 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Lexiphanes variabilis,Body weight (mg)a,,0.51,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Lexiphanes variabilis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Lexiphanes variabilis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Jansonius aeneus,length (mm) ± standard deviation,,3.07 ± 0.38,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Jansonius aeneus,Body weight (mg)a,,0.65,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Jansonius aeneus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Jansonius aeneus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Arboreal,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Sphaerothorax andensis,length (mm) ± standard deviation,,1.09 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Sphaerothorax andensis,Body weight (mg)a,,0.07,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Sphaerothorax andensis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Mycetophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Sphaerothorax andensis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Psyllobora picta,length (mm) ± standard deviation,,3.11 ± 0.13,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Psyllobora picta,Body weight (mg)a,,0.66,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Psyllobora picta,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator/ Mycetophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Psyllobora picta,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Foliage,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Harmonia axyridis,length (mm) ± standard deviation,,7.15 ± 1.56,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Harmonia axyridis,Body weight (mg)a,,4.02,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Harmonia axyridis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Harmonia axyridis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Foliage,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Eriopis connexa,length (mm) ± standard deviation,,5.56 ± 0.08,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Eriopis connexa,Body weight (mg)a,,2.34,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Eriopis connexa,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Eriopis connexa,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Foliage,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Hyperaspis nana,length (mm) ± standard deviation,,2.3 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Hyperaspis nana,Body weight (mg)a,,0.35,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Hyperaspis nana,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Hyperaspis nana,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Foliage,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cercyon sp.,length (mm) ± standard deviation,,2.1 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cercyon sp.,Body weight (mg)a,,0.28,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Cercyon sp.,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Predator,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cercyon sp.,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Foliage,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Micrambina basalis,length (mm) ± standard deviation,,1.76 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Micrambina basalis,Body weight (mg)a,,0.19,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Micrambina basalis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Mycetophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Micrambina basalis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Xyleborinus saxeseni,length (mm) ± standard deviation,,2.89 ± 0.48,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Xyleborinus saxeseni,Body weight (mg)a,,0.57,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Xyleborinus saxeseni,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Xylophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Xyleborinus saxeseni,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Aramigus tessellatus,length (mm) ± standard deviation,,6.4 ± 0.28,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Aramigus tessellatus,Body weight (mg)a,,3.16,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Aramigus tessellatus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Aramigus tessellatus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Otiorhynchus sulcatus,length (mm) ± standard deviation,,9.69 ± 0.35,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Otiorhynchus sulcatus,Body weight (mg)a,,7.78,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Otiorhynchus sulcatus,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Otiorhynchus sulcatus,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Rhopalomerus tenuirostris,length (mm) ± standard deviation,,3.9 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Rhopalomerus tenuirostris,Body weight (mg)a,,1.08,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Rhopalomerus tenuirostris,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Rhopalomerus tenuirostris,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Polydrusus nothofagi,length (mm) ± standard deviation,,3.98 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Polydrusus nothofagi,Body weight (mg)a,,1.13,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Polydrusus nothofagi,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Polydrusus nothofagi,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Hybreoleptops tuberculifer,length (mm) ± standard deviation,,10.85 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Hybreoleptops tuberculifer,Body weight (mg)a,,9.95,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Hybreoleptops tuberculifer,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Hybreoleptops tuberculifer,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cylydrorhinus carinicollis,length (mm) ± standard deviation,,8.69 ± 1.32,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Cylydrorhinus carinicollis,Body weight (mg)a,,6.14,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Cylydrorhinus carinicollis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cylydrorhinus carinicollis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Listronotus bonariensis,length (mm) ± standard deviation,,2.93 ± 0,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Listronotus bonariensis,Body weight (mg)a,,0.58,mg,single observation,,both,adult,,,,,,,,,,,
Occurrence,Listronotus bonariensis,Main foraging guild,Extraction of functional trait data from existing bibliographic references (34 references),Phytophagous,,mode,,both,adult,,,,,,,,,,,
Occurrence,Listronotus bonariensis,Habitat use guild,Data extracted from 34 bibliographic references (including 84–92),Geophilous,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Otiorhynchus subglobosus,length (mm) ± standard deviation,,6.52 ± 0,mm,mean,,both,adult,,,,,,,,,,,
