cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Puranius fasciculiger,Body Length,4.1 ± 0,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Kuschelina decorata,Habitat-use guild,Geophilous,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Kuschelina decorata,Habitat-use guild,Arboreal,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylamorpha elegans,Main foraging guild,Saprophagous,Phytophagous/Saprophagous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Hylamorpha elegans,Main foraging guild,Phytophagous,Phytophagous/Saprophagous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Corticaria ferruginea,Habitat-use guild,Arboreal,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Corticaria ferruginea,Habitat-use guild,Geophilous,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species present, trait missing",Anaballetus chilensis,Body Length,2.6 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Jansonius aeneus,Body Length,3.07 ± 0.38,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Mordella abbreviata,Body Length,3.45 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Trirammatus chalceus,Body Length,14.02 ± 1.17,,,,moderate,the trait was not extracted for this species
species not in prediction,Pyractonema sp.,Body weight,12.59,,Pyrractonema sp.,0.97,severe,species not extracted at all
"species present, trait missing",Tropisternus setiger,Body Length,9.66 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Xyleborinus saxeseni,Body Length,2.89 ± 0.48,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Epuraea sp.,Habitat-use guild,Flower,Flower/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Epuraea sp.,Habitat-use guild,Geophilous,Flower/ Geophilous,,,moderate,predicted a different value for this trait
"species present, trait missing",Mesembria adrasta,Body Length,4.97 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Gnathymenus apterus,Body Length,3.34 ± 0.49,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Lexiphanes variabilis,Body Length,2.76 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Trirammatus aerea,Body Length,19.6 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Phelister chilicola,Body Length,2.99 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hylamorpha elegans,Body Length,12.27 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Anthaxia concinna,Body Length,5.22 ± 0.19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pterostichus aerea,Body Length,14.76 ± 2.04,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Metius sp.,Body Length,10.19 ± 0.52,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Otiorhynchus subglobosus,Body Length,6.52 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cercyon analis,Body Length,2.7 ± 0.26,,,,moderate,the trait was not extracted for this species
species not in prediction,Enneboeus baeckstroemi,Habitat-use guild,Geophilous,,Enneboeus baeck-stroemi,0.67,severe,species not extracted at all
"species present, trait missing",Cercyon sp.,Body Length,2.1 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Trirammatus sp.,Body Length,15.62 ± 0.98,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Mimodromites nigrotestaceus,Body Length,5.72 ± 0.62,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Acrotrichis sp.,Body Length,0.91 ± 0.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Parhypates bonelli,Body Length,10.8 ± 1,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Mordella solieri,Main foraging guild,Saprophagous,Pollinivorous/Saprophagous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Mordella solieri,Main foraging guild,Pollinivorous,Pollinivorous/Saprophagous,,,moderate,predicted a different value for this trait
"species present, trait missing",Otiorhynchus sulcatus,Body Length,9.69 ± 0.35,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Cantharis variabilis,Habitat-use guild,Arboreal,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Cantharis variabilis,Habitat-use guild,Flower,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species present, trait missing",Rhopalomerus tenuirostris,Body Length,3.9 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cantharis variabilis,Body Length,5.62 ± 0.11,,,,moderate,the trait was not extracted for this species
species not in prediction,Pyractonema sp.,Habitat-use guild,Arboreal,,Pyrractonema sp.,0.97,severe,species not extracted at all
species not in prediction,Pyractonema sp.,Habitat-use guild,Geophilous,,Pyrractonema sp.,0.97,severe,species not extracted at all
"species present, trait missing",Cylydrorhinus carinicollis,Body Length,8.69 ± 1.32,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Sericoides obesa,Habitat-use guild,Arboreal,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Sericoides obesa,Habitat-use guild,Geophilous,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species present, trait missing",Trirammatus unistriatus,Body Length,8.03 ± 0.95,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Conognatha sagittaria,Habitat-use guild,Flower,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Conognatha sagittaria,Habitat-use guild,Arboreal,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species present, trait missing",Chaectonema sp.,Body Length,2.45 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Kuschelina decorata,Body Length,5.24 ± 0.09,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Deromecus castaneipennis,Body Length,12.6 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Corticaria ferruginea,Body Length,1.84 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Parasidis porteri,Body Length,1.24 ± 0.02,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Archeocrypticus topali,Body Length,3.93 ± 0.23,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anthaxia cupriceps,Habitat-use guild,Flower,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthaxia cupriceps,Habitat-use guild,Arboreal,Arboreal/Flower,,,moderate,predicted a different value for this trait
"species present, trait missing",Lithraeus egenus,Body Length,1.78 ± 0.01,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Calosoma vagans,Body Length,20.98 ± 0,,,,moderate,the trait was not extracted for this species
species not in prediction,Enneboeus baeckstroemi,Main foraging guild,Saprophagous,,Enneboeus baeck-stroemi,0.67,severe,species not extracted at all
"species present, trait missing",Tetragonoderus sp.,Body Length,5.71 ± 0.22,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Mordella solieri,Body Length,5.92 ± 0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Epuraea sp.,Body Length,1.96 ± 0,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pyractonema obscura,Habitat-use guild,Arboreal,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pyractonema obscura,Habitat-use guild,Geophilous,Arboreal/ Geophilous,,,moderate,predicted a different value for this trait
"species present, trait missing",Paramecus laevigatus,Body Length,8.23 ± 0.72,,,,moderate,the trait was not extracted for this species
species not in prediction,Pyractonema sp.,Main foraging guild,Predator,,Pyrractonema sp.,0.97,severe,species not extracted at all
"species present, trait missing",Hyperaspis nana,Body Length,2.3 ± 0,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Anthrenus chilensis,Main foraging guild,Saprophagous,Saprophagous/Pollinivorous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Anthrenus chilensis,Main foraging guild,Pollinivorous,Saprophagous/Pollinivorous,,,moderate,predicted a different value for this trait
"species present, trait missing",Creobius sp.,Body Length,6.44 ± 0,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Platylytra vitticolle,Habitat-use guild,Flower,Geophilous/ Flower,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Platylytra vitticolle,Habitat-use guild,Geophilous,Geophilous/ Flower,,,moderate,predicted a different value for this trait
species not in prediction,Enneboeus baeckstroemi,Body Length,3.69 ± 0,,Enneboeus baeck-stroemi,0.67,severe,species not extracted at all
