City,Location,Management,Date,Month,Day,Year,Intertegular.d,Head.w,I.D.,Neighborhood,Garden.area,Med.Income.scaled,City.med.income,Percent.income,popdens,DDG_15,DDG_16,CV_15,CV_16,scaled.garden,income,PGDD,15Temp
Chicago,Legends,urban.farm,29.Jun.16,June,29,2016,0.118,0.194,20162239,Little.Village,2888.2,3290,52497,62.67024782,18800,21.1733333,12.2366667,6.2362126,3.8356677,28.882,low,2038.55,21.18518518
Chicago,Legends,urban.farm,29.Jun.16,June,29,2016,0.119,0.203,20162236,Little.Village,2888.2,3290,52497,62.67024782,18800,21.1733333,12.2366667,6.2362126,3.8356677,28.882,low,2038.55,21.18518518
Chicago,Legends,urban.farm,29.Jun.16,June,29,2016,0.105,0.177,20162237,Little.Village,2888.2,3290,52497,62.67024782,18800,21.1733333,12.2366667,6.2362126,3.8356677,28.882,low,2038.55,21.18518518
Chicago,Legends,urban.farm,29.Jun.16,June,29,2016,0.127,0.235,20162235,Little.Village,2888.2,3290,52497,62.67024782,18800,21.1733333,12.2366667,6.2362126,3.8356677,28.882,low,2038.55,21.18518518
Chicago,Legends,urban.farm,29.Jun.16,June,29,2016,0.121,0.2,20162234,Little.Village,2888.2,3290,52497,62.67024782,14410,21.1733333,12.2366667,6.2362126,3.8356677,28.882,low,2038.55,21.18518518
Chicago,El.Paseo,community.garden,02.Aug.16,August,2,2016,0.125,0.217,20162615,Pilsen,2666.9,3730,52497,71.05167914,14410,23.4677419,14.3,8.6872342,7.4815466,26.669,low,2038.55,23.47670251
Chicago,El.Paseo,community.garden,02.Aug.16,August,2,2016,0.122,0.212,20162618,Pilsen,2666.9,3730,52497,71.05167914,14410,23.4677419,14.3,8.6872342,7.4815466,26.669,low,2038.55,23.47670251
Chicago,El.Paseo,community.garden,02.Aug.16,August,2,2016,0.121,0.218,20162619,Pilsen,2666.9,3730,52497,71.05167914,14410,23.4677419,14.3,8.6872342,7.4815466,26.669,low,2038.55,23.47670251
Chicago,El.Paseo,community.garden,02.Aug.16,August,2,2016,0.131,0.22,20162624,Pilsen,2666.9,3730,52497,71.05167914,14410,23.4677419,14.3,8.6872342,7.4815466,26.669,low,2038.55,23.47670251
Chicago,El.Paseo,community.garden,02.Sep.16,SepOct,2,2016,0.134,0.23,20161822,Pilsen,2666.9,3730,52497,71.05167914,14410,17.86989245,7.55010755,4.42006615,2.1703106,26.669,low,2038.55,17.86887694
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.123,0.205,20161558,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.127,0.218,20161573,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.122,0.204,20161569,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.121,0.208,20161567,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.131,0.219,20161563,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.112,0.196,20161580,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.126,0.209,20161592,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.119,0.198,20161623,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.145,0.245,20161614,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.125,0.209,20161635,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.133,0.221,20161615,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,09.Aug.16,August,9,2016,0.149,0.257,20161640,Near.west.side,3720.7,5550,52497,105.7203269,13410,23.4677419,14.3,8.6872342,7.4815466,37.207,med,2038.55,23.47670251
Chicago,Maxwell.Street,community.garden,12.Jul.16,July,12,2016,0.114,0.197,20162434,Near.west.side,3720.7,5550,52497,105.7203269,13410,24.0290323,14.1064516,6.9773671,5.5228372,37.207,med,2038.55,24.02329749
Chicago,Maxwell.Street,community.garden,12.Jul.16,July,12,2016,0.111,0.186,20162465,Near.west.side,3720.7,5550,52497,105.7203269,13410,24.0290323,14.1064516,6.9773671,5.5228372,37.207,med,2038.55,24.02329749
Chicago,Maxwell.Street,community.garden,31.May.16,May,31,2016,0.124,0.212,20162006,Near.west.side,3720.7,5550,52497,105.7203269,13410,17.4903226,5.5709677,3.3652517,1.0544698,37.207,med,2038.55,17.49103943
Chicago,Maxwell.Street,community.garden,31.May.16,May,31,2016,0.124,0.2,20162021,Near.west.side,2666.9,5550,52497,105.7203269,13410,17.4903226,5.5709677,3.3652517,1.0544698,26.669,med,2038.55,17.49103943
Chicago,Maxwell.Street,community.garden,31.May.16,May,31,2016,0.13,0.222,20162025,Near.west.side,3720.7,5550,52497,105.7203269,13410,17.4903226,5.5709677,3.3652517,1.0544698,37.207,med,2038.55,17.49103943
Chicago,Maxwell.Street,community.garden,31.May.16,May,31,2016,0.141,0.252,20162011,Near.west.side,3720.7,5550,52497,105.7203269,13410,17.4903226,5.5709677,3.3652517,1.0544698,37.207,med,2038.55,17.49103943
Chicago,Wicker.park,community.garden,03.Aug.16,August,3,2016,0.114,0.192,20162587,West.town,1241,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,12.41,med,2038.55,23.47670251
Chicago,Wicker.park,community.garden,03.Aug.16,August,3,2016,0.118,0.199,20162589,West.town,1241,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,12.41,med,2038.55,23.47670251
Chicago,Wicker.park,community.garden,03.Aug.16,August,3,2016,0.129,0.211,20162581,West.town,1241,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,12.41,med,2038.55,23.47670251
Chicago,Wicker.park,community.garden,03.Aug.16,August,3,2016,0.121,0.203,20162580,West.town,1241,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,12.41,med,2038.55,23.47670251
Chicago,Rodeo.Farm,urban.farm,26.Aug.16,August,26,2016,0.145,0.251,20161713,West.town,1950.1,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,19.501,med,2038.55,23.47670251
Chicago,Rodeo.Farm,urban.farm,26.Aug.16,August,26,2016,0.151,0.264,20161755,West.town,1950.1,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,19.501,med,2038.55,23.47670251
Chicago,Rodeo.Farm,urban.farm,26.Aug.16,August,26,2016,0.155,0.28,20161740,West.town,1950.1,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,19.501,med,2038.55,23.47670251
Chicago,Rodeo.Farm,urban.farm,26.Aug.16,August,26,2016,0.145,0.24,20161732,West.town,1950.1,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,19.501,med,2038.55,23.47670251
Chicago,Rodeo.Farm,urban.farm,26.Aug.16,August,26,2016,0.118,0.205,20161741,West.town,1950.1,6830,52497,130.1026725,10090,23.4677419,14.3,8.6872342,7.4815466,19.501,med,2038.55,23.47670251
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.15,0.266,20162527,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,med,2038.55,24.02329749
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.138,0.218,20162525,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,high,2038.55,24.02329749
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.139,0.236,20162520,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,high,2038.55,24.02329749
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.127,0.204,20162517,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,high,2038.55,24.02329749
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.13,0.217,20162515,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,high,2038.55,24.02329749
Chicago,City.Farm,urban.farm,22.Jul.16,July,22,2016,0.121,0.2,20162514,Near.north.side,3849.1,8530,52497,162.4854754,45640,24.0290323,14.1064516,6.9773671,5.5228372,38.491,high,2038.55,24.02329749
Chicago,City.Farm,urban.farm,23.Jun.16,June,23,2016,0.142,0.243,20162155,Near.north.side,3849.1,8530,52497,162.4854754,45640,21.1733333,12.2366667,6.2362126,3.8356677,38.491,high,2038.55,21.18518518
Chicago,Waters,community.garden,21.Jun.16,June,21,2016,0.122,0.207,20162133,North.center,5195.8,9140,52497,174.105187,14100,21.1733333,12.2366667,6.2362126,3.8356677,51.958,high,2038.55,21.18518518
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.139,0.233,20161959,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.154,0.27,20161958,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.143,0.249,20161888,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.159,0.277,20161892,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.138,0.235,20161893,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.15,0.269,20161891,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.14,0.226,20161889,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Chicago,Waters,community.garden,13.Sep.16,SepOct,13,2016,0.138,0.246,20161918,North.center,5195.8,9140,52497,174.105187,14100,17.86989245,7.55010755,4.42006615,2.1703106,51.958,high,2038.55,17.86887694
Detroit.,Scott.Street,urban.farm,05.Jul.16,July,5,2016,0.184,0.291,20163033,Forest.Park,4452.4,1180,27238,43.3218298,4270,22.2709677,14.4887097,7.1958754,5.4211429,44.524,low,1746.55,22.5
Detroit.,Scott.Street,urban.farm,05.Jul.16,July,5,2016,0.181,0.289,20163032,Forest.Park,4452.4,1180,27238,43.3218298,4270,22.2709677,14.4887097,7.1958754,5.4211429,44.524,low,1746.55,22.5
Detroit.,Art.Center.,community.garden,08.Aug.16,August,8,2016,0.167,0.265,20160025,Midtown,2448.5,1450,27238,53.23445187,8320,23.4677419,14.3,8.6872342,7.4815466,24.485,low,1746.55,21.71326165
Detroit.,Art.Center.,community.garden,08.Aug.16,August,8,2016,0.175,0.294,20160021,Midtown,2448.5,1450,27238,53.23445187,8320,21.883871,14.7080645,7.7990741,6.7332901,24.485,low,1746.55,21.71326165
Detroit.,Art.Center.,community.garden,13.Jun.16,June,13,2016,0.185,0.299,20160703,Midtown,2448.5,1450,27238,53.23445187,8320,19.8633333,11.3866667,6.4781149,3.7601756,24.485,low,1746.55,19.65185185
Detroit.,MUFI,urban.farm,28.Jun.16,June,28,2016,0.161,0.251,20160206,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,19.8633333,11.3866667,6.4781149,3.7601756,33.792,low,1746.55,19.65185185
Detroit.,MUFI,urban.farm,28.Jun.16,June,28,2016,0.18,0.283,20160175,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,19.8633333,11.3866667,6.4781149,3.7601756,33.792,low,1746.55,19.65185185
Detroit.,MUFI,urban.farm,28.Jun.16,June,28,2016,0.171,0.273,20160185,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,19.8633333,11.3866667,6.4781149,3.7601756,33.792,low,1746.55,19.65185185
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.2,0.337,20160772,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.197,0.332,20160852,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.203,0.323,20160783,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.205,0.324,20160800,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.186,0.286,20160788,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.205,0.328,20160829,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.191,0.32,20160821,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,MUFI,urban.farm,20.May.16,May,20,2016,0.185,0.286,20160796,Milwaukee.junction,3379.2,1860,27238,68.28695205,980,17.2129032,5.6516129,3.8015867,1.0317541,33.792,low,1746.55,16.91218638
Detroit.,Gold.Cash.Gold,urban.farm,05.Jul.16,July,5,2016,0.181,0.285,20163043,Briggs,298.6,2190,27238,80.40237903,2760,22.2709677,14.4887097,7.1958754,5.4211429,2.986,med,1746.55,22.5
Detroit.,Gold.Cash.Gold,urban.farm,09.Sep.16,SepOct,9,2016,0.178,0.293,20161345,Briggs,298.6,2190,27238,80.40237903,2760,16.4351613,6.5287366,4.1750287,1.73652475,2.986,med,1746.55,16.40609319
Detroit.,Voices.for.Earth.Justice.,community.garden,06.Jul.16,July,6,2016,0.179,0.269,20160999,Riverdale,580.2,2300,27238,84.44085469,3780,22.2709677,14.4887097,7.1958754,5.4211429,5.802,med,1746.55,22.5
Detroit.,Voices.for.Earth.Justice.,community.garden,06.Jul.16,July,6,2016,0.121,0.205,20160098,Riverdale,580.2,2300,27238,84.44085469,3780,22.2709677,14.4887097,7.1958754,5.4211429,5.802,med,1746.55,22.5
Detroit.,Voices.for.Earth.Justice.,community.garden,23.May.16,May,23,2016,0.199,0.312,20160729,Riverdale,580.2,2300,27238,84.44085469,3780,17.2129032,5.6516129,3.8015867,1.0317541,5.802,med,1746.55,16.91218638
Detroit.,Voices.for.Earth.Justice.,community.garden,20.Sep.16,SepOct,20,2016,0.168,0.283,20161391,Riverdale,580.2,2300,27238,84.44085469,3780,16.4351613,6.5287366,4.1750287,1.73652475,5.802,med,1746.55,16.40609319
Detroit.,Buffalo.Street.Farm,urban.farm,17.Jul.16,July,17,2016,0.183,0.287,20161021,Hamtramck,9570,2370,27238,87.01079374,10749,22.2709677,14.4887097,7.1958754,5.4211429,95.7,med,1746.55,22.5
Detroit.,Buffalo.Street.Farm,urban.farm,07.Jul.16,July,7,2016,0.148,0.247,20161022,Hamtramck,9570,2370,27238,87.01079374,10749,22.2709677,14.4887097,7.1958754,5.4211429,95.7,med,1746.55,22.5
Detroit.,Buffalo.Street.Farm,urban.farm,07.Jul.16,July,7,2016,0.127,0.213,20162732,Hamtramck,9570,2370,27238,87.01079374,10749,22.2709677,14.4887097,7.1958754,5.4211429,95.7,med,1746.55,22.5
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.147,0.259,20162701,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.146,0.244,20162704,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.156,0.253,20162705,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.149,0.239,20162690,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.134,0.225,20162675,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.145,0.233,20162672,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.13,0.228,20162684,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.147,0.259,20162682,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Buffalo.Street.Farm,urban.farm,24.May.16,May,24,2016,0.147,0.249,20162689,Hamtramck,9570,2370,27238,87.01079374,10749,17.2129032,5.6516129,3.8015867,1.0317541,95.7,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,17.Aug.16,August,17,2016,0.188,0.326,20161159,Virginia.park,8699.4,2810,27238,103.1646964,7870,21.883871,14.7080645,7.7990741,6.7332901,86.994,med,1746.55,21.71326165
Detroit.,Food.Field.,urban.farm,17.Aug.16,August,17,2016,0.201,0.327,20162815,Virginia.park,8699.4,2810,27238,103.1646964,7870,21.883871,14.7080645,7.7990741,6.7332901,86.994,med,1746.55,21.71326165
Detroit.,Food.Field.,urban.farm,17.Aug.16,August,17,2016,0.149,0.259,20162814,Virginia.park,8699.4,2810,27238,103.1646964,7870,21.883871,14.7080645,7.7990741,6.7332901,86.994,med,1746.55,21.71326165
Detroit.,Food.Field.,urban.farm,17.Aug.16,August,17,2016,0.166,0.276,20162818,Virginia.park,8699.4,2810,27238,103.1646964,7870,21.883871,14.7080645,7.7990741,6.7332901,86.994,med,1746.55,21.71326165
Detroit.,Food.Field.,urban.farm,17.Aug.16,August,17,2016,0.179,0.285,20162909,Virginia.park,8699.4,2810,27238,103.1646964,7870,21.883871,14.7080645,7.7990741,6.7332901,86.994,med,1746.55,21.71326165
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.187,0.317,20160492,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.188,0.319,20160480,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.14,0.24,20160111,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.144,0.253,20160133,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.15,0.254,20160104,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.135,0.227,20160356,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.146,0.248,20160543,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.145,0.233,20160421,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.117,0.194,20160522,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.112,0.185,20160409,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
Detroit.,Food.Field.,urban.farm,19.May.16,May,19,2016,0.122,0.195,20160245,Virginia.park,8699.4,2810,27238,103.1646964,7870,17.2129032,5.6516129,3.8015867,1.0317541,86.994,med,1746.55,16.91218638
