cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Leptothorax nylanderi,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax lichtensteini,maximum lifespan,17,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica exsecta,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia ruginodis,colony founding,found new colonies independently and dependently,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Atta cephalotes,maximum lifespan,13.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Atta cephalotes,maximum lifespan,10.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Atta sexdens,maximum lifespan,15.3,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Atta sexdens,maximum lifespan,14,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica sanguinea,colony founding,"found new colonies independently, dependently and parasitize colonies of other ant species",Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Pogonomyrmex barbatus,maximum lifespan,20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pogonomyrmex owyheei,mean lifespan,17,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax acervorum,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax unifasciatus,maximum lifespan,12,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia lobicornis,mean lifespan,<2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica polyctena,mean lifespan,5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Linepithema humile,mean lifespan,0.9,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Messor semirufus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Solenopsis invicta,colony founding,found new colonies independently and dependently,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Formica fusca,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmecia limanica,mean lifespan,1.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia nigriceps,maximum lifespan,7.02,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax rabaudi,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Macrotermes bellicosus,mean lifespan,>11,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus consobrinus,maximum lifespan,>7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Macrotermes michaelseni,mean lifespan,ca. 18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia sabuleti,maximum lifespan,4,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax acervorum,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasius flavus,maximum lifespan,22.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax melas,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leptothorax parvulus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasius alienus,maximum lifespan,9,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia tahoensis,mean lifespan,<2,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia sabuleti,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leptothorax lichtensteini,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax nylanderi,mean lifespan,15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium pharaonis,maximum lifespan,0.7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Reticulitermes santonensis,maximum lifespan,>7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica exsecta,mean lifespan,20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia ruginodis,mean lifespan,<1.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Atta sexdens,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pogonomyrmex barbatus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Sericomyrmex urichi,maximum lifespan,11,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax unifasciatus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Odontomachus insularis,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax parvulus,maximum lifespan,12,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax affinis,maximum lifespan,12,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Macrotermes subhyalinus,maximum lifespan,>17,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tapinoma sessile,maximum lifespan,a few weeks,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Zootermopsis angusticollis,maximum lifespan,5.09,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia vindex,maximum lifespan,10.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Harpagoxenus sublaevis,mean lifespan,10,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Diacamma cf. rugosum,mean lifespan,1.06,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus perthiana,maximum lifespan,23.2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Solenopsis invicta,mean lifespan,5.8-6.8,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus lateralis,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
species not in prediction,Aphaenogaster rudis,mean lifespan,8.07,,Aphaenogaster rudisc,0.97,severe,species not extracted at all
"species+trait present, value differs",Myrmecia nigriceps,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Kalotermes minor,maximum lifespan,14,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia gulosa,maximum lifespan,12.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Stenamma westwoodi,maximum lifespan,17-18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax rabaudi,mean lifespan,5.09,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pogonomyrmex badius,maximum lifespan,18,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Formica rufibarbis,maximum lifespan,14,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax exilis,maximum lifespan,>16,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontomachus insularis,maximum lifespan,4.05,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia sulcinodis,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus consobrinus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia sabuleti,colony founding,found new colonies independently and dependently,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Wasmannia auropunctata,mean lifespan,1.01,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Lasius flavus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lasius alienus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Odontomachus haematoda,maximum lifespan,4.05,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax melas,mean lifespan,9.03,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus lateralis,maximum lifespan,8.0,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax lichtensteini,mean lifespan,12.15,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pogonomyrmex owyheei,maximum lifespan,30,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Crematogaster scutellaris,maximum lifespan,20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pogonomyrmex barbatus,mean lifespan,17.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Sericomyrmex urichi,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Rhytidoponera purpurea,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia lobicornis,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Leptothorax affinis,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax unifasciatus,mean lifespan,11,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia vindex,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus herculaneus,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus perthiana,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Lasius niger,maximum lifespan,28.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Macrotermes bellicosus,maximum lifespan,>11,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia limanica,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia sulcinodis,colony founding,found new colonies independently and dependently,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmecia gulosa,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Macrotermes michaelseni,maximum lifespan,19,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Stenamma westwoodi,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmecia nigriceps,mean lifespan,5.08,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pogonomyrmex badius,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Cyclotermes sp.,maximum lifespan,12,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica rufibarbis,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Rhytidoponera purpurea,maximum lifespan,12.05,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Leptothorax exilis,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Leptothorax acervorum,mean lifespan,11,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Tetraponera anthracina,maximum lifespan,>3.1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ectatomma ruidum,maximum lifespan,8.08,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Cardiocondyla emeryi,maximum lifespan,0.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Camponotus herculaneus,maximum lifespan,>10,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Leptothorax nylanderi,maximum lifespan,19,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Myrmecia sabuleti,mean lifespan,2.05,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Odontomachus haematoda,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Mastotermes darwiniensis,mean lifespan,>7,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Mastotermes darwiniensis,mean lifespan,>17,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia tahoensis,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
"species present, trait missing",Camponotus lateralis,minimum lifespan,5.06,,,,moderate,the trait was not extracted for this species
species not in prediction,Aphaenogaster rudis,colony founding,primarily use independent colony founding,,Aphaenogaster rudisc,0.97,severe,species not extracted at all
"species present, trait missing",Monomorium pharaonis,mean lifespan,0.5,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pogonomyrmex owyheei,colony founding,primarily use independent colony founding,Species that found new colonies primarily through independent colony founding,,,moderate,predicted a different value for this trait
"species present, trait missing",Formica sanguinea,maximum lifespan,20,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Reticulitermes santonensis,mean lifespan,>7,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmecia ruginodis,queen number,commonly have both monogyne and polygyne colonies,Species that are primarily monogynous,,,moderate,predicted a different value for this trait
