basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
PreservedSpecimen,C. analis,ITS,"Leg_scopa(Buchmann, 2004)",4.02,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. analis,Left posterior tibia length,"Leg_scopa(Buchmann, 2004)",4.8,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,C. analis,Nesting material,"Leg_scopa(Buchmann, 2004)",sand and resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. analis,Tongue length,"Leg_scopa(Buchmann, 2004)",2.44,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. cognata,Left wing length,"Corbicula(Saleh & Ramírez, 2019)",9.28,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. cognata,ITS,"Corbicula(Saleh & Ramírez, 2019)",3.62,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. cognata,Left posterior tibia length,"Corbicula(Saleh & Ramírez, 2019)",4.59,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,E. cognata,Nesting material,"Corbicula(Saleh & Ramírez, 2019)",resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. cognata,Tongue length,"Corbicula(Saleh & Ramírez, 2019)",6.8,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. despecta,Left wing length,"Corbicula(Saleh & Ramírez, 2019)",7.78,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. despecta,ITS,"Corbicula(Saleh & Ramírez, 2019)",3.37,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. despecta,Left posterior tibia length,"Corbicula(Saleh & Ramírez, 2019)",4.31,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,E. despecta,Nesting material,"Corbicula(Saleh & Ramírez, 2019)",resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. despecta,Tongue length,"Corbicula(Saleh & Ramírez, 2019)",7.11,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. modestior,Left wing length,"Corbicula(Saleh & Ramírez, 2019)",8.39,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. modestior,ITS,"Corbicula(Saleh & Ramírez, 2019)",4.18,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. modestior,Left posterior tibia length,"Corbicula(Saleh & Ramírez, 2019)",4.12,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,E. modestior,Nesting material,"Corbicula(Saleh & Ramírez, 2019)",resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. modestior,Tongue length,"Corbicula(Saleh & Ramírez, 2019)",7.05,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. towsendi,Left wing length,"Corbicula(Saleh & Ramírez, 2019)",8.25,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. towsendi,ITS,"Corbicula(Saleh & Ramírez, 2019)",4.29,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. towsendi,Left posterior tibia length,"Corbicula(Saleh & Ramírez, 2019)",3.92,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,E. towsendi,Nesting material,"Corbicula(Saleh & Ramírez, 2019)",resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,E. towsendi,Tongue length,"Corbicula(Saleh & Ramírez, 2019)",7.26,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. sejuncta,Left wing length,"Abdomen_scopa(Silveira & Almeida, 2002)",8.22,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. sejuncta,ITS,"Abdomen_scopa(Silveira & Almeida, 2002)",3.41,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. sejuncta,Left posterior tibia length,"Abdomen_scopa(Silveira & Almeida, 2002)",2.54,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,M. sejuncta,Nesting material,"Abdomen_scopa(Silveira & Almeida, 2002)",leaves,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. sejuncta,Tongue length,"Abdomen_scopa(Silveira & Almeida, 2002)",1.48,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. turpis,Left wing length,"Abdomen_scopa(Silveira & Almeida, 2002)",9.27,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. turpis,ITS,"Abdomen_scopa(Silveira & Almeida, 2002)",3.39,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. turpis,Left posterior tibia length,"Abdomen_scopa(Silveira & Almeida, 2002)",2.77,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,M. turpis,Nesting material,"Abdomen_scopa(Silveira & Almeida, 2002)",leaves,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. turpis,Tongue length,"Abdomen_scopa(Silveira & Almeida, 2002)",1.87,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. chrysosarus,Left wing length,"Abdomen_scopa(Silveira & Almeida, 2002)",9.74,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. chrysosarus,ITS,"Abdomen_scopa(Silveira & Almeida, 2002)",3.66,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. chrysosarus,Left posterior tibia length,"Abdomen_scopa(Silveira & Almeida, 2002)",2.96,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,M. chrysosarus,Nesting material,"Abdomen_scopa(Silveira & Almeida, 2002)",leaves,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. chrysosarus,Tongue length,"Abdomen_scopa(Silveira & Almeida, 2002)",1.8,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. brasiliensis,Left wing length,"Abdomen_scopa(Silveira & Almeida, 2002)",8.45,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. brasiliensis,ITS,"Abdomen_scopa(Silveira & Almeida, 2002)",3.05,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. brasiliensis,Left posterior tibia length,"Abdomen_scopa(Silveira & Almeida, 2002)",2.7,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,M. brasiliensis,Nesting material,"Abdomen_scopa(Silveira & Almeida, 2002)",leaves,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. brasiliensis,Tongue length,"Abdomen_scopa(Silveira & Almeida, 2002)",1.27,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp1,Left wing length,"Leg_scopa(Buchmann, 2004)",8.17,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp1,ITS,"Leg_scopa(Buchmann, 2004)",2.14,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp1,Left posterior tibia length,"Leg_scopa(Buchmann, 2004)",3.89,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Tetrapedia sp1,Nesting material,"Leg_scopa(Buchmann, 2004)",sand and resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp1,Tongue length,"Leg_scopa(Buchmann, 2004)",1.23,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp2,Left wing length,"Leg_scopa(Buchmann, 2004)",9.55,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp2,ITS,"Leg_scopa(Buchmann, 2004)",2.52,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp2,Left posterior tibia length,"Leg_scopa(Buchmann, 2004)",3.13,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,Tetrapedia sp2,Nesting material,"Leg_scopa(Buchmann, 2004)",sand and resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Tetrapedia sp2,Tongue length,"Leg_scopa(Buchmann, 2004)",1.27,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. tarsata,Left wing length,"Leg_scopa(Buchmann, 2004)",9.04,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. tarsata,ITS,"Leg_scopa(Buchmann, 2004)",3.89,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. tarsata,Left posterior tibia length,"Leg_scopa(Buchmann, 2004)",3.81,mm,single observation,,both,adult,,,,,,,,,,,
HumanObservation,C. tarsata,Nesting material,"Leg_scopa(Buchmann, 2004)",sand and resine,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,C. tarsata,Tongue length,"Leg_scopa(Buchmann, 2004)",1.29,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp1,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,13.83,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp1,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.09,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp1,Left tibia posterior,,5.6,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp1,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.55,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Priochilus sp1,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,spider,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,Priochilus sp1,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp2,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,9.77,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp2,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,1.58,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp2,Left tibia posterior,,4,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Priochilus sp2,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.2,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Priochilus sp2,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,spider,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,Priochilus sp2,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp1,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,8.7,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp1,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,1.63,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp1,Left tibia posterior,,24.44,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp1,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.2,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Auplopus sp1,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,spider,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,Auplopus sp1,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp2,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,8.41,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp2,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,1.58,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp2,Left tibia posterior,,3.5,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Auplopus sp2,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.16,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Auplopus sp2,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,spider,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,Auplopus sp2,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,Isodontia sp1,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,11.25,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Isodontia sp1,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.64,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,Isodontia sp1,Left tibia posterior,,2.63,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,Isodontia sp1,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.45,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Isodontia sp1,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,grasshopper,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,Isodontia sp1,Nesting material,,plant_parts,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. angulosa,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,15.2,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. angulosa,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,3.96,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. angulosa,Left tibia posterior,,3.68,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,M. angulosa,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,2.55,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,M. angulosa,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,M. angulosa,Nesting material,,plant_parts,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. alessandroi,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,11.63,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. alessandroi,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.43,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. alessandroi,Left tibia posterior,,2.38,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. alessandroi,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.39,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. alessandroi,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. alessandroi,Nesting material,,plant_parts,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. argentipilis,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,11.31,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. argentipilis,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.48,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. argentipilis,Left tibia posterior,,2.77,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. argentipilis,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.47,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. argentipilis,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. argentipilis,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. brevithorax,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,11.58,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. brevithorax,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.55,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. brevithorax,Left tibia posterior,,2.65,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. brevithorax,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.57,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. brevithorax,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. brevithorax,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. gianelli,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,11.28,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. gianelli,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.98,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. gianelli,Left tibia posterior,,3.02,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. gianelli,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.42,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. gianelli,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. gianelli,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. grandis,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,8.95,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. grandis,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.03,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. grandis,Left tibia posterior,,2.04,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. grandis,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.34,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. grandis,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. grandis,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. guadulpensis,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,8.11,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. guadulpensis,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.53,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. guadulpensis,Left tibia posterior,,2.18,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. guadulpensis,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.37,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. guadulpensis,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. guadulpensis,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. surinama,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,9.75,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. surinama,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.24,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. surinama,Left tibia posterior,,2.27,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. surinama,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.21,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. surinama,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,larvae,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. surinama,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. egregium,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,13.68,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. egregium,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.4,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. egregium,Left tibia posterior,,4.44,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. egregium,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.76,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. egregium,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. egregium,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. goryanum,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,13.47,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. goryanum,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.7,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. goryanum,Left tibia posterior,,4.32,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. goryanum,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.59,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. goryanum,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. goryanum,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. agile,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,10.71,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. agile,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.17,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. agile,Left tibia posterior,,3.6,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. agile,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,2.33,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. agile,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. agile,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. foxii,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,10.99,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. foxii,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.29,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. foxii,Left tibia posterior,,2.32,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. foxii,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,1.5,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. foxii,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. foxii,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. rufipes,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,13.71,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. rufipes,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.86,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. rufipes,Left tibia posterior,,4.66,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,P. rufipes,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,3.04,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,P. rufipes,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,cockroach,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,P. rufipes,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,T.lactitarse,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,10.47,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,T.lactitarse,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,2.59,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,T.lactitarse,Left tibia posterior,,2.86,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,T.lactitarse,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,0.86,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,T.lactitarse,Larval diet,Larval diet was determined by inspecting the contents of the brood cells within the experimental trap-nest blocks.,spider,mm,mode,,both,adult,,,,,,,,,,,
HumanObservation,T.lactitarse,Nesting material,,mud,mm,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,T. nitidum,Left wing length,Measurements were taken on a millimetre scale using Leica Application Suite software version 2.0.,6.62,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,T. nitidum,ITS,Measurement of insect body parts using a millimetre scale and Leica Application Suite software,1.83,mm,single observation,,both,adult,,,,,,,,,,,
PreservedSpecimen,T. nitidum,Left tibia posterior,,1.97,mm,individual,,both,adult,,,,,,,,,,,
PreservedSpecimen,T. nitidum,Left mandibula,Measurement of mandibular length using a millimetre scale and Leica Application Suite software.,0.75,mm,mean,,both,adult,,,,,,,,,,,
