cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
species not in prediction,Centris sp.,Body size,7.0 (0.45),,Epicharis sp.,0.64,severe,species not extracted at all
species not in prediction,Bombus melaleucus,Amount body hair,Moderate,,,0.51,severe,species not extracted at all
"species present, trait missing","Centris sp., Xylocopa lachea",Altitude,800-3000 above sea level,,,,moderate,the trait was not extracted for this species
species not in prediction,Partamona sp.,Body size,1.6 (0.13),,"Partamona sp., Para-partamona sp.",0.57,severe,species not extracted at all
species not in prediction,Eulaema cingulata,Social behavior,Solitary,,"Eulaema cingulata, Eulaema polychroma",0.64,severe,species not extracted at all
species not in prediction,Centris sp.,Social behavior,Solitary,,Epicharis sp.,0.64,severe,species not extracted at all
species not in prediction,Bombus hortulanus,Hair length,1.4 (0.173),,,0.51,severe,species not extracted at all
species not in prediction,Bombus hortulanus,Structure carrying pollen,Scopa,,,0.51,severe,species not extracted at all
species not in prediction,Parapartamona sp.,Body size,1.6 (0.13),,"Partamona sp., Para-partamona sp.",0.70,severe,species not extracted at all
species not in prediction,Xylocopa lachea,Body size,7.0 (0.45),,"Centris sp., Xylocopa lachea",0.73,severe,species not extracted at all
species not in prediction,Partamona sp.,Social behavior,Eusocial,,"Partamona sp., Para-partamona sp.",0.57,severe,species not extracted at all
species not in prediction,Eulaema polychroma,Nest location,Above,,"Eulaema cingulata, Eulaema polychroma",0.67,severe,species not extracted at all
species not in prediction,Bombus atratus,Body size,4.9 (0.94),,,0.44,severe,species not extracted at all
species not in prediction,"Bombus atratus, Bombus hortulanus,Bombus melaleucus",Altitude,800-3000 above sea level,,"Bombus atratus, Bombus hortulanus, Bombus melaleucus",1.00,severe,species not extracted at all
species not in prediction,Bombus hortulanus,Amount body hair,Moderate,,,0.51,severe,species not extracted at all
species not in prediction,Parapartamona sp.,Social behavior,Eusocial,,"Partamona sp., Para-partamona sp.",0.70,severe,species not extracted at all
species not in prediction,Eulaema cingulata,Nest location,Above,,"Eulaema cingulata, Eulaema polychroma",0.64,severe,species not extracted at all
species not in prediction,Xylocopa lachea,Social behavior,Solitary,,"Centris sp., Xylocopa lachea",0.73,severe,species not extracted at all
species not in prediction,Eulaema polychroma,Social behavior,Solitary,,"Eulaema cingulata, Eulaema polychroma",0.67,severe,species not extracted at all
species not in prediction,Centris sp.,Nest location,Above,,Epicharis sp.,0.64,severe,species not extracted at all
species not in prediction,Partamona sp.,Nest location,Above,,"Partamona sp., Para-partamona sp.",0.57,severe,species not extracted at all
species not in prediction,Bombus melaleucus,Body size,4.9 (0.94),,,0.51,severe,species not extracted at all
species not in prediction,"Partamona sp., Parapartamona sp.",Altitude,800-3000 above sea level,,"Partamona sp., Para-partamona sp.",0.98,severe,species not extracted at all
species not in prediction,Eulaema polychroma,Hair length,0.71 (0.136),,"Eulaema cingulata, Eulaema polychroma",0.67,severe,species not extracted at all
species not in prediction,Parapartamona sp.,Nest location,Above,,"Partamona sp., Para-partamona sp.",0.70,severe,species not extracted at all
species not in prediction,Eulaema polychroma,Structure carrying pollen,Corbícula,,"Eulaema cingulata, Eulaema polychroma",0.67,severe,species not extracted at all
species not in prediction,Xylocopa lachea,Nest location,Above,,"Centris sp., Xylocopa lachea",0.73,severe,species not extracted at all
species not in prediction,Bombus melaleucus,Social behavior,Parasocial,,,0.51,severe,species not extracted at all
species not in prediction,Eulaema cingulata,Hair length,0.71 (0.136),,"Eulaema cingulata, Eulaema polychroma",0.64,severe,species not extracted at all
species not in prediction,Eulaema cingulata,Structure carrying pollen,Corbícula,,"Eulaema cingulata, Eulaema polychroma",0.64,severe,species not extracted at all
species not in prediction,Centris sp.,Hair length,1.1 (0.256),,Epicharis sp.,0.64,severe,species not extracted at all
species not in prediction,Eulaema polychroma,Amount body hair,Abundant,,"Eulaema cingulata, Eulaema polychroma",0.67,severe,species not extracted at all
species not in prediction,Centris sp.,Structure carrying pollen,Scopa,,Epicharis sp.,0.64,severe,species not extracted at all
species not in prediction,Bombus atratus,Social behavior,Parasocial,,,0.44,severe,species not extracted at all
