basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
HumanObservation,Dolichoderus sp. 2,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Dolichoderus sp. 2,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Dolichoderus sp. 2,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Dolichoderus sp. 2,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Dolichoderus sp. 2,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Dolichoderus sp. 2,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,"Tapinoma ramulorum Emery, 1896",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Labidus coecus,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AA,,mode,,both,adult,,,,,,,,,,,
Occurrence,Labidus coecus,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.947,m,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Labidus coecus,head width,sampling and evaluation of taxonomic diversity,0.888,species count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Labidus coecus,mandible length,Sampling using mini-Winkler bags and linear transects,0.675,count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Labidus coecus,scape length,Field observation and spatial mapping,0.624,"ha, °C, mm, %",mean,,both,adult,,3,,,,,,,,,
Occurrence,Labidus coecus,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.037,"ha, m, m²",mean,,both,adult,,3,,,,,,,,,
PreservedSpecimen,Labidus coecus,femur length,,1.073,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Labidus coecus,Weber length,,1.289,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Labidus praedator,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AA,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Nomamyrmex esenbeckii,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AA,,mode,,both,adult,,,,,,,,,,,
Occurrence,Nomamyrmex esenbeckii,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.437,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Nomamyrmex esenbeckii,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Nomamyrmex esenbeckii,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Nomamyrmex esenbeckii,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Nomamyrmex esenbeckii,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Nomamyrmex esenbeckii,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Nomamyrmex esenbeckii,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Syscia sp. 1,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,MPN,,mode,,both,adult,,,,,,,,,,,
Occurrence,Syscia sp. 1,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.686,m,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Syscia sp. 1,head width,sampling and evaluation of taxonomic diversity,0.557,species count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Syscia sp. 1,mandible length,Sampling using mini-Winkler bags and linear transects,0.203,count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Syscia sp. 1,scape length,Field observation and spatial mapping,0.366,"ha, °C, mm, %",mean,,both,adult,,3,,,,,,,,,
Occurrence,Syscia sp. 1,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0,"ha, m, m²",mean,,both,adult,,3,,,,,,,,,
PreservedSpecimen,Syscia sp. 1,femur length,,0.35,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Syscia sp. 1,Weber length,,0.884,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,"Alfaria minuta Emery, 1896",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SLP,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Ectatoma ruidum,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,LEP,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Ectatoma tuberculatum,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,LAP,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Gnamptogenys boliviensis Lattke, 1995",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SLP,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Gnamptogenys sp. 2,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SLP,,mode,,both,adult,,,,,,,,,,,
Occurrence,Gnamptogenys sp. 2,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.7,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Gnamptogenys sp. 2,head width,sampling and evaluation of taxonomic diversity,0.547,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Gnamptogenys sp. 2,mandible length,Sampling using mini-Winkler bags and linear transects,0.542,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Gnamptogenys sp. 2,scape length,Field observation and spatial mapping,0.319,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Gnamptogenys sp. 2,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.051,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Gnamptogenys sp. 2,femur length,,0.458,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Gnamptogenys sp. 2,Weber length,,0.888,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Holcoponera strigata,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SLP,,mode,,both,adult,,,,,,,,,,,
Occurrence,Holcoponera strigata,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.121,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Holcoponera strigata,head width,sampling and evaluation of taxonomic diversity,1.017,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Holcoponera strigata,mandible length,Sampling using mini-Winkler bags and linear transects,0.809,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Holcoponera strigata,scape length,Field observation and spatial mapping,0.717,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Holcoponera strigata,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.246,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Holcoponera strigata,femur length,,1.265,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Holcoponera strigata,Weber length,,1.616,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Acropyga fuhrmanni,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,EHD,,mode,,both,adult,,,,,,,,,,,
Occurrence,Acropyga fuhrmanni,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.453,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Acropyga fuhrmanni,head width,sampling and evaluation of taxonomic diversity,0.462,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Acropyga fuhrmanni,mandible length,Sampling using mini-Winkler bags and linear transects,0.341,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Acropyga fuhrmanni,scape length,Field observation and spatial mapping,0.331,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Acropyga fuhrmanni,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.037,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Acropyga fuhrmanni,femur length,,0.366,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Acropyga fuhrmanni,Weber length,,0.525,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,"Acropyga smithii Forel, 1893",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,EHD,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Brachymyrmex aphidicola Forel, 1909",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Brachymyrmex minutus Forel, 1893",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Camponotus sp. 1,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Camponotus sp. 1,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.112,m,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 1,head width,sampling and evaluation of taxonomic diversity,1.048,species count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 1,mandible length,Sampling using mini-Winkler bags and linear transects,0.578,count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 1,scape length,Field observation and spatial mapping,0.851,"ha, °C, mm, %",mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 1,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.394,"ha, m, m²",mean,,both,adult,,3,,,,,,,,,
PreservedSpecimen,Camponotus sp. 1,femur length,,1.287,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 1,Weber length,,1.674,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 3,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Camponotus sp. 3,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.117,m,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 3,head width,sampling and evaluation of taxonomic diversity,1.045,species count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 3,mandible length,Sampling using mini-Winkler bags and linear transects,0.624,count,mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 3,scape length,Field observation and spatial mapping,0.715,"ha, °C, mm, %",mean,,both,adult,,3,,,,,,,,,
Occurrence,Camponotus sp. 3,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.389,"ha, m, m²",mean,,both,adult,,3,,,,,,,,,
PreservedSpecimen,Camponotus sp. 3,femur length,,1.302,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 3,Weber length,,1.661,,mean,,both,adult,,3,,,,,,,,,
HumanObservation,Camponotus sp. 4,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Camponotus sp. 5,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Camponotus sp. 6,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Camponotus sp. 7,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Camponotus sp. 7,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.486,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Camponotus sp. 7,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus sp. 7,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus sp. 7,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus sp. 7,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Camponotus sp. 7,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Camponotus sp. 7,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Camponotus striatus,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,ASO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Camponotus striatus,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.739,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Camponotus striatus,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus striatus,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus striatus,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Camponotus striatus,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Camponotus striatus,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Camponotus striatus,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Nylanderia guatemalensis,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,MLO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Nylanderia guatemalensis,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.609,m,mean,,both,adult,,12,,,,,,,,,
HumanObservation,Nylanderia guatemalensis,head width,sampling and evaluation of taxonomic diversity,0.501,species count,mean,,both,adult,,12,,,,,,,,,
Occurrence,Nylanderia guatemalensis,mandible length,Sampling using mini-Winkler bags and linear transects,0.311,count,mean,,both,adult,,12,,,,,,,,,
Occurrence,Nylanderia guatemalensis,scape length,Field observation and spatial mapping,0.576,"ha, °C, mm, %",mean,,both,adult,,12,,,,,,,,,
Occurrence,Nylanderia guatemalensis,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.147,"ha, m, m²",mean,,both,adult,,12,,,,,,,,,
PreservedSpecimen,Nylanderia guatemalensis,femur length,,0.708,,mean,,both,adult,,12,,,,,,,,,
HumanObservation,Nylanderia guatemalensis,Weber length,,0.771,,mean,,both,adult,,12,,,,,,,,,
HumanObservation,Acromyrmex santschii,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,LCA,,mode,,both,adult,,,,,,,,,,,
Occurrence,Acromyrmex santschii,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.237,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Acromyrmex santschii,head width,sampling and evaluation of taxonomic diversity,1.369,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Acromyrmex santschii,mandible length,Sampling using mini-Winkler bags and linear transects,0.945,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Acromyrmex santschii,scape length,Field observation and spatial mapping,1.123,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Acromyrmex santschii,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.196,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Acromyrmex santschii,femur length,,1.855,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Acromyrmex santschii,Weber length,,1.685,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Adelomyrmex myops,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SSP,,mode,,both,adult,,,,,,,,,,,
Occurrence,Adelomyrmex myops,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.616,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Adelomyrmex myops,head width,sampling and evaluation of taxonomic diversity,0.558,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Adelomyrmex myops,mandible length,Sampling using mini-Winkler bags and linear transects,0.348,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Adelomyrmex myops,scape length,Field observation and spatial mapping,0.37,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Adelomyrmex myops,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.04,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Adelomyrmex myops,femur length,,0.431,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Adelomyrmex myops,Weber length,,0.616,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,"Apterostigma dentigerum Wheeler, 1925",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,FLA,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Apterostigma pariiense Lattke, 1997",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,FLA,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Apterostigma pilosum Mayr, 1865",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,FLA,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Atta colombica Guérin-Méneville, 1844",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,LCA,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Carebara audita Fernández, 2004",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Carebara brevipilosa Fernández, 2004",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Carebara globularia Fernández, 2004",Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
HumanObservation,Carebara striata,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Carebara striata,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.348,m,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Carebara striata,head width,sampling and evaluation of taxonomic diversity,0.304,species count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Carebara striata,mandible length,Sampling using mini-Winkler bags and linear transects,0.145,count,mean,,both,adult,,4,,,,,,,,,
Occurrence,Carebara striata,scape length,Field observation and spatial mapping,0.188,"ha, °C, mm, %",mean,,both,adult,,4,,,,,,,,,
Occurrence,Carebara striata,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.022,"ha, m, m²",mean,,both,adult,,4,,,,,,,,,
PreservedSpecimen,Carebara striata,femur length,,0.17,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Carebara striata,Weber length,,0.326,,mean,,both,adult,,4,,,,,,,,,
HumanObservation,Carebara urichi,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,SO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Carebara urichi,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,0.464,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Carebara urichi,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Carebara urichi,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Carebara urichi,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Carebara urichi,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Carebara urichi,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Carebara urichi,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes atratus,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cephalotes atratus,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,2.461,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes atratus,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes atratus,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes atratus,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes atratus,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Cephalotes atratus,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes atratus,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes columbicus,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cephalotes columbicus,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.313,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes columbicus,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes columbicus,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes columbicus,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes columbicus,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Cephalotes columbicus,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes columbicus,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes complanatus,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AO,,mode,,both,adult,,,,,,,,,,,
Occurrence,Cephalotes complanatus,head length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,1.61,m,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes complanatus,head width,sampling and evaluation of taxonomic diversity,,species count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes complanatus,mandible length,Sampling using mini-Winkler bags and linear transects,,count,mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes complanatus,scape length,Field observation and spatial mapping,,"ha, °C, mm, %",mean,,both,adult,,1,,,,,,,,,
Occurrence,Cephalotes complanatus,eye length,Sampling using mini-Winkler bags and establishing linear transects and quadrants.,,"ha, m, m²",mean,,both,adult,,1,,,,,,,,,
PreservedSpecimen,Cephalotes complanatus,femur length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes complanatus,Weber length,,,,mean,,both,adult,,1,,,,,,,,,
HumanObservation,Cephalotes porrasi,Functional Groups,Sampling of ants during the dry and rainy seasons using mini-Winkler bags.,AO,,mode,,both,adult,,,,,,,,,,,
