cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
species not in prediction,Pheidole (grupo tristis) sp.15,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Pseudomyrmex filiformis,Functional Groups,Arboreal predadors,,,0.42,severe,species not extracted at all
species not in prediction,Pheidole (grupo flavens) sp.22,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Solenopsis sp.3,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.50,severe,species not extracted at all
species not in prediction,Pheidole fimbriata,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.58,severe,species not extracted at all
species not in prediction,Pheidole (complexo flavens) sp.3,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.56,severe,species not extracted at all
species not in prediction,Camponotus arboreus,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.36,severe,species not extracted at all
species not in prediction,Pseusdomyrmex elongatus,Functional Groups,Arboreal predadors,,,0.47,severe,species not extracted at all
species not in prediction,Pheidole (grupo diligens) sp.12,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.57,severe,species not extracted at all
species not in prediction,Pachycondyla harpax,Functional Groups,Large-sized epigaeic generalist predators,,,0.41,severe,species not extracted at all
species not in prediction,Odontomachus haematodus,Functional Groups,Large-sized epigaeic generalist predators,,,0.47,severe,species not extracted at all
species not in prediction,Camponotus sp.1,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.54,severe,species not extracted at all
"species+trait present, value differs",Dolichoderus imitator,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",GDM,,,moderate,predicted a different value for this trait
species not in prediction,Strumigenys ogloblini,Functional Groups,Dacetini predators with kinetic mandibles,,,0.41,severe,species not extracted at all
species not in prediction,Neoponera verenae,Functional Groups,Large-sized epigaeic generalist predators,,,0.38,severe,species not extracted at all
species not in prediction,Crematogaster erecta,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.34,severe,species not extracted at all
species not in prediction,Pheidole (grupo tristis) sp.16,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Sericomyrmex sp.1,Functional Groups,"Leaf cutters, fungus growersG",,Dorymyrmex sp.1,0.75,severe,species not extracted at all
species not in prediction,Mycetomoellerius sp.1,Functional Groups,"Leaf cutters, fungus growers",,,0.47,severe,species not extracted at all
species not in prediction,Neivamyrmex gibbatus,Functional Groups,Legionary ants,,,0.40,severe,species not extracted at all
species not in prediction,Neivamyrmex pilosus,Functional Groups,Legionary ants,,,0.47,severe,species not extracted at all
species not in prediction,Leptogenys bohlsi,Functional Groups,Specialist predadors,,,0.43,severe,species not extracted at all
species not in prediction,Mayaponera constricta,Functional Groups,Arboreal predadors,,,0.33,severe,species not extracted at all
species not in prediction,Camponotus sp.2,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.54,severe,species not extracted at all
species not in prediction,Ectatomma muticum,Functional Groups,Large-sized epigaeic generalist predators,,,0.50,severe,species not extracted at all
species not in prediction,Pheidole transversostriata,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.51,severe,species not extracted at all
species not in prediction,Solenopsis geminata,Functional Groups,Generalized Myrmicines,,,0.46,severe,species not extracted at all
species not in prediction,Nylanderia sp.1,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",,Azteca sp.1,0.62,severe,species not extracted at all
species not in prediction,Paratrachymyrmex sp.1,Functional Groups,"Leaf cutters, fungus growers",,Dorymyrmex sp.1,0.72,severe,species not extracted at all
species not in prediction,Crematogaster tenuicula,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.35,severe,species not extracted at all
species not in prediction,Acropyga decedens,Functional Groups,Subterranean ants,,,0.43,severe,species not extracted at all
species not in prediction,Strumigenys diabola,Functional Groups,Dacetini predators with kinetic mandibles,,,0.36,severe,species not extracted at all
species not in prediction,Mayaponera arhuaca,Functional Groups,Large-sized epigaeic generalist predators,,,0.35,severe,species not extracted at all
species not in prediction,Pseudomyrmex rochai,Functional Groups,Arboreal predadors,,,0.53,severe,species not extracted at all
species not in prediction,Neoponera concava,Functional Groups,Large-sized epigaeic generalist predators,,,0.36,severe,species not extracted at all
"species+trait present, value differs",Tapinoma melanocephalum,Functional Groups,Small-sized epigaeic generalist foragers,SEGF,,,moderate,predicted a different value for this trait
species not in prediction,Nylanderia sp.2,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",,Azteca sp.2,0.62,severe,species not extracted at all
species not in prediction,Octostruma rugifera,Functional Groups,Dacetini predators with static pressure mandibles,,,0.33,severe,species not extracted at all
species not in prediction,Pseudomyrmex termitarius,Functional Groups,Large-sized epigaeic generalist predators,,,0.51,severe,species not extracted at all
species not in prediction,Camponotus cingulatus,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.44,severe,species not extracted at all
species not in prediction,Crematogaster carinata,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.37,severe,species not extracted at all
"species+trait present, value differs",Azteca sp.1,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,DCR,,,moderate,predicted a different value for this trait
species not in prediction,Thaumatomyrmex sp.2,Functional Groups,Specialist predadors,,,0.50,severe,species not extracted at all
species not in prediction,Cephalotes pusillus,Functional Groups,Pollen-feeding arboreal ants,,,0.41,severe,species not extracted at all
species not in prediction,Pheidole (grupo tristis) sp.20,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Cyphomyrmex rimosus,Functional Groups,"Leaf cutters, fungus growersG",,,0.53,severe,species not extracted at all
species not in prediction,Pheidole (grupo diligens) sp.17,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.57,severe,species not extracted at all
species not in prediction,Strumigenys sp.1,Functional Groups,Dacetini predators with kinetic mandibles,,,0.48,severe,species not extracted at all
species not in prediction,Trichomyrmex destructor,Functional Groups,Small-sized epigaeic generalist foragers,,,0.47,severe,species not extracted at all
species not in prediction,Hypoponera sp.4,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.57,severe,species not extracted at all
species not in prediction,Pheidole (grupo diligens) sp.30,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.57,severe,species not extracted at all
"species+trait present, value differs",Dolichoderus attelaboides,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,DCR,,,moderate,predicted a different value for this trait
species not in prediction,Pheidole (grupo tristis) sp.25,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Pheidole (grupo fallax) sp.9,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.62,severe,species not extracted at all
species not in prediction,Hypoponera sp.3,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.50,severe,species not extracted at all
species not in prediction,Pheidole (grupo tristis) sp.35,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Hypoponera sp.2,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.54,severe,species not extracted at all
species not in prediction,Neoponera apicalis,Functional Groups,Large-sized epigaeic generalist predators,,,0.39,severe,species not extracted at all
species not in prediction,Hypoponera sp.5,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.50,severe,species not extracted at all
species not in prediction,Solenopsis sp.5,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.50,severe,species not extracted at all
species not in prediction,Pheidole (grupo diligens) sp.27,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.57,severe,species not extracted at all
species not in prediction,Solenopsis sp.4,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.57,severe,species not extracted at all
species not in prediction,Mycetomoellerius sp.2,Functional Groups,"Leaf cutters, fungus growers",,,0.47,severe,species not extracted at all
species not in prediction,Odontomachus brunneus,Functional Groups,Large-sized epigaeic generalist predators,,,0.39,severe,species not extracted at all
species not in prediction,Nylanderia sp.3,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",,,0.54,severe,species not extracted at all
species not in prediction,Gnamptogenys sulcata,Functional Groups,Medium-sized epigaeic generalist predators,,,0.35,severe,species not extracted at all
species not in prediction,Camponotus novogranadensis,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.43,severe,species not extracted at all
species not in prediction,Pseudomyrmex gracilis,Functional Groups,Arboreal predadors,,,0.50,severe,species not extracted at all
"species+trait present, value differs",Dorymyrmex sp.1,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",GDM,,,moderate,predicted a different value for this trait
species not in prediction,Camponotus renggeri,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.41,severe,species not extracted at all
species not in prediction,Octostruma iheringi,Functional Groups,Dacetini predators with static pressure mandibles,,,0.46,severe,species not extracted at all
species not in prediction,Rogeria besucheti,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.38,severe,species not extracted at all
species not in prediction,Pseudomyrmex (grupo pallidus) sp.2,Functional Groups,Arboreal predadors,,,0.51,severe,species not extracted at all
species not in prediction,Pheidole (grupo tristis) sp.33,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Pheidole synarmata,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.65,severe,species not extracted at all
species not in prediction,Tetramorium lucayanum,Functional Groups,Generalized Myrmicines,,,0.41,severe,species not extracted at all
species not in prediction,Pheidole (grupo diligens) sp.1,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Nylanderia sp.4,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",,,0.54,severe,species not extracted at all
species not in prediction,Acanthognathus rudis,Functional Groups,Dacetini predators with kinetic mandibles,,,0.40,severe,species not extracted at all
species not in prediction,Crematogaster abstinens,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.42,severe,species not extracted at all
species not in prediction,Nesomyrmex spininodis,Functional Groups,Small-sized epigaeic generalist foragers,,Dorymyrmex sp.1,0.56,severe,species not extracted at all
species not in prediction,Cephalotes pallidoides,Functional Groups,Pollen-feeding arboreal ants,,,0.52,severe,species not extracted at all
species not in prediction,Ectatoma opaciventre,Functional Groups,Large-sized epigaeic generalist predators,,,0.40,severe,species not extracted at all
species not in prediction,Camponotus bidens,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.48,severe,species not extracted at all
species not in prediction,Megalomyrmex sp.1,Functional Groups,Generalized Myrmicines,,Dorymyrmex sp.1,0.75,severe,species not extracted at all
species not in prediction,Wasmannia auropunctata,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,,,0.30,severe,species not extracted at all
species not in prediction,Mycocepurus goeldii,Functional Groups,"Leaf cutters, fungus growersG",,,0.45,severe,species not extracted at all
species not in prediction,Cyphomyrmex transversus,Functional Groups,"Leaf cutters, fungus growersG",,,0.47,severe,species not extracted at all
species not in prediction,Lachnomyrmex victori,Functional Groups,Generalized Myrmicines,,,0.46,severe,species not extracted at all
"species+trait present, value differs",Dolichoderus lutosus,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,DCR,,,moderate,predicted a different value for this trait
species not in prediction,Octostruma balzani,Functional Groups,Dacetini predators with static pressure mandibles,,,0.41,severe,species not extracted at all
species not in prediction,Acromyrmex subterraneus brunneus,Functional Groups,"Leaf cutters, fungus growers",,,0.38,severe,species not extracted at all
species not in prediction,Pachycondyla crassinoda,Functional Groups,Large-sized epigaeic generalist predators,,,0.47,severe,species not extracted at all
species not in prediction,Cephalotes atratus,Functional Groups,Pollen-feeding arboreal ants,,,0.39,severe,species not extracted at all
species not in prediction,Pheidole (grupo flavens) sp.23,Functional Groups,Small-sized hypogaeic generalist foragers,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Nylanderia sp.5,Functional Groups,"Generalized Formicines, Dolichoderines, and some Myrmicines",,,0.54,severe,species not extracted at all
species not in prediction,Pheidole (grupo fallax) sp.7,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.62,severe,species not extracted at all
"species+trait present, value differs",Azteca ovaticeps,Functional Groups,Dominant arboreal ants associated with carbohydrate-rich resources,DCR,,,moderate,predicted a different value for this trait
species not in prediction,Cephalotes minutus,Functional Groups,Pollen-feeding arboreal ants,,,0.44,severe,species not extracted at all
species not in prediction,Monomorium floricola,Functional Groups,Small-sized epigaeic generalist foragers,,,0.35,severe,species not extracted at all
species not in prediction,Acromyrmex subterraneus subterraneus,Functional Groups,"Leaf cutters, fungus growers",,,0.36,severe,species not extracted at all
species not in prediction,ApterostiGeneralized Myrmicinesa sp.1,Functional Groups,"Leaf cutters, fungus growersG",,,0.42,severe,species not extracted at all
species not in prediction,Nesomyrmex asper,Functional Groups,Small-sized epigaeic generalist foragers,,,0.45,severe,species not extracted at all
species not in prediction,Solenopsis sp.6,Functional Groups,Small-sized hypogaeic generalist foragers,,,0.50,severe,species not extracted at all
species not in prediction,Pseudomyrmex (grupo pallidus) sp.3,Functional Groups,Arboreal predadors,,,0.51,severe,species not extracted at all
species not in prediction,Pheidole (grupo tristis) sp.26,Functional Groups,Generalized Myrmicines,,Pheidole sp.4,0.59,severe,species not extracted at all
species not in prediction,Carebara sp.1,Functional Groups,Small-sized hypogaeic generalist foragers,,Azteca sp.1,0.58,severe,species not extracted at all
species not in prediction,Pachycondyla impressa,Functional Groups,Large-sized epigaeic generalist predators,,,0.44,severe,species not extracted at all
