cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Polites themistocles,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites themistocles,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites themistocles,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites themistocles,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polygonia comma,larval host plant,Ulmus americana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Agrostis scabra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Alopecurus aequalis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Anthoxanthum hirtum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Bromus ciliatus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Calamagrostis canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Cinna latifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Danthonia spicata,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Dichanthelium acuminatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Echinochloa walteri,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Elymus trachycaulis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Glyceria borealis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Muhlenbergia sylvatica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Oryzopsis asperifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Panicum capillare,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Phalaris arundinaceae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Phragmites australis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Piptatherum pungens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Poa glauca,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Poa inteior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Poa palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Thymelicus lineola,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Agrostis scabra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Alopecurus aequalis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Anthoxanthum hirtum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Bromus ciliatus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Calamagrostis canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Cinna latifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Danthonia spicata,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Dichanthelium acuminatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Echinochloa walteri,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Elymus trachycaulis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Glyceria borealis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Muhlenbergia sylvatica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Oryzopsis asperifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Panicum capillare,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Phalaris arundinaceae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Phragmites australis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Piptatherum pungens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Poa glauca,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Poa inteior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Poa palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Hesperia sassacus,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Agrostis scabra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Alopecurus aequalis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Anthoxanthum hirtum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Bromus ciliatus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Calamagrostis canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Cinna latifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Danthonia spicata,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Dichanthelium acuminatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Echinochloa walteri,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Elymus trachycaulis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Glyceria borealis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Muhlenbergia sylvatica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Oryzopsis asperifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Panicum capillare,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Phalaris arundinaceae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Phragmites australis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Piptatherum pungens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Poa glauca,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Poa inteior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Poa palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Ancyloxypha numitor,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Agrostis scabra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Alopecurus aequalis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Anthoxanthum hirtum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Bromus ciliatus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Calamagrostis canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Cinna latifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Danthonia spicata,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Dichanthelium acuminatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Echinochloa walteri,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Elymus trachycaulis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Glyceria borealis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Muhlenbergia sylvatica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Oryzopsis asperifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Panicum capillare,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Phalaris arundinaceae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Phragmites australis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Piptatherum pungens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Poa glauca,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Poa inteior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Poa palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Poanes hobomok,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Acer negundo,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Acer rubrum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Acer spicatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Fraxinus nigra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Fraxinus pensylvanica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Prunus pensylvanica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Prunus virginiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Populus tremuloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix amygdaloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix bebbiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix discolor,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix eriocephala,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix humilis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix interior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix petiolaris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix planifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix serissima,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix sp. 2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Papilio canadensis,larval host plant,Salix sp. 5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Agrostis scabra,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Alopecurus aequalis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Anthoxanthum hirtum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Bromus ciliatus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Calamagrostis canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Cinna latifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Danthonia spicata,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Dichanthelium acuminatum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Echinochloa walteri,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Elymus trachycaulis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Glyceria borealis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Muhlenbergia sylvatica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Oryzopsis asperifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Panicum capillare,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Phalaris arundinaceae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Phragmites australis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Piptatherum pungens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Poa glauca,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Poa inteior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Poa palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Poa pratensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Poaceae sp. 5 ,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Schizachne purparescens,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Polites peckius,larval host plant,Zizania palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Viburnum lentago,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Viburnum rafinesquianum,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Cornus alba,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Cornus canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Cornus rugosa,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Celastrina neglecta,larval host plant,Spiraea alba,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Vanessa atalanta,larval host plant,Urtica dioica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Betula papyrifera,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Populus tremuloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix amygdaloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix bebbiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix discolor,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix eriocephala,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix humilis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix interior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix petiolaris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix planifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix serissima,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix sp. 2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Erynnis icelus,larval host plant,Salix sp. 5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Speyeria cybele,larval host plant,Viola canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Speyeria cybele,larval host plant,Viola novae-angliae,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Speyeria cybele,larval host plant,Viola sp. 1,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix amygdaloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix bebbiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix discolor,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix eriocephala,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix humilis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix interior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix petiolaris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix planifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix serissima,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix sp. 2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Salix sp. 5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Aglais milberti,larval host plant,Urtica dioica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Astragalus canadensis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Glycyrrhiza lepidota,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Lathyrus ochroleucus,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Lathyrus palustris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Strophostyles leiosperma,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Colias philodice,larval host plant,Vicia americana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Prunus pensylvanica,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Prunus virginiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix amygdaloides,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix bebbiana,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix discolor,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix eriocephala,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix humilis,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix interior,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix petiolaris,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix planifolia,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix serissima,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix sp. 2,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Satyrium titus,larval host plant,Salix sp. 5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Vanessa virginiensis,larval host plant,Antennaria neglecta,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Vanessa virginiensis,larval host plant,Antennaria parvifolia,,,,moderate,the trait was not extracted for this species
