cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species present, trait missing",Graphipterus tristis,Medium length,12,,,,moderate,the trait was not extracted for this species
species not in prediction,Platytarus tesselatus,Wings fully developed ,No,,,0.54,severe,species not extracted at all
species not in prediction,Cypholoba semisuturata vassei,Wings fully developed ,No,,Cypholoba rutata,0.67,severe,species not extracted at all
species not in prediction,Distichus picicornis,Medium length,9.5,,,0.51,severe,species not extracted at all
species not in prediction,Mesolestes nigrocephalus,Wings fully developed ,Yes,,,0.49,severe,species not extracted at all
"species present, trait missing",Distichus bisquadripunctatus,Wings fully developed ,Yes,,,,moderate,the trait was not extracted for this species
species not in prediction,Melaenus elegans,Wings fully developed ,Yes,,Brachinus laetus,0.56,severe,species not extracted at all
species not in prediction,Mesolestes sp.,Medium length,2,,Macropterous spp.,0.55,severe,species not extracted at all
species not in prediction,Planetes quadricollis,Medium length,11,,Abacetus denticollis,0.63,severe,species not extracted at all
species not in prediction,Chlaenius dusaultii diagraphus,Wings fully developed ,Yes,,Chlaenius dusaultii diagramus,0.95,severe,species not extracted at all
species not in prediction,Manticora latipennis,Medium length,52.5,,Apristus latipennis latipennis,0.56,severe,species not extracted at all
species not in prediction,Microlestes zambezianus,Medium length,2.75,,,0.47,severe,species not extracted at all
species not in prediction,Pheropsophus insignis insignis,Medium length,15.5,,,0.42,severe,species not extracted at all
species not in prediction,Eccoptoptera mutilloides mutilloides,Medium length,15.5,,,0.38,severe,species not extracted at all
species not in prediction,Triaenogenius carinulatus carinulatus,Wings fully developed ,No,,Apristus latipennis latipennis,0.57,severe,species not extracted at all
"species present, trait missing",Elaphropus aethiopicus,Wings fully developed ,Yes,,,,moderate,the trait was not extracted for this species
species not in prediction,Paussus pseudoklugi,Wings fully developed ,Yes,,,0.52,severe,species not extracted at all
species not in prediction,Megacephala asperata,Wings fully developed ,No,,Anthia alternata,0.56,severe,species not extracted at all
species not in prediction,Pheropsophus dregei,Medium length,17,,,0.47,severe,species not extracted at all
species not in prediction,Galerita angustipennis,Wings fully developed ,No,,Apristus latipennis latipennis,0.58,severe,species not extracted at all
species not in prediction,Omostropus mandibularis,Medium length,8.5,,Apotomus annulaticornis,0.57,severe,species not extracted at all
species not in prediction,Perigona schmitzi,Medium length,2.85,,,0.45,severe,species not extracted at all
"species present, trait missing",Melanchiton lucidulus,Medium length,10.5,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Scarites polyphemus,Medium length,26,,,,moderate,the trait was not extracted for this species
species not in prediction,Siagona partita,Wings fully developed ,Yes,,,0.47,severe,species not extracted at all
species not in prediction,Pheropsophus stenopterus,Wings fully developed ,Yes,,,0.47,severe,species not extracted at all
species not in prediction,Tachys iridipennis,Wings fully developed ,Yes,,Tachys sp.1,0.55,severe,species not extracted at all
species not in prediction,Graphipterus horni staudingeri,Medium length,12,,Graphipterus tristis,0.72,severe,species not extracted at all
species not in prediction,Siopelus lucens,Medium length,9,,Chlaenius paenulatus,0.57,severe,species not extracted at all
"species present, trait missing",Graphipterus tristis,Wings fully developed ,No,,,,moderate,the trait was not extracted for this species
species not in prediction,Graphipterus lineelus,Medium length,11.5,,Graphipterus tristis,0.73,severe,species not extracted at all
species not in prediction,Distichus picicornis,Wings fully developed ,Yes,,,0.51,severe,species not extracted at all
species not in prediction,Prothymidia angusticollis,Medium length,9,,Apotomus annulaticornis,0.58,severe,species not extracted at all
species not in prediction,Mesolestes sp.,Wings fully developed ,Yes,,Macropterous spp.,0.55,severe,species not extracted at all
species not in prediction,Planetes quadricollis,Wings fully developed ,Yes,,Abacetus denticollis,0.63,severe,species not extracted at all
species not in prediction,Manticora latipennis,Wings fully developed ,No,,Apristus latipennis latipennis,0.56,severe,species not extracted at all
species not in prediction,Parophonus tomentosus,Medium length,15,,,0.50,severe,species not extracted at all
species not in prediction,Pentaplatarthrus gestroi,Medium length,8,,,0.50,severe,species not extracted at all
species not in prediction,Pheropsophus insignis insignis,Wings fully developed ,No,,,0.42,severe,species not extracted at all
species not in prediction,Scarites tenebricosus molossus,Medium length,30,,,0.53,severe,species not extracted at all
species not in prediction,Eccoptoptera mutilloides mutilloides,Wings fully developed ,No,,,0.38,severe,species not extracted at all
species not in prediction,Styphlomerus neavei neavei,Medium length,10.5,,,0.44,severe,species not extracted at all
species not in prediction,Pheropsophus dregei,Wings fully developed ,Yes,,,0.47,severe,species not extracted at all
species not in prediction,Dromica dolosa latepolita,Medium length,9.9,,,0.44,severe,species not extracted at all
species not in prediction,Omostropus mandibularis,Wings fully developed ,Yes,,Apotomus annulaticornis,0.57,severe,species not extracted at all
species not in prediction,Paussus cultratus,Wings fully developed ,Yes,,,0.54,severe,species not extracted at all
"species present, trait missing",Melanchiton lucidulus,Wings fully developed ,Yes,,,,moderate,the trait was not extracted for this species
species not in prediction,Microlestes flavipes micromys,Wings fully developed ,Yes,,,0.41,severe,species not extracted at all
"species present, trait missing",Scarites polyphemus,Wings fully developed ,No,,,,moderate,the trait was not extracted for this species
species not in prediction,Pheropsophus mashunus,Medium length,14.5,,Elaphropus aethiopicus,0.56,severe,species not extracted at all
species not in prediction,Singilis africaorientalis kenyacus,Medium length,4,,,0.47,severe,species not extracted at all
species not in prediction,Cypholoba semisuturata vassei,Medium length,22.5,,Cypholoba rutata,0.67,severe,species not extracted at all
species not in prediction,Metagonum insolitum,Medium length,10.75,,,0.40,severe,species not extracted at all
species not in prediction,Graphipterus horni staudingeri,Wings fully developed ,No,,Graphipterus tristis,0.72,severe,species not extracted at all
species not in prediction,Siopelus lucens,Wings fully developed ,Yes,,Chlaenius paenulatus,0.57,severe,species not extracted at all
species not in prediction,Graphipterus lineelus,Wings fully developed ,No,,Graphipterus tristis,0.73,severe,species not extracted at all
species not in prediction,Paussus pseudoklugi,Medium length,5,,,0.52,severe,species not extracted at all
species not in prediction,Pentaplatarthrus gestroi,Wings fully developed ,Yes,,,0.50,severe,species not extracted at all
species not in prediction,Siagona levasseuri,Medium length,15,,,0.41,severe,species not extracted at all
species not in prediction,Systolocranius goryi,Medium length,20,,,0.43,severe,species not extracted at all
species not in prediction,Scarites tenebricosus molossus,Wings fully developed ,No,,,0.53,severe,species not extracted at all
species not in prediction,Elaphropus haemorrhoidalis,Medium length,2.5,,,0.45,severe,species not extracted at all
species not in prediction,Dromica dolosa latepolita,Wings fully developed ,No,,,0.44,severe,species not extracted at all
species not in prediction,Pheropsophus mashunus,Wings fully developed ,No,,Elaphropus aethiopicus,0.56,severe,species not extracted at all
species not in prediction,Singilis africaorientalis kenyacus,Wings fully developed ,Yes,,,0.47,severe,species not extracted at all
species not in prediction,Siagona caffra,Medium length,22,,,0.40,severe,species not extracted at all
species not in prediction,Metagonum insolitum,Wings fully developed ,No,,,0.40,severe,species not extracted at all
species not in prediction,Elliptica compressicornis compressicornis,Medium length,17,,,0.40,severe,species not extracted at all
species not in prediction,Microlestes zambezianus,Wings fully developed ,Yes,,,0.47,severe,species not extracted at all
species not in prediction,Mesolestes machadoi,Medium length,2.65,,,0.44,severe,species not extracted at all
species not in prediction,Tetragonoderus immaculatus,Medium length,5,,,0.55,severe,species not extracted at all
species not in prediction,Tefflus carinatus carinatus,Medium length,35,,,0.50,severe,species not extracted at all
species not in prediction,Perigona schmitzi,Wings fully developed ,Yes,,,0.45,severe,species not extracted at all
species not in prediction,Platytarus tesselatus,Medium length,6.5,,,0.54,severe,species not extracted at all
species not in prediction,Paussus cultratus,Medium length,5,,,0.54,severe,species not extracted at all
species not in prediction,Microlestes flavipes micromys,Medium length,2.65,,,0.41,severe,species not extracted at all
species not in prediction,Siagona levasseuri,Wings fully developed ,Yes,,,0.41,severe,species not extracted at all
species not in prediction,Mesolestes nigrocephalus,Medium length,2.65,,,0.49,severe,species not extracted at all
